,news_text
92, หลังจากที่จังหวัดสงขลาได้ kick off  ฉีดวัคซีนไฟเซอร์ให้กับนักเรียนชั้นมัธยมศึกษาปีที่ 1-6 โรงเรียนเทพพิทยาภานุมาศ อำเภอเทพา จำนวน 258 คน 
93,        โรงเรียนห้องสอนศึกษา ในพระอุปถัมภ์ สมเด็จพระเจ้าภคินีเธอ เจ้าฟ้าเพชรรัตนราชสุดา สิริโสภาพัณณวดี ตำบลจองคำ อำเภอเมือง จังหวัดแม่ฮ่องสอน โดยนางสาวจิตรลดา จันทร์คำ รองผู้อำนวยการโรงเรียน รักษาราชการแทนผู้อำนวยการโรงเรียนฯ ออกประกาศ โรงเรียน เรื่อง การเปลี่ยนแปลงตารางสอบปลายภาคเรียนที่ 1 ประจำปีการศึกษา 2564 โดยระบุว่า เนื่องจากสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (COVID-19) และจะมีการรับวัคซีน (Pfizer) ของนักเรียน ตามนโยบายกระทรวงศึกษาธิการ ทางโรงเรียนห้องสอนศึกษา ในพระอุปถัมภ์ฯ จึงขอประกาศการเปลี่ยนแปลงตารางสอบปลายภาคเรียนที่ 1 ประจำปีการศึกษา 2564 จากวันที่ 11-15 ตุลาคม 2564 เป็นวันที่ 11-13 ตุลาคม 2564
94,"            วันที่ 6 ตุลาคม 2564 ที่โรงเรียนพระปฐมวิทยาลัย อำเภอเมือง จังหวัดนครปฐม นางวราภรณ์ เจริญศิริโชติ นายกเหล่ากาชาดจังหวัดนครปฐม พร้อมด้วย นายอำเภอเมืองนครปฐม ผู้ช่วยนายกเหล่ากาชาดจังหวัด นายแพทย์สาธารณสุขจังหวัด พัฒนาสังคมและความมั่นคงของมนุษย์จังหวัด และเจ้าหน้าที่ ตรวจเยี่ยมการฉีดวัคซีนไฟเซอร์ให้กับกลุ่มนักเรียนโรงเรียนพระปฐมวิทยาลัย เพื่อสร้างภูมิคุ้มกันให้กับกลุ่มนักเรียน พร้อมมอบแมส และเจลแอลกอฮอล์ให้กับนักเรียนที่มารับการฉีดวัคซีนในครั้งนี้ โดยมี ทีมแพทย์ พยาบาลโรงพยาบาลนครปฐมให้บริการ และอำนวยวามสะดวก สำหรับโรงเรียนพระปฐมวิทยาลัย มีนักเรียนระดับ ม.ต้น ที่มีความประสงค์จะฉีด จำนวน 1,632 คน ระดับ ม.ปลาย 1,509 คน รวม 3,141 คน จากนักเรียนทั้งหมด 3631 คน"
95,        วันนี้ (6 ต.ค.64) เวลา 11.00 น. ที่โรงเรียนสวรรค์อนันต์วิทยา อำเภอสวรรคโลก จังหวัดสุโขทัย นายวิรุฬ พรรณเทวี ผู้ว่าราชการจังหวัดสุโขทัย พร้อมด้วยนางกนกพร พรรณเทวี นายกเหล่ากาชาดจังหวัดสุโขทัย ตรวจเยี่ยมจุดบริการฉีดวัคซีนไฟเซอร์สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอมของโรงเรียนสวรรค์อนันต์วิทยา ซึ่งวันนี้เป็นวันแรกของการฉีดวัคซีนไฟเซอร์ให้กับนักเรียนระดับชั้น ม.4 - ม.6 จำนวน 900 โดส และในวันที่ 7 ตุลาคม 2564 จะฉีดวัคซีนไฟเซอร์ให้กับนักเรียนในระดับชั้น ม.2 ม.3 จำนวน 744 โดส 
96,"         วันนี้ (6 ต.ค.64) แพทย์หญิงภาวิณี เอี่ยมจันทน์ ผู้อำนวยการโรงพยาบาลลำพูน ระบุว่า ตอนนี้ทาง รพ.ลำพูน กำลังเตรียมฉีดวัคซีนไฟเซอร์ให้กับเด็กนักเรียนที่อายุเกิน 12 ปีขึ้นไป โดยในระยะแรกจะได้รับการสนับสนุนวัคซีนจำนวน 5,000 เข็ม ซึ่งขณะนี้ได้มีการนัดหมายกับทางโรงเรียนเป็นที่เรียบร้อยแล้ว"
97,        ที่วิทยาลัยอาชีวศึกษาเชียงราย  นายแพทย์วัชรพงษ์ คำหล้า นายแพทย์สาธารณสุขจังหวัดเชียงราย พร้อมด้วยนายแพทย์ไชยเวช ธนไพศาล ผู้อำนวยการโรงพยาบาลเชียงรายประชานุเคราะห์ นายวิญญู สันติภาพวิวัฒนา ศึกษาธิการจังหวัดเชียงราย และผู้ที่เกี่ยวข้อง ลงพื้นที่ตรวจเยี่ยมการให้บริการฉีดวัคซีนไฟเซอร์ให้กับนักเรียน นักศึกษาที่มีอายุ 12-18 ปี โดยมีเป้าหมายให้ครอบคลุมนักเรียนนักศึกษา ในระดับชั้นมัธยมศึกษาปีที่ 1- 6 ประกาศนียบัตรวิชาชีพ (ปวช.) ประกาศนียบัตรวิชาชีพชั้นสูง (ปวส.) หรือเทียบเท่า ในทุกสังกัด ตามนโยบายของกระทรวงสาธารณสุข และกระทรวงศึกษาธิการ
98,"            เมื่อเวลา 9 นาฬิกา ของวันที่ 6 ตุลาคม 2564 ที่อาคารรัตนเทพสตรี ชั้น 1 ภายในมหาวิทยาลัยราชภัฏเทพสตรี จังหวัดลพบุรี ผศ.จินตนา เวชมี อธิการบดีมหาวิทยาลัยราชภัฏเทพสตรี พร้อมด้วย นายยงยุทธ ปานสูง ประธานสถานศึกษาโรงเรียนสาธิตมหาวิทยาลัยราชภัฏเทพสตรี และคณะศึกษานิเทศจังหวัดลพบุรี ได้ร่วมกันให้กำลังใจกับนักเรียนชั้นมัธยมชั้นปีที่ 1 ถึงชั้นปีที่ 6 โรงเรียนสาธิตมหาวิทยาลัยราชภัฏเทพสตรี ซึ่งวันนี้เป็นวันแรกของการฉีดวัคซีน ที่กระทรวงสาธารณสุข ได้กำหนดให้มีการฉีดวัคซีนไฟเซอร์ ให้กับเด็กนักเรียนชั้นมัธยมศึกษาชั้นปีที่ 1 ถึงชั้นปีที่ 6 หรือเทียบเท่า อายุ ตั้งแต่ 12 ถึง 17 ปี โดยในระยะแรกได้จัดสรรวัคซีน 19,380 โดส ในต้นเดือนตุลาคม 2564 บูรณาการกับงานอนามัยโรงเรียนเพื่อให้เด็กเข้าถึงวัคซีนได้อย่างมีประสิทธิภาพ โดยการฉีดวัคซีนไม่ได้เป็นเงื่อนไขในการเปิดเรียนต้นเดือน พฤศจิกายน 2564 แต่การฉีดวัคซีนช่วยให้เด็กในวัยเรียน มีความปลอดภัยเพิ่มขึ้น "
99,"        วันที่ 6 ตุลาคม 2564 ที่หอประชุมวิทยาลัยเทคนิคบ้านค่าย ตำบลหนองละลอก อำเภอบ้านค่าย จังหวัดระยอง นายชาญนะ เอี่ยมแสง ผู้ว่าราชการจังหวัดระยอง นายดาระไน ยี่ภู่ นายอำเภอบ้านค่าย นพ.สุนทร เหรียญภูมิกิจ นายแพทย์สาธารณสุขจังหวัดระยอง และนายแพทย์ประสิทธิ์ ทองสดายุ ผู้อำนวยการโรงพยาบาลบ้านค่าย ติดตามการฉีดวัคซีนต้านโควิด-19 ไฟเซอร์เข็มแรกให้นักเรียน นักศึกษาวิทยาลัยทคนิคบ้านค่ายที่มีอายุ 12-18 ปี จำนวน 1,410 คน โดยมีนายประทีป จุฬาเลิศ ผู้อำนวยการวิทยาลัยเทคนิคบ้านค่าย พร้อมคณะครู ให้การต้อนรับ"
100,            จังหวัดตรัง  กำหนดฉีดวัคซีนไฟเซอร์ให้กับเด็กอายุ 12 - 18 ปี  ในพื้นที่ 3 อำเภอในวันพรุ่งนี้(7 ตุลาคม 2564) 
101,        บรรยากาศวันแรกของการฉีดวัคซีนไฟเซอร์ให้กับเด็กนักเรียนที่มีอายุ 12-18 ปี ของจังหวัดระยอง ในวันนี้ (6 ต.ค.64) นายชาญนะ เอี่ยม ผู้ว่าราชการจังหวัดระยอง พร้อมด้วยนายแพทย์สุนทร เหรียญภูมิการกิจ นายแพทย์สาธารณสุขจังหวัดระยอง นายดาระไน ยี่ภู่ นายอำเภอบ้านค่าย และนายแพทย์ประสิทธิ์ ทองสดายุ ผู้อำนวยการโรงพยาบาลบ้านค่าย ลงพื้นที่ติดตามการฉีดวัคซีนให้กับนักเรียน นักศึกษาของวิทยาลัยเทคนิคบ้านค่าย ณ อาคารหอประชุมวิทยาลัยเทคนิคบ้านค่าย ตำบลหนองละลอก อำเภอบ้านค่าย จังหวัดระยอง โดยมีนายประทีป จุฬาเลิศ ผู้อำนวยการวิทยาลัยเทคนิคบ้านค่าย ให้การต้อนรับ 
102,        นายแพทย์ตุลกานต์ มักคุ้น นายแพทย์ชำนาญการพิเศษ โรงพยาบาลตรัง ในฐานะโฆษก ศบค.จังหวัดตรัง เปิดเผยว่า ในวันพรุ่งนี้ (7 ต.ค.64) จังหวัดตรังจะมีการฉีดวัคซีนไฟเซอร์ให้กับเด็กอายุ 12-18 ปี ในพื้นที่ 3 อำเภอ ประกอบด้วย อำเภอเมืองตรัง อำเภอปะเหลียน และอำเภอหาดสำราญ จึงขอให้ผู้ปกครองได้เตรียมบัตรประจำตัวประชาชนของนักเรียนไว้ให้พร้อม เนื่องจากแถบแม่เหล็กในบัตรประชาชนจะช่วยให้เข้าถึงฐานข้อมูลของเด็กได้ง่าย ให้เด็กพักผ่อนอย่างเพียงพอ นอนหลับอย่างน้อย 8 ชั่วโมง รับประทานยาประจำตัวได้ตามปกติ ทำจิตใจให้ผ่อนคลาย ไม่เครียด รับประทานอาหารมาให้เรียบร้อย และไปก่อนเวลานัดหมายเพียง 15 นาที โดยอำเภอเมืองตรังให้บริการฉีดวัคซีนที่โรงเรียนวิเชียรมาตุ อำเภอปะเหลียน ให้บริการฉีดวัคซีนที่ศาลาประชาคมอำเภอปะเหลียนและอำเภอหาดสำราญ ให้บริการฉีดวัคซีนที่อาคารผู้สูงอายุ (ด้านหลังองค์การบริหารส่วนตำบลหาดสำราญ)
103,        ที่ สำนักงานสาธารณสุขจังหวัดบึงกาฬ นพ.ภมร ดรุณ นายแพทย์สาธารณสุขจังหวัดบึงกาฬ แถลงข่าวสถานการณ์โควิด-19 ล่าสุดในพื้นที่ พบคลัสเตอร์ใหม่ที่หมู่บ้านสายปัญญา ในพื้นที่ ต.เซกา อ.เซกา จ.บึงกาฬ เนื่องจากมีผู้ติดเชื้อที่เดินทางมาจากจังหวัดปราจีนบุรี ทำงานรับเหมาก่อสร้าง กลับมาถึงหมู่บ้าน แต่ไม่มีการกักตัว มีการเดินทางไปๆ มาๆ ไปกลับปราจีนบุรีและบึงกาฬ 2 – 3 รอบ ตั้งแต่ 9 กันยายนที่ผ่านมา ล่าสุดกลับมาเมื่อ 22 ก.ย. ที่ผ่านมา ทำให้มีคนในครอบครัวติดเชื้อ เช่น ภรรยา ที่เริ่มมีอาการไข้ ไอ น้ำมูก จึงมีการส่งตรวจหาเชื้อโควิด-19 จากผลการตรวจก็พบผลเป็นบวก คือ ติดเชื้อ ตั้งแต่วันที่ 2 ตุลาคมที่ผ่านมา
104,        ที่โรงเรียนศรีธาตุพิทยาคม อำเภอศรีธาตุ จังหวัดอุดรธานี นายสยาม ศิริมงคล ผู้ว่าราชการจังหวัดอุดรธานี มอบหมายให้นายจำรัส กังน้อย รองผู้ว่าราชการจังหวัดอุดรธานีลงพื้นที่ตรวจเยี่ยมให้กำลังใจและติดตามสถานการณ์การฉีดวัคซีนนักเรียนวันแรกของจังหวัดอุดรธานี โดยมีนางสาวศิริกัลยา กิจรักษา นายอำเภอศรีธาตุ นายปิยวัตร ตุงคโสภา ผู้อำนวยการโรงพยาบาลศรีธาตุ และคณะให้การต้อนรับ 
105,        วันที่ 6 ตุลาคม 2564 ที่โรงเรียนศรีธาตุพิทยาคม อำเภอศรีธาตุ จังหวัดอุดรธานี นายสยาม ศิริมงคล ผู้ว่าราชการจังหวัดอุดรธานี มอบหมายให้นายจำรัส กังน้อย รองผู้ว่าราชการจังหวัดอุดรธานีลงพื้นที่ตรวจเยี่ยมให้กำลังใจและติดตามสถานการณ์การฉีดวัคซีนนักเรียนวันแรกของจังหวัดอุดรธานี โดยมีนางสาวศิริกัลยา กิจรักษา นายอำเภอศรีธาตุ นายปิยวัตร ตุงคโสภา ผู้อำนวยการโรงพยาบาลศรีธาตุ และคณะให้การต้อนรับ
106,"        สาธารณสุขลำปางบูรณาการกับหน่วยงานสถานศึกษา เดินหน้าเร่งรัดป้องกันโรค COVID-19 ในกลุ่มเด็กเยาวชน เริ่ม Kick Off ลงพื้นที่เชิงรุกเปิดหน่วยฉีดวัคซีนในโรงเรียน สร้างเกราะป้องกันแก่นักเรียนนักศึกษา เตรียมรับเปิดเทอมเรียน Onsite ตามที่กระทรวงสาธารณสุขได้มีนโยบายให้ประชาชนทุกคนในประเทศไทย ได้รับวัคซีนป้องกันโรค COVID-19 ตามความสมัครใจ ซึ่งมีเป้าหมายจะฉีดวัคซีนให้ได้ครอบคลุมอย่างน้อยร้อยละ 70 ของประชากร เพื่อลดความรุนแรงและเสียชีวิตจากการป่วยด้วยโรค COVID-19 โดยจังหวัดลำปาง ได้ดำเนินการฉีดวัคซีนป้องกันโรคให้กับประชาชนในพื้นที่ไปแล้วกว่า 457,700 โดส ซึ่งในระยะแรกได้มุ่งเน้นทำการฉีดวัคซีนสร้างภูมิคุ้มกันโรค ให้แก่ประชาชนกลุ่มเสี่ยงทั้ง ผู้สูงอายุ, ผู้ป่วย 7 กลุ่มโรคเรื้อรัง, หญิงตั้งครรภ์ และบุคลากรด่านหน้า "
107, สำนักงานสาธารณสุขสวีเดนมีคำแนะนำเมื่อวานนี้ให้ระงับการฉีดวัคซีนโควิด-19                      ของโมเดอร์นาในกลุ่มคนหนุ่มสาวที่มีอายุต่ำกว่า 30 ปี หรือเกิดหลังปี 2533 เป็นการชั่วคราว                   ไปจนถึงวันที่ 1 ธันวาคม เนื่องจากกังวลเกี่ยวกับผลข้างเคียงต่อหัวใจที่แม้จะเกิดขึ้นได้ยาก                                       แถลงการณ์สำนักงานสาธารณสุขสวีเดนระบุว่า มีหลักฐานบ่งชี้ถึงความเสี่ยงเพิ่มขึ้นจากผลข้างเคียงของวัคซีนโมเดอร์นา เช่น กล้ามเนื้อหัวใจอักเสบ และเยื่อหุ้มหัวใจอักเสบ ซึ่งความเสี่ยงดูเหมือนจะเกี่ยวโยงกับการฉีดวัคซีนโมเดอร์นาในโดสที่ 2 และพบในกลุ่มคนหนุ่มและเด็กชายมากกว่ากลุ่มอื่นๆ โดยเกิดขึ้นหลังจากฉีดโดสที่ 2 แล้วหลายสัปดาห์ พร้อมกันนี้ได้ชี้แนะให้คนกลุ่มนี้ควรฉีดวัคซีนของไฟเซอร์/ไบโอเอ็นเทค แทน 
108,     นายแพทย์สุวรรณชัย วัฒนายิ่งเจริญชัย อธิบดีกรมอนามัย กล่าวว่าจากการเริ่มฉีดวัคซีนไฟเซอร์แก่เด็กนักเรียนอายุ 12-18 ปี เริ่มมาตั้งแต่วันที่ 4 ตุลาคมที่ผ่านมา เพื่อเตรียมความพร้อมก่อนเปิดภาคเรียนในเดือนพฤศจิกายนนี้ พบมีนักเรียนประสงค์ฉีดวัคซีน 3.6 ล้านคน คิดเป็นร้อยละ 71 จากจำนวนนักเรียนทั้งหมดกว่า 5 ล้านคน ซึ่งข้อมูลจากการสำรวจประเด็นความพร้อมของคนไทย กับการเปิดเรียนโรงเรียน ระหว่างวันที่ 26 - 30 กันยายน 2564 พบว่าผู้ปกครองเห็นด้วยต่อการฉีดวัคซีนให้เด็กอายุ 12 - 17 ปี ร้อยละ 69 เนื่องจากอยากให้เด็กไปโรงเรียนและใช้ชีวิตปกติ และป้องกันเด็กที่มีโรคประจำตัว 
109,            (7 ต.ค.2564) นายขจรศักดิ์ เจริญโสภา ผู้ว่าราชการจังหวัดตรัง ลงพื้นที่ตรวจเยี่ยมการฉีดวัคซีน Pfizer สำหรับนักเรียน นักศึกษาในพื้นที่จังหวัดตรัง ณ โรงเรียนวิเชียรมาตุตรัง อ.เมืองตรัง
110,ผู้ว่าราชการจังหวัดตรัง ลงพื้นที่ตรวจเยี่ยมการฉีดวัคซีน Pfizer เข็มแรกให้นักเรียนในพื้นที่จังหวัดตรังพร้อมให้กำลังใจ
111,ผู้ว่าฯ ชลบุรี เยี่ยมให้กำลังใจเด็กนักเรียนการฉีดวัคซีน
112,ยะลา เดินหน้าฉีดวัคซีนนักเรียน เตรียมพร้อมก่อนเปิดเทอม 
113,นักเรียนโรงเรียนเอกชนสอนศาสนาอิสลาม ในเขตเทศบาลนครยะลา ทยอยฉีดวัคซีนไฟเซอร์เข็มแรก 
114,        วันนี้ (7 ต.ค.64) ที่ห้องประชุมอาคาร สว. โรงพยาบาลศรีสังวาลย์ อำเภอเมือง จังหวัดแม่ฮ่องสอน นายชนก มากพันธุ์ รองผู้ว่าราชการจังหวัดแม่ฮ่องสอน รักษาการแทนผู้ว่าราชการจังหวัดแม่ฮ่องสอน เป็นประธานเปิดกิจกรรม kick off สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอมจังหวัดแม่ฮ่องสอน เพื่อลดความรุนแรงและการเสียชีวิตจากการเจ็บป่วยด้วยโรค covid-19
115,        สำนักงานประชาสัมพันธ์จังหวัดแพร่รายงานว่า ทางรัฐบาลได้มีนโยบายในการฉีดวัคซีนให้กับนักเรียน อายุ 12-18 เพื่อสร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม เพื่อสร้างความเชื่อมั่นในการฉีดวัคซีนในเด็ก โดยวันที่ 4 ตุลาคม 2564 ถือเป็นวันเริ่มต้นการฉีดวัคซีนโควิด-19 ให้กับเด็ก เบื้องต้นมีผู้ปกครองแจ้งความจำนงให้บุตรหลานฉีดวัคซีน เป็นจำนวน 3.6 ล้านคน คิดเป็นร้อยละ 70 ของนักเรียนที่อายุ 12 ปีขึ้นไป ประมาณ 5 ล้านคน โดยจะมีการจัดสรรวัคซีนให้กับทุกจังหวัดได้ฉีดภายในเดือนตุลาคมนี้ สำหรับเด็กอยู่นอกระบบการศึกษาและโฮมสคูล สามารถเข้ารับวัคซีนที่โรงพยาบาลที่รักษาประจำหรือโรงพยาบาลใกล้บ้านได้ ทั้งนี้ การฉีดวัคซีนให้แก่เด็กจะเป็นไปตามความยินยอมของนักเรียนและผู้ปกครองไม่เป็นการบังคับ
116, น.ส.ตรีนุช เทียนทอง รัฐมนตรีว่าการกระทรวงศึกษาธิการ เปิดเผยว่า  ได้ลงตรวจเยี่ยมการบริหารจัดการศึกษาในพื้นที่จ.สระแก้ว  ประกอบด้วย โรงเรียนบ้านวังบูรพา และเปิดงานมหกรรมวิชาการการจัดการศึกษากศน.ตามวาระเร่งด่วนของกระทรวงศึกษาธิการ (ศธ.) รวมถึงเปิดกิจกรรมศักยภาพครูและผู้เรียนการแลกเปลี่ยนเรียนรู้การจัดการเรียนรู้แบบ Active Learning ที่สอดคล้องกับหลักสูตรฐานสมรรถนะ ซึ่งที่สำนักงาน กศน.สระแก้วถือเป็นต้นแบบของการส่งเสริมผู้เรียนทุกช่วงวัย โดยโคกหนองนาโมเดลเป็นตัวอย่างที่ดี เพราะมีการส่งเสริมสร้างความเข้าใจให้แก่ประชาชนได้เข้ารับบริการของกศน. ดังนั้นตนจึงอยากให้มีโมเดลลักษณะนี้ขยายให้ครอบคลุมทุกพื้นที่ ทั้งนี้หน่วยงานกศน.มีความสำคัญอย่างมากในเรื่องการเรียนรู้ตลอดชีวิตและสร้างความเสมอภาคในทุกพื้นที่ ส่วนการจัดการเรียนรู้แบบActiveLearning นั้น เป็นกระบวนการเรียนการสอนที่เน้นให้ผู้เรียนมีส่วนร่วมและมี ปฏิสัมพันธ์กับกิจกรรมการเรียนรู้ผ่านการปฏิบัติที่หลากหลายรูปแบบ เช่น การวิเคราะห์ การสังเคราะห์ การระดม สมอง การแลกเปลี่ยนความคิดเห็นเพราะเรื่องนี้จะสอดคล้องกับหลักสูตรฐานสมรรถนะ ดังนั้นศธ.จึงอยากแลกเปลี่ยนและทำความเข้าใจให้แก่ครูผู้สอนว่าการจัดการเรียนการสอน
117,        วันที่ 7 ตุลาคม 2564 นายชนก มากพันธุ์ รองผู้ว่าราชการจังหวัดแม่ฮ่องสอน เป็นประธานเปิดกิจกรรม Kick Off สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม จังหวัดแม่ฮ่องสอน เพื่อเป็นการเตรียมการเปิดภาคเรียน 2/2564 ในวันที่ 1 พฤศจิกายนนี้ ณ โรงพยาบาลศรีสังวาลย์ อำเภอเมือง จังหวัดแม่ฮ่องสอน
118,"            นายแพทย์ตุลกานต์  มักคุ้น  นายแพทย์ชำนาญการพิเศษ โรงพยาบาลตรัง ในฐานะโฆษก ศบค.จังหวัดตรัง เปิดเผยว่า กรมควบคุมโรค ได้จัดสรรวัคซีนไฟเซอร์ให้แก่นักเรียนอายุ 12-18 ปี กลุ่มเป้าหมายในจังหวัดตรัง ครั้งที่ 1 จำนวนทั้งสิ้น 19,860 คน จำแนกเป็นอำเภอเมืองตรัง จำนวน 11,760 คน และอำเภออื่น ๆ อำเภอละ 900 คน  "
119,"        นายแพทย์กู้ศักดิ์ กู้เกียรติกูล นายแพทย์สาธารณสุขจังหวัดภูเก็ต เปิดเผยว่า จังหวัดภูเก็ตได้รับการจัดสรรวัคซีนไฟเซอร์ สำหรับเด็กอายุ 12 -18 ปี ตามยอดที่โรงเรียนในพื้นที่จังหวัดภูเก็ต แจ้งยื่นขอความประสงค์ประมาณ 27,000 คน โดยรอบแรกได้รับจัดสรรมาประมาณ 12,000 โดส กำหนดแผนการฉีดวัคซีนในระหว่างวันที่ 8-11 ตุลาคมนี้ โดยกำหนดจุดฉีดวัคซึนไว้ 3 จุด 3 อำเภอ อำเภอเมืองภูเก็ต ที่โรงยิมนิเซี่ยม 4,000 ที่นั่ง สะพานหิน ระหว่างวันที่ 8-11 ตุลาคม 2564 อำเภอถลาง ที่อาคารเอ็กซ์เทอร์มินอล สนามบินภูเก็ต ในวันที่ 8 และวันที่ 11 ตุลาคม และอำเภอกะทู้ ที่ห้างสรรพสินค้าจังซีลอน ป่าตอง ในวันที่ 8 และวันที่ 9 ตุลาคมนี้ โดยแต่ละโรงเรียนจะเป็นผู้ดูแลควบคุมเด็กเข้ารับฉีดวัคซีนตามโรงเรียนในแต่ละพื้นที่ สำหรับรอบที่ 2 จะได้รับวัคซีนในช่วงปลายเดือนตุลาคม 2564 ซึ่งเด็กอายุ 12-18 ปี ที่จะได้รับการฉีดวัคซีนต้องได้รับการยินยอมจากผู้ปกครอง"
120,"            ผู้สื่อข่าวปัตตานีรายงานว่า วันที่ 7 ตุลาคม 2564 ว่า สถานการณ์การแพร่ระบาดของเชื้อโควิด 19 ในพื้นที่จังหวัดปัตตานี จากสถิติของผู้ติดเชื้อรายใหม่ มองว่า ในเดือนนี้ เป็นเดือนที่มีผู้ติดเชื้อรายใหม่ต่อวันค่อนข้างสูงและเป็นตัวเลขที่ไม่เคยปรากฏมาก่อน โดยล่าสุด พบผู้ติเชื้อรายใหม่เพิ่มขึ้นอีก 502 ราย ทำให้ยอดผู้ติดเชื้อสะสมทั้งสิ้น 24,655 ราย "
121,        วันนี้ (7 ต.ค.64) เวลา 09.30 น.นายชนก มากพันธุ์ รองผู้ว่าราชการจังหวัดแม่ฮ่องสอน รักษาการแทนผู้ว่าราชการจังหวัดแม่ฮ่องสอน เป็นประธานเปิดกิจกรรม kick off สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอมจังหวัดแม่ฮ่องสอน เพื่อลดความรุนแรงและการเสียชีวิตจากการเจ็บป่วยด้วยโรค covid-19 ณ ห้องประชุมอาคาร สว. โรงพยาบาลศรีสังวาลย์ โดยบริการวัคซีน Pfizer สำหรับนักเรียน นักศึกษา ในระหว่างอายุ 12 ปี-18 ปี ที่ศึกษาอยู่ในระดับมัธยมศึกษา หรือเทียบเท่า และในวันนี้มีกลุ่มนักเรียนจากโรงเรียนศึกษาสงเคราะห์แม่ฮ่องสอน เข้ารับการฉีดวัคซีนจำนวน 168 ราย โดยนักเรียนที่เข้ารับการฉีดวัคซีน ส่วนใหญ่ ต่างรู้สึกตื่นเต้นแต่ไม่มีความกลัวแต่อย่างใด 
122,จังหวัดนครนายก เดินหน้าเร่งฉีดวัคซีนไฟเซอร์ ป้องกันโควิด-19 ให้กับนักเรียน นักศึกษา เพื่อเตรียมความพร้อมก่อนเปิดเทอม ตามมาตรการของรัฐบาลฯ 
123,"            (7 ต.ค.64) แพทย์หญิงทิพย์ลดา บุญชัย นายแพทย์ชำนาญการ โรงพยาบาลตรังในฐานะรองโฆษกศูนย์บริหารสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 จังหวัดตรัง เปิดเผยว่า วันนี้มีผู้ป่วยที่รักษาหายเพิ่ม 86 ราย ทำให้มียอดรักษาหายรวม 5,155 ราย คิดเป็นรักษาหายร้อยละ 81.77 ยังคงมีผู้ป่วยโควิด -19 รักษาใน รพ. 1,113 ราย ไม่มีอาการหรืออาการน้อย 1,054 ราย อาการปานกลาง 43 ราย ต้องให้ออกซิเจน 9 ราย ให้ออกซิเจนแรงดันสูง 4 ราย และใช้เครื่องช่วยหายใจ 3 ราย ทำให้อัตราพบผู้ป่วยรายใหม่เฉลี่ยในรอบสัปดาห์ 77.4 ราย/วัน และอัตราพบผู้ป่วยรายใหม่เฉลี่ยในรอบสัปดาห์ไม่รวมการรับผู้ป่วยมาจากพื้นที่สีแดงเข้ม 86.7 ราย/วัน"
124,        หลังจากที่มีการศึกษาและวิจัยอย่างจริงจังเกี่ยวกับการฉีดวัคซีนโควิด-19 แบบฉีดเข้าใต้ผิวหนัง ทดแทนการฉีดเข้ากล้ามเนื้อ ผลวิจัยจากทีมงานคณะแพทยศาสตร์ มหาวิทยาลัยสงขลานครินทร์ พบว่า วิธีการฉีดเข้าใต้ผิวหนังได้ผลดี มีอาการข้างเคียงที่เกิดจากการฉีดวัคซีนน้อยลงมาก ที่สำคัญคือได้ประสิทธิภาพใกล้เคียงกับการฉีดเข้ากล้ามเนื้อ ซึ่งได้ทำการศึกษามาแล้วทั้งวัคซีนแอสตร้าเซเนก้าและวัคซีนไฟเซอร์
125, คนฉีดวัคซีนโควิดเข็ม 3 มีเฮ!! ผลวิจัย ม.อ. ชี้ ฉีดเข้าใต้ผิวหนัง ลดอาการข้างเคียงได้มาก แอสตร้าเซเนก้าได้ประสิทธิภาพใกล้เคียงการฉีดเข้ากล้ามเนื้อ ส่วนไฟเซอร์ได้ประสิทธิภาพสูง แต่น้อยกว่าการฉีดแบบเดิม
126,เร่งฉีดวัคซีนในเด็ก 12 - 18 ปี ก่อนกลับมาเปิดเรียนต้นเดือน พ.ย.
