,news_text
47,      บริษัทแอสตราเซเนกาเปิดเผยผลการศึกษาว่า วัคซีนโควิด-19 ของแอสตราเซเนกา                   มีประสิทธิภาพในการป้องกันเชื้อกลายพันธุ์สายพันธุ์เดลตา และ สายพันธุ์แคปปา 
48,        พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี ประกาศเป้าหมายเตรียมเปิดประเทศใน 120 วัน หวังพลิกฟื้นเศรษฐกิจ สู้โควิด-19 รัฐบาลและทุกภาคส่วนได้เตรียม Road map เพื่อให้ประชาชนมั่นใจและร่วมเดินไปด้วยกันตามแผนงาน ดังนี้
49,        พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี ประกาศเป้าหมายเตรียมเปิดประเทศใน 120 วัน หวังพลิกฟื้นเศรษฐกิจ สู้โควิด-19 รัฐบาลและทุกภาคส่วนได้เตรียม Road map เพื่อให้ประชาชนมั่นใจและร่วมเดินไปด้วยกันตามแผนงาน ดังนี้
50,"           ศูนย์ควบคุมและป้องกันโรคแห่งชาติของสหรัฐฯ หรือซีดีซี รายงานพบประชากรอายุน้อย จำนวน 1,226 คน มีอาการกล้ามเนื้อหัวใจอักเสบ และเยื้อหุ้มหัวใจอักเสบ หลังเข้ารับการฉีดวัคซีนโควิด-19 ชนิดเอ็มอาร์เอ็นเอ ของไฟเซอร์-ไบโอเอ็นเทค และโมเดอร์นา โดยส่วนใหญ่มีอาการไม่รุนแรง อาทิ เหนื่อยง่าย เจ็บหน้าอก และหัวใจเต็นผิดจังหวะ ซึ่งอาการดังกล่าว จะหายไปเอง ภายใน 1 วัน และมักเกิดขึ้นกับผู้ที่ฉีดวัคซีนเข็มที่สอง มากกว่าผู้ที่ฉีดวัคซีนเข็มแรก"
51,            ความคืบหน้ากรณีการขึ้นทะเบียนวัคซีนโควิด -19 ในประเทศไทย นายแพทย์ไพศาล ดั่นคุ้ม เลขาธิการคณะกรรมการอาหาร และยา เปิดเผยว่า สำนักงาน คณะกรรมการอาหารและยา (อย.) ได้อนุมัติขึ้นทะเบียนวัคซีนโคเมอร์ เนตี (COMIRNATY VACCINE) ซึ่งเป็นวัคซีนของบริษัท ไฟเซอร์ จำกัด นำเข้าโดย บริษัท ไฟเซอร์ ประเทศไทย จำกัด โดยเป็นวัคซีนโควิด-19 รายการที่ 6 ของไทย เป็นที่เรียบร้อยแล้ว หลังจาก อย. ได้อนุมัติ วัคซีนโควิด-19 วัคซีนของไฟเซอร์ ตัวนี้ เป็นวัคซีนชนิด mRNA ที่คิดค้นและพัฒนาโดยบริษัท ไฟเซอร์ ร่วมกับบริษัท ไบโอเอ็นเท็ค (BioNTech) ประเทศเยอรมนี 
52,สิงคโปร์เตรียมขยายโครงการฉีดวัคซีนโควิด-19 ให้ประชาชนอายุตั้งแต่ 12 ปีขึ้น โดยจะเริ่มในต้นเดือนหน้า โดยรัฐบาลสิงคโปร์ประกาศว่า ผู้มีถิ่นพำนักถาวรและผู้มีใบอนุญาตทำงานระยะยาวบางส่วน สามารถจองนัดหมายเพื่อฉีดวัคซีนได้ในวันที่ 2 กรกฎาคมนี้
53,พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงกลาโหม  กล่าวว่า จะเร่งฉีดวัคซีนให้กลุ่มผู้สูงอายุและ 7 กลุ่มโรคเสี่ยง ที่ลงทะเบียนไว้ทั้งหมด โดยตั้งเป้าจะฉีดให้ครบทั้งหมดภายในเดือน ก.ค.-ส.ค.นี้ เพราะคนเสียชีวิตส่วนใหญ่ในขณะนี้มีอายุ 60 ปีขึ้นไป จึงต้องลดการเสียชีวิตตรงส่วนนี้ให้ได้ หลังจากนั้นจะทยอยฉีดไปยังกลุ่มเป้าหมายต่างๆ 
54,
55,นางสาวไตรศุลี ไตรสรณกุล รองโฆษกประจำสำนักนายกรัฐมนตรี เปิดเผยผ่าน ไทยคู่ฟ้า PODCAST รัฐบาลเล่าเรื่องถึง การเปิดประเทศภายใน 120 วัน โดยยืนยันรัฐบาลมีหลักการจะทยอยเปิดประเทศในพื้นที่ที่มีความพร้อม ไม่ใช่การนับถอยหลังเปิดทุกพื้นที่พร้อมกัน โดยในเฟสแรกจะเปิดที่จังหวัดภูเก็ต /เกาะสมุย เกาะเต่า และเกาะพะงัน จังหวัดสุราษฎ์ธานี
56,นายธานี แสงรัตน์ อธิบดีกรมสารนิเทศและโฆษกกระทรวงการต่างประเทศ กล่าวถึงกรณีมีการเผยแพร่ข่าวว่า ประเทศฝรั่งเศส ไม่อนุญาตให้บุคคลที่ฉีดวัคซีนของจีนเดินทางเข้าประเทศ โดยระบุว่า กรณีดังกล่าว เป็นการนำเสนอข่าวที่บิดเบือน พร้อมชี้แจงว่า ฝรั่งเศสไม่ได้ห้ามบุคคลที่ฉีดวัคซีนของจีนเดินทางเข้าประเทศ แต่ต้องปฏิบัติตามเงื่อนไขคือ มีเหตุจำเป็นต้องเดินทางตามเงื่อนไขที่กำหนด เช่น เป็นนักศึกษาที่สมัครเรียนภาษาฝรั่งเศส ในฐานะภาษาต่างประเทศ (FLE) ก่อนลงทะเบียนเรียนในระดับอุดมศึกษา หรือที่ได้รับเลือกให้สอบสัมภาษณ์เข้าสถาบันอุดมศึกษาฝรั่งเศส หรือที่ได้ลงทะเบียนเรียนในปี การศึกษา ค.ศ.2021 – 2022 เป็นผู้ที่ทำงานในกิจการขนส่ง /เป็นชาวต่างชาติที่ปฏิบัติงานในคณะทูต รวมถึงคู่สมรส และบุตร หรือเป็นผู้เดินทางที่รอเดินทางต่อไปยังประเทศอื่น (transit) โดยอยู่ในพื้นที่ระหว่างประเทศของท่าอากาศยานน้อยกว่า 24 ชั่วโมง นอกจากนี้ ยังต้องตรวจเชื้อโควิด-19 ด้วยวิธี RT—PCR เป็นเวลา 72 ชั่วโมงก่อนเดินทางและต้องได้รับการตรวจเชื้ออีกเมื่อเดินทางถึงฝรั่งเศส
57,"    เวียดนามรายงานพบผู้ติดเชื้อโควิด-19 รายใหม่ 738 คน เมื่อวานนี้ ซึ่งเป็นตัวเลขผู้ติดเชื้อรายวันสูงสุดนับตั้งแต่เกิดการระบาดในประเทศ และส่วนใหญ่เป็นการติดเชื้อในชุมชน ทำให้                เวลานี้เวียดนามมียอดผู้ติดเชื้อสะสมแล้วกว่า 15,000 คน"
58,"        นายศุภพงษ์ เชาวน์แล่น ประชาสัมพันธ์จังหวัดสุราษฎร์ธานี กล่าวว่า พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี ประกาศเป้าหมายเตรียมเปิดประเทศใน 120 วัน หวังพลิกฟื้นเศรษฐกิจสู้โควิด-19 รัฐบาลและทุกภาคส่วนได้เตรียม Road map เพื่อให้ประชาชนมั่นใจและร่วมเดินไปด้วยกันตามแผนงาน คือ เดินหน้าตามแผนฉีดวัคซีนโดยเฉลี่ยเดือนละ 10 ล้านโดส ประมาณต้นเดือนตุลาคมจะมีประชาชนได้ฉีดวัคซีนเข็มแรกแล้ว จำนวน 50 ล้านคน และเดินหน้าเจรจากับผู้ผลิตวัคซีนรายใหม่ๆ ซึ่งปัจจุบันมีวัคซีนจำนวน 6 บริษัท ได้แก่ ไฟเซอร์, จอห์นสัน แอนด์ จอห์นสัน, โมเดิร์นน่า, แอสตรา เซเนกา, ซิโนแวค และซิโนฟาร์ม พร้อมลงนามในสัญญาจองหรือสัญญาซื้อแล้ว 105.5 ล้านโดส จะทยอยส่งมอบเข้ามาภายในปีนี้ รวมถึงการจัดหาวัคซีนเพิ่มเติมสำหรับปีหน้าจะทยอยส่งมอบเข้ามาภายในปีนี้ แบ่งเป็นแอสตร้าเซนเนก้า 61 ล้านโดส ซิโนแวค 19.5 ล้านโดส ไฟเซอร์ 20 ล้านโดส และจอห์นสันแอนด์จอห์นสัน 5 ล้านโดส รวมถึงจัดหาวัคซีนเพิ่มเติมอีก 50 ล้านโดส รวมเป็น 150 ล้านโดส ภายในปี 2565 และมีฐานการผลิตวัคซีนในประเทศเพื่อการเข้าถึงวัคซีนอย่างยั่งยืน ขณะที่นักท่องเที่ยวที่ฉีดวัคซีนครบโดสแล้ว สามารถเดินทางเข้าไทยได้โดยไม่ต้องกักตัว โดยเริ่มต้นที่ จ.ภูเก็ต จากนั้นทยอยทดลองดำเนินการในพื้นที่อื่นต่อไป"
59,
60,
61,           อินเดียอนุมัติให้ใช้วัคซีนโควิด-19 ของบริษัทโมเดอร์นา เพื่อใช้ในกรณีฉุกเฉินแล้ววานนี้ ขณะที่เร่งผลักดันการฉีดวัคซีนให้ประชาชน เพื่อพยายามให้บรรลุการสร้างภูมิคุ้มกันหมู่
62,"นางสาวรัชดา ธนาดิเรก รองโฆษกประจำสำนักนายกรัฐมนตรี เปิดเผยว่า นายกรัฐมนตรีติดตามและแสดงความชื่นชมความก้าวหน้าผลงานวิจัยวัคซีนโควิด-19 โดยทีมแพทย์และนักวิจัยไทย ถือเป็นอีกความหวังของประเทศในการควบคุมการแพร่ระบาดของโรคฯ ซึ่งนายกรัฐมนตรีให้ความสำคัญในการส่งเสริมการวิจัยและพัฒนาวัคซีนภายในประเทศ 2 แนวทางสำคัญ คือ ให้การสนับสนุนสถาบันวัคซีนแห่งชาติ คณะแพทย์ในมหาวิทยาลัย และองค์กรชั้นนำ ในการวิจัยและพัฒนาวัคซีนในรูปแบบต่างๆ และ รับการถ่ายทอดกระบวนการผลิตวัคซีนจากต่างประเทศโดยบริษัทสยาม ไบโอไซเอนซ์ (Siam Bioscience Co,.Ltd. )ของประเทศไทย เพื่อเป็นการวางรากฐานในไทยพึ่งพาตนเองด้านวัคซีน ลดงบประมาณการจัดซื้อและสามารถส่งออกเชิงพาณิชย์ได้ในอนาคตอีกด้วย"
63,"           สื่ออิสราเอล รายงานว่า กระทรวงสาธารณสุขอิสราเอล เตรียมทำลายวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค อย่างน้อย 800,000 โดส ที่จะหมดอายุ ในช่วงปลายเดือนกรกฎาคมนี้ หากไม่สามารถหาผู้ซื้อได้ในอีก 2 สัปดาห์ข้างหน้า "
