,news_text
48,วันนี้ (11 ม.ค.65) ที่ศูนย์การค้าแจ่มฟ้า ช้อปปิ้งมอลล์ จังหวัดลำพูน ประชาชนชาวจังหวัดลำพูนให้ความสนใจเดินทางมารับบริการฉีดวัคซีนโควิด-19 โดยมีนายเนตร พงษ์ตุ้ย สาธารณสุขอำเภอเมืองลำพูน พร้อมด้วยนายแพทย์เจตน์ วังแจ่ม นายแพทย์ชำนาญการสำนักงานสาธารณสุขจังหวัดลำพูน เจ้าหน้าที่สำนักงานสาธารณสุขจังหวัดลำพูน เจ้าหน้าที่โรงพยาบาลลำพูน เจ้าหน้าที่โรงพยาบาลส่งเสริมสุขภาพตำบลในเมืองลำพูน และทีมกู้ชีพเทศบาลตำบลเวียงยอง ร่วมกันออกให้บริการฉีดวัคซีนโควิด-19 เพื่อเป็นการป้องกันการเกิดการติดเชื้อที่มีอาการรุนแรงรวมถึงการป้องกันการแพร่ระบาดของเชื้อไวรัสโควิด-19 ในพื้นที่จังหวัดลำพูน โดยมีประชาชนให้ความสนใจในการเข้ารับบริการฉีดวัคซีนกันอย่างต่อเนื่อง
49,นายแพทย์สาธารณสุขจังหวัดกาญจนบุรี เปิดศูนย์ให้บริการฉีดวัคซีนให้ประชาชนเข้าถึงวัคซีนได้อย่างทั่วถึงเพื่อเพิ่มภูมิคุ้มกันให้ตัวเอง หยุดความรุนแรงและการสูญเสียด้วยการฉีดวัคซีน 
50,ศูนย์บริการฉีดวัคซีน ร้านของฝากศรีฟ้าท่าม่วง เป็นอีกจุดบริการที่สำนักงานสาธารณสุขจังหวัดกาญจนบุรี เปิดให้ประชาชนฉีดวัคซีนโควิด-19 โดยไม่ต้องลงทะเบียนล่วงหน้า
51, วันนี้ (11 ม.ค. 65) เวลา 09.00 น. ที่หอประชุมเฉลิมพระเกียรติ 80 พรรษา มหาวิทยาลัยราชภัฎมหาสารคาม พระเทพสิทธาจารย์ เจ้าคณะจังหวัดมหาสารคาม และเจ้าอาวาสวัดมหาชัย (พระอารามหลวง) พร้อมคณะสงฆ์ จำนวน 20 รูป ได้เดินทางมารับการฉีดวัคซีนป้องกันโควิด-19 เข็มที่ 3 โดยมีนายเกียรติศักดิ์ ตรงศิริ ผู้ว่าราชการจังหวัดมหาสารคาม พร้อมด้วยผู้อำนวยการโรงพยาบาลมหาสารคาม ผู้อำนวยการสำนักงานพระพุทธศาสนา ได้เดินทางมาให้กำลังใจอย่างใกล้ชิด
52,วันนี้ (11 ม.ค.65) เวลา 09.00 น. ที่อาคารกรมสมเด็จพระเทพรัตนราชสุดา โรงพยาบาลแม่สอด อำเภอแม่สอด จังหวัดตาก นายสมชัย กิจเจริญรุ่งโรจน์ ผู้ว่าราชการจังหวัดตาก ลงพื้นที่ตรวจเยี่ยมการให้บริการฉีดวัคซีนป้องกันโควิด-19 และให้กำลังใจบุคลากรทางการแพทย์ของโรงพยาบาลแม่สอด โดยมี นายแพทย์ ธวัชชัย เศรษฐศุภพนา ผู้อำนวยการโรงพยาบาลแม่สอด นายสมชาย ไตรทิพย์ชาติสกุล นายอำเภอแม่สอด และผู้เกี่ยวข้องให้การต้อนรับ
53, วันนี้ (11 ม.ค.65) นายวัฒนา พุฒิชาติ ผู้ว่าราชการจังหวัดศรีสะเกษ พร้อมด้วยรองผู้ว่าราชการจังหวัด หัวหน้าส่วนราชการ และเจ้าหน้าที่ผู้ปฏิบัติงานด่านหน้า เข้ารับการฉีดวัคซีนบูสเตอร์เข็มที่ 4 รับสถานการณ์การแพร่ระบาดของเชื้อโควิด-19 สายพันธุ์โอมิครอน เพราะถือเป็นกลุ่มเสี่ยงที่ต้องเร่งสร้างภูมิคุ้มกันหมู่ให้เร็วที่สุด โดยเฉพาะวัคซีนทางเลือกทั้งไฟเซอร์และโมเดอร์นา
54,โรงเรียน 11 แห่ง ขอมติเปิดเรียนแบบ Onsite ต่อคณะกรรมการโรคติดต่อจังหวัดนครศรีธรรมราช 
55,           ผู้บริหารระดับสูงของบริษัทไฟเซอร์ กล่าวว่า วัคซีนไฟเซอร์ที่สามารถต้านเชื้อโควิด-19 กลายพันธุ์โอมิครอนได้ จะพร้อมใช้ในเดือนมีนาคมนี้
56,ยะลา ประชาชนแห่ฉีดวัคซีนเข็ม 3  ป้องกันโควิดโอมิครอน ล่าสุด เข็มแรก ฉีดแล้ว 64% กระตุ้นเข็ม 3 ร้อยละ 6.09  วันนี้ (12 ม.ค. 65) ที่ ศูนย์บริการสาธารณสุข 3 ธนวิถี ซึ่งได้เปิดบริการฉีดวัคซีนโควิด-19 ในทุกวันพุธ พบว่ามีประชาชนชาวยะลา ในพื้นที่ชุมชนธนวิถี และพื้นที่ใกล้เคียง ทั้งผู้ใหญ่ เด็ก อายุเกิน 12 ปี ผู้สูงอายุ ที่มีลูกหลานพาไป ฉีดวัคซีนกันจำนวนมาก จนล้นศูนย์ ต้องยืนคอยคิวออกมาถึงหน้าประตู 
57,วันนี้ (12 ม.ค.64) ณ หอประชุมปางสีดา ศูนย์ราชการจังหวัดสระแก้ว นายธีระชัย ลิ้มประสิทธิศักดิ์ รองผู้ว่าราชการจังหวัดสระแก้ว นายวัลลภ ประวัติวงศ์ ปลัดจังหวัดสระแก้ว ตรวจเยี่ยมการฉีดวัคซีนให้กับข้าราชการและเจ้าหน้าที่ผู้ปฏิบัติหน้าที่ภายในศูนย์ราชการจังหวัดสระแก้ว เพื่อเป็นการยกระดับมาตรการป้องกันและควบคุมการแพร่ระบาดของโรคโควิด-19 ให้เป็นไปอย่างมีประสิทธิภาพ พร้อมทั้งสร้างความมั่นใจให้แก่ผู้มาติดต่อราชการ โดยการให้บริการในวันนี้ทางสำนักงานสาธารณสุขจังหวัดสระแก้ว โรงพยาบาลสมเด็จพระยุพราชสระแก้ว ได้ตั้งหน่วยบริการฉีดวัคซีน AstraZeneca หรือ Pfizer เข็มกระตุ้น สำหรับผู้มี่เคยฉีดเข็มที่ 2 หรือเข็มที่ 3 มาแล้วมากกว่า 3 เดือน โดยเวลา 08.30 - 10.00 น. ฉีดวัคซีนให้แก่กลุ่มองค์กร หน่วยงาน บุคลากรผู้ปฏิบัติงานด่านหน้าของ จังหวัดสระแก้ว และหลังจากนั้นเป็นการให้บริการฉีดวัคซีนผู้ที่เคยติดเชื้อ COVID-19 มาแล้วมากกว่า 1 เดือน และประชาชนทั่วไป พร้อมทั้งในวันที่ 13-14 มกราคม 2565 ยังมีการให้บริการตรวจ ATK เพื่อค้นหาเชื้อโควิด-19 ให้แก่ประชาชน ข้าราชการ และกลุ่มเสี่ยงดังกล่าวด้วย
58,สำนักข่าวต่างประเทศ รายงานว่า รัฐบาลอินโดนีเซีย เริ่มดำเนินโครงการฉีดวัคซีนโควิด-19 เข็มกระตุ้น ให้ประชาชนทั่วไป แล้วในวันนี้ เพื่อรับมือการระบาดของเชื้อโควิด-19 กลายพันธุ์โอมิครอน โดยประชากรกลุ่มเสี่ยงที่มีอายุ 18 ปี ขึ้นไป ผู้สูงอายุ และผู้ที่มีภูมิคุ้มกันบกพร่อง ที่ได้รับวัคซีนครบโดสแล้ว อย่างน้อย 6 เดือน จะเป็นลำดับแรก ที่ได้รับวัคซีนเข็มกระตุ้น
59,"สำหรับการฉีดวัคซีนกลุ่มเด็กอายุ 5-11 ปี อยู่ในระบบการศึกษาของ ศธ. 5,200,000 ล้านคน โดยได้มอบหมายให้ศึกษาธิการจังหวัด (ศธจ.) ประสานกับผู้อำนวยการเขตพื้นที่การศึกษา ในการสำรวจกลุ่มเด็กจำนวนดังกล่าว ซึ่งข้อมูลล่าสุดมี 33 จังหวัดที่ผู้ปกครองยินยอมให้บุตรหลานฉีดวัคซีน ประมาณร้อยละ 71 หรือประมาณ 3 ล้านคน ส่วนที่เหลือยังไม่ให้ความยินยอมในการฉีดวัคซีน"
60,"วันนี้ (12 มกราคม 2565) เวลา 09.30 น. นายอดิศร เกิดโต นายอำเภอเนินขาม ลงพื้นที่ตรวจเยี่ยมการให้บริการฉีดวัคซีนป้องกันโรคติดเชื้อไวรัสโคโรนา 2019 เข็มที่ 2 Pfizer ณ หน่วยฉีดวัคซีนโรงพยาบาลเนินขาม โดยมีกลุ่มเป้าหมายมารับบริการ จำนวน 216 คน พร้อมทั้งได้ให้กำลังใจบุคลากรทางการแพทย์ เจ้าหน้าที่สาธารณสุขจากโรงพยาบาลเนินขาม, รพ.สต.ในสังกัดฯ สำนักงานสาธารณสุขอำเภอเนินขาม ที่มาให้บริการประชาชน รวมทั้ง ให้กำลังใจพี่น้องประชาชนที่มารับบริการฉีดวัคซีน "
61,วันที่ 12 มกราคม 2565 เวลา 10.00 น. ณ ศูนย์ประชุมพุทธอุทยานอำนาจเจริญ ตำบลโนนหนามแท่ง อำเภอเมือง จังหวัดอำนาจเจริญ นางรัชชุมา บุตรโพธิ์ ประธานแม่บ้านมหาดไทยจังหวัดอำนาจเจริญ มอบหมายให้ สมาชิกชมรมแม่บ้านมหาดไทยจังหวัดอำนาจเจริญ ออกตรวจเยี่ยมให้กำลังใจ พร้อมมอบเงินสนับสนุนและน้ำดื่ม จำนวน 72 แพ็ค เพื่อเป็นกำลังใจให้แก่บุคลากรทางการแพทย์และประชาชนผู้เข้ารับการฉีดวัคซีนป้องกัน Covid-19 โดยมี ผู้แทนของโรงพยาบาลอำนาจเจริญ เป็นผู้รับมอบ 
62,วันนี้ (12 มกราคม 2565) เวลา 14.00น.ที่ห้องประชุมบุษราคัม สำนักงานสาธารณสุขจังหวัดมหาสารคาม นายเกียรติศักดิ์ ตรงศิริ ผู้ว่าราชการจังหวัดมหาสารคาม เป็นประธานประชุมคณะกรรมการโรคติดต่อจังหวัดมหาสารคาม ครั้งที่ 2/2565 เพื่อเป็นการติดตามการดำเนินงานควบคุมป้องกันโรค COVID-19 โดยข้อมูล ระลอกมกราคม ณ วันที่ 12 มกราคม 2565 ในพื้นที่ จังหวัดมหาสารคาม มีรายงานพบผู้ป่วยใหม่ จำนวน 63 ราย (ผู้ป่วยมาจากพื้นที่เสี่ยงอยู่ระหว่างกักตัว จำนวน 2 ราย ป่วยจากการสัมผัสผู้ป่วยยืนยัน และตรวจเฝ้าระวังอื่น ๆ จำนวน 61 ราย)
63,
64,    ท่ามกลางวิกฤตการแพร่ระบาดเชื้อโควิด-19 กลายพันธุ์ สายพันธุ์โอมิครอน ที่ทำให้จำนวนผู้ติดเชื้อโควิด-19 เพิ่มขึ้นอย่างรวดเร็วในหลายประเทศทั่วโลก ทำให้บางประเทศตัดสินใจดำเนินโครงการฉีดวัคซีนโควิด-19 เข็มที่ 4 ให้ประชาชน เพื่อรับมือแพร่การระบาด ระลอกใหม่ 
65,"กระทรวงสาธารณสุขเกาหลีใต้ เปิดเผยว่า แพ็กซ์โลวิด ยาต้านเชื้อโควิด-19 ชนิดรับประทานของไฟเซอร์ บริษัทเวชภัณฑ์รายใหญ่ของสหรัฐฯ อย่างน้อย 21,000 เม็ด จะจัดส่งถึงเกาหลีใต้ ในวันพฤหัสบดีนี้ และจะเริ่มนำมาใช้รักษาผู้ติดเชื้อโควิด-19 ที่มีอายุ 65 ปี ขึ้นไป หรือผู้ที่มีภูมิคุ้มกันบกพร่อง ประมาณ 1,000 คน ต่อวัน ตั้งแต่วันศุกร์นี้ เป็นต้นไป "
66,วันนี้ (13 ม.ค 65) หน่วยบริการวัคซีนเชิงรุกโรงพยาบาลยะลา  และ เทศบาลนครยะลา ได้เคลื่อนที่ไปเปิดจุดบริการฉีดวัคซีนเข็มที่ 3 ซึ่งเป็นเข็มกระตุ้นให้กับประชาชนชาวตลาดเก่า ที่บริเวณ 5 แยก ท้ายซอยสิโรรส 10 โดยมีเจ้าหน้าที่จาก รพ.ยะลา เทศบาล อสม. คอยดูแลอำนวยความสะดวกผู้เข้ารับบริการซึ่งได้ Walk in เข้ามารับวัคซีน ทั้งไฟเซอร์แอสตร้าฯ เพื่อป้องกันโควิดโอมิครอนที่กำลังแพร่ระบาดในหลายจังหวัดทั่วประเทศ
67,"    กระทรวงสาธารณสุขเกาหลีใต้ เปิดเผยว่า “แพ็กซ์โลวิด” ยาต้านเชื้อโควิด-19 ชนิดรับประทานของไฟเซอร์ บริษัทเวชภัณฑ์รายใหญ่ของสหรัฐฯ อย่างน้อย 21,000 เม็ด จะจัดส่งถึงเกาหลีใต้ ในวันพฤหัสบดีนี้ และจะเริ่มนำมาใช้รักษาผู้ป่วยโรคโควิด-19 ที่มีอายุ 65 ปี ขึ้นไป หรือผู้ที่มีภูมิคุ้มกันบกพร่อง ประมาณ 1,000 คน ต่อวัน ตั้งแต่วันศุกร์นี้ เป็นต้นไป "
68,วันนี้ (13 ม.ค.65) ที่ศูนย์กีฬากำธนฯ กฟผ.จังหวัดนนทบุรีได้เร่งฉีดวัคซีนโควิด-19 ให้กับประชาชนในพื้นที่ที่ได้รับวัคซีนครบ 2 เข็มก่อนวันที่ 1 พ.ย.64 เป็นการฉีดวัคซีนบูสเตอร์เข็ม 3 ในสถานพยาบาลต่างๆ โดยได้ดำเนินการป้องกันการแพร่ระบาดของโควิด-19 อย่างต่อเนื่อง ด้วยการลงพื้นที่ประชาสัมพันธ์ให้ประชาชนที่ยังไม่ได้รับวัคซีนป้องกันโควิด-19 เข้ารับวัคซีนให้ครบทุกคน ขณะเดียวกันได้เร่งฉีดวัคซีนป้องกันโควิด-19 ให้ประชาชนในพื้นที่จังหวัดนนทบุรีทุกวัน ในส่วนผู้ที่เคยติดเชื้อโควิด-19 และต้องการรับวัคซีนเข็มกระตุ้น สามารถใช้แอสตร้าเซนเนก้าเป็นเข็มกระตุ้นได้ ในผู้ที่รับวัคซีนไม่ครบเกณฑ์ หรือครบเกณฑ์น้อยกว่า 2 สัปดาห์ก่อนการติดเชื้อ โดยบริหารจัดการภายใต้วัคซีนโควิด-19 
69, วันนี้ (13 มกราคม 2565) ที่หอประชุมเฉลิมพระเกียรติ 80 พรรษา อำเภอเมือง จังหวัดศรีสะเกษ โรงพยาบาลจังหวัดศรีสะเกษ ได้จัดเจ้าหน้าที่บุคลากรทางการแพทย์ มาเปิดให้บริการตรวจสอบคุณสมบัติ จัดคิว ตรวจสอบประวัติการฉีดวัคซีน สำหรับประชาชนที่มาเข้าคิวเพื่อขอเข้ารับการฉีดวัคซีน ตามที่จังหวัดศรีสะเกษ ได้ประกาศเชิญชวนพี่น้องประชาชน ที่ประสงค์จะรับการฉีดวัคซีน ไม่ว่าจะเป็นการฉีดเข็มไหน เข็มที่เท่าไหร่ ก็สามารถมาบูสวัคซีนได้ นับตั้งแต่เข็มที่ 1 หรือเข็มที่ 2 เข็ม 3 และเข็มที่ 4 และที่สำคัญสามารถเลือกได้ด้วยว่าต้องการฉีดวัคซีนยี่ห้ออะไร ไม่ว่าจะเป็นแอสตร้าเซเนก้า หรือโมเดอร์น่า และไฟเซอร์ ทำให้มีพี่น้องประชาชนที่ทราบข่าว ได้เดินทางมาเข้าคิว ยื่นบัตรประชาชนกันตลอดนับตั้งแต่จังหวัดศรีสะเกษ เปิดบริการฉีดมาตั้งแต่วันที่ 10 มกราคม 2565 และที่สำคัญจะเปิดไปเรื่อย ๆ ยังไม่มีกำหนดปิดให้บริการด้วย
70,"วันนี้ (13 ม.ค.65)  นายณรงค์ เทพเสนา ปลัดจังหวัดตราด เดินทางไปยังบริเวณ ลานอเนกประสงค์ องค์การบริหารส่วนจังหวัดตราด เพื่อสังเกตการณ์ การให้บริการฉีดวัคซีไฟเซอร์เข็มที่ 2 และเข็มที่ 3 จำนวนทั้งสิ้น 2,000 โดส โดยได้เดินเยี่ยมเยียนสอบถามให้กำลังใจประชาชนที่มาเข้ารับบริการ และบุคลากรทางการแพทย์"
71,นางป่านฤดี มโนมัยพิบูลย์ ผู้อำนวยการสำนักอนามัยกรุงเทพมหานคร เปิดเผยว่า  กรุงเทพมหานครได้เตรียมความพร้อมการฉีดวัคซีน โควิด-19 ให้กับเด็กอายุ 5- 12 ปี โดยเบื้องต้นจะได้รับวัคซีนไฟเซอร์ สูตรเฉพาะสำหรับเด็กและวัคซีนซิโนแว็กซ์ ที่เป็นวัคซีนเชื้อตาย กรณีเด็กและผู้ปกครองที่ไม่ประสงค์ฉีดวัคซีนไฟเซอร์ จากกระทรวงสาธารณสุขภายในสิ้นเดือนมกราคมนี้ ส่วนการเตรียมความพร้อมของโรงเรียนได้มีการจับคู่กับโรงพยาบาลเพื่อดูแลการฉีดวัคซีน รวมถึงได้มีการสำรวจความประสงค์ในการฉีดวัคซีนให้กับเด็กของผู้ปกครอง ซึ่งเมื่อวัคซีนมาถึงกรุงเทพมหานครพร้อมดำเนินการทันที
72,  อัลเบิร์ต เบอร์ลา ซีอีโอของไฟเซอร์ (Pfizer) เปิดเผยกับสถานีข่าว CNBC ว่า วัคซีนป้องกันโรคโควิด สำหรับใช้รับมือกับเชื้อสายพันธุ์ Omicron จะพร้อมใช้ในเดือน มี.ค. นี้ ทางบริษัทได้เริ่มทำการผลิตแล้ว แม้จะยังไม่มีความชัดเจนว่าวัคซีนสำหรับจัดการเชื้อ Omicron เป็นสิ่งที่จำเป็นหรือไม่ แต่ทาง Pfizer ตัดสินใจว่าจะเตรียมวัคซีนตัวใหม่ไว้ให้พร้อม หลังจากที่บางประเทศเริ่มแสดงออกว่าต้องการวัคซีนโดยเร็วที่สุดเท่าที่จะเป็นไปได้
73,โรงเรียนเอกชน สตรีอิสลามวิทยามูลนิธิยะลา เดินหน้าปูพรมนำนักเรียนเข้ารับการฉีดวัคซีน สร้างภูมิป้องกันโควิด-19 เตรียมพร้อมก่อนเปิดเรียน สร้างความเชื่อมั่นให้ผู้ปกครอง  หลัง นักเรียนฉีดวัคซีนยังไม่ครบจำนวนตามเกณฑ์ที่กำหนด จะเปิดทำการเรียนการสอนได้ 
74,ดร.อัมพร พินะสา เลขาธิการคณะกรรมการการศึกษาขั้นพื้นฐาน กล่าวระหว่างการลงพื้นที่ ณ โรงเรียนบ้านแม่โกนเกน ตำบลมหาวัน อำเภอ
75,
76,ที่บริเวณอุทยานมังกรสวรรค์ ศาลเจ้าพ่อหลักเมืองสุพรรณบุรี อำเภอเมืองสุพรรณบุรี ประชาชนชาวจังหวัดสุพรรณบุรี ต่างตื่นตัวเข้ารับการฉีดวัคซีนโควิด-19 ทั้งเข็มที่ 1 เข็มที่ 2 และ 3 เป็นจำนวนมาก ทั้งกลุ่มประชาชนทั่วไปอายุ 18 ปีขึ้นไป กลุ่มผู้มีอายุ 60 ปีขึ้นไป และกลุ่มผู้ป่วย 7 โรคเรื้อรัง เพื่อสร้างภูมิคุ้มกัน เตรียมพร้อมรับมือกับโอมิครอน ซึ่งทางโรงพยาบาลเจ้าพระยายมราชได้ขอใช้สถานที่ของอุทยานมังกรสวรรค์ ศาลเจ้าพ่อหลักเมืองสุพรรณบุรีเป็นสถานที่ให้บริการฉีดวัคซีนกับประชาชน พร้อมจัดสรรวัคซีนไว้รองรับประชาชนทั้ง 3 ชนิดด้วยกัน ได้แก่ แอสตร้าเซนเนก้า ไฟเซอร์ และโมเดอร์น่า โดยสามารถ walk-in ได้เลย โดยไม่ต้องลงทะเบียนสำหรับวัคซีนแอสตร้าเซนเนก้า 
77,"นายแพทย์ตุลกานต์ มักคุ้น นายแพทย์ชำนาญการพิเศษ โรงพยาบาลตรัง ในฐานะโฆษก ศบค.จังหวัดตรัง เปิดเผยว่า จังหวัดตรัง ขอเชิญชวนประชาชนลงทะเบียนรับวัคซีนเข็ม 1,2 หรือ Booster เข็ม 3 ในวันที่ 18 และ 26 มกราคม 2565 ณ หอประชุม มหาวิทยาลัยสงขลานครินทร์ วิทยาเขตตรัง ตั้งแต่เวลา 07.45 - 16.30 น. โดยโรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง มีกลุ่มเป้าหมายผู้รับวัคซีน ดังนี้"
78,"นายแพทย์ตุลกานต์ มักคุ้น นายแพทย์ชำนาญการพิเศษ โรงพยาบาลตรัง ในฐานะโฆษก ศบค.จังหวัดตรัง เปิดเผยว่า จังหวัดตรัง ขอเชิญชวนประชาชนลงทะเบียนรับวัคซีนเข็ม 1,2 หรือ Booster เข็ม 3 ในวันที่18 และ 26 มกราคม 2565 ณ หอประชุม มหาวิทยาลัยสงขลานครินทร์ วิทยาเขตตรัง ตั้งแต่เวลา 07.45 - 16.30 น. โดยโรงพยาบาลโรคผิดหนังเขตร้อนภาคใต้ จังหวัดตรัง โดยมีกลุ่มเป้าหมายผู้รับวัคซีน ดังนี้"
79,นายแพทย์บัณฑิต ทองดี ผู้อำนวยการโรงพยาบาลแม่สะเรียง เปิดเผยว่า ขณะนี้ศูนย์ฉีดวัคซีน โรงพยาบาลแม่สะเรียง อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน (ตรงข้ามตึกรพ.) ได้เปิดให้บริการฉีดวัคซีนโควิด-19 เข็มที่ 3 หรือเข็มกระตุ้นรวมถึงเข็มแรกให้แก่ประชาชน โดยสามารถเลือกได้ตามความต้องการ ทั้งไฟเซอร์ หรือแอสตร้าเซนเนก้า ตั้งแต่วันที่ 17 มกราคม 2565 เป็นต้นไป เปิดให้บริการในวันจันทร์ พุธ ศุกร์ เวลา 08.00-15.30 น. (เว้นวันหยุดนักขัตฤกษ์) เพื่อช่วยให้ประชาชนมีภูมิคุ้มกันกลับมาสูงขึ้น ป้องกันการติดเชื้อและช่วยลดอาการรุนแรงลง
80,จ.ยะลา ยังคงเดินหน้าเชิงรุก ฉีดวัคซีนโควิด-19 ให้กับประชาชน ในพื้นที่ตลาดเก่าเขตเทศบาลนครยะลา ซึ่งวันนี้ 17 ม.ค 65 ทางเจ้าหน้าที่ โรงพยาบาลยะลา เทศบาลนครยะลา และ อสม. ได้เคลื่อนที่ไปตั้งจุดบริการฉีดวัคซีน ที่บริเวณตลาดมะพร้าว  ซึ่งมีประชาชนทั้งผู้ใหญ่ ผู้สูงอายุ เด็กอายุ 12 ปีขึ้นไป ทยอยเดินทางออกมาเข้าคิวฉีดวัคซีนกันอย่างต่อเนื่อง พร้อมกับนำบัตรประจำตัวประชาชนหลักฐานการฉีดวัคซีน มาให้เจ้าหน้าที่ตรวจสอบ ประเมินการรับวัคซีน และตรวจสุขภาพ   โดยผู้ที่เข้ารับการฉีดวัคซีน สามารถ แจ้งความประสงค์ที่จะเลือกรับวัคซีนได้ 3 ชนิด ไม่ว่าจะเป็น แอสตร้าเซเนก้า ไฟเซอร์ หรือ ชิโนฟาร์ม  ฉีดได้ทั้ง เข็ม 1 เข็ม 2 และเข็ม 3  
81,วันนี้ (17ม.ค. 65) เวลา 8.30 น.ที่ทำการชุมชนหลังวัดเมืองยะลา ชาวชุมชนหลังวัดเมืองและพื้นที่ใกล้เคียง ทยอยเดินทางเข้ารับการฉีดวัคซีนโควิด 19 เข็ม 3 คึกคัก ภายหลังจากที่โรงพยาบาลยะลาได้ร่วมกับกับทางเทศบาลนครยะลา ลงพื้นที่ให้บริการฉีดวัคซีนเชิงรุกในชุมชน เพื่อสร้างภูมิคุ้มกันจากโควิดสายพันธุ์ โอมิครอน โดยการฉีดในวันนี้ ทางโรงพยาบาลได้นำวัคซีนชนิดไฟเซอร์ แอสตร้าเซเนก้า และชิโนฟาร์ม มาให้ประชาชนเลือกตามความต้องการและให้บริการฉีดทั้งเข็มที่ 1 เข็ม 2 และเข็มกระตุ้นเข็มที่ 3 โดยเฉพาะเข็มที่ 3 ซึ่งได้รับความสนใจจากประชาชนในชุมชนเดินทางเข้ามารับบริการเป็นจำนวนมาก
82,วันที่ 17 มกราคม 2565 นายพันคำ กิตติธรกุล นายก อบต.อ่าวนาง มอบหมายนายประเสริฐ วงษ์นา รองนายก นำเจ้าหน้าที่ อบต.อ่าวนาง ร่วมอำนวยความสะดวก เร่งฉีดวัคซีนให้พี่น้องประชาชน โดยกระทรวงสาธารณสุขได้จัดสรรวัคซีนเข็ม 3 เพื่อเป็นการกระตุ้นภูมิคุ้มกันโรคโควิด-19 ให้ประชาชนที่ได้รับการฉีดวัคซีนไปแล้ว 2 เข็ม ระหว่างเดือน มี.ค.-พ.ค.2564  และที่ผ่านมา อบต.อ่าวนางได้พยายามผลักดันให้ประชาชนในเขตพื้นที่ตำบลอ่าวนาง รวมถึงในพื้นที่เกาะพีพี ได้รับวัคซีนอย่างครอบคลุม ขณะนี้ประชาชนในพื้นที่ได้รับวัคซีนครบ 2  เข็มครอบคลุมไปแล้วกว่า 90% 
83,นพ.เฉวตสรร นามวาท ผู้อำนวยการกองควบคุมโรคและภัยสุขภาพในภาวะฉุกเฉิน กรมควบคุมโรค ระบุว่า มีผู้เสียชีวิตที่ยืนยันสายพันธุ์เป็นโอมิครอน จำนวน 2 ราย รายที่ 1 เป็นหญิงไทย อายุ 86 ปี จ.สงขลา เป็นผู้ป่วยติดเตียงและอัลไซเมอร์ ได้รับวัคซีนไฟเซอร์ 2 เข็ม มีประวัติเสี่ยงคือหลานชายเดินทางกลับมาจากภูเก็ตเป็นผู้ป่วยยืนยันโควิดสายพันธุ์โอมิครอน แล้วแพร่เชื้อให้แก่คนในครอบครัว ผู้เสียชีวิตรายนี้เริ่มมีอาการไข้มีเสมหะในวันที่ 6 ม.ค.วันเดียวกับที่ทราบว่าลูกสาวติดโควิด และหลานสาว มีผลตรวจ ATK เป็นบวกจึงส่งต่อเข้ารับรักษาที่รพ.หาดใหญ่ จนเสียชีวิตเมื่อวันที่ 12 ม.ค. และได้มีการส่งตัวอย่างตรวจยืนยันสายพันธุ์พบเป็นโอมิครอน 
84,นพ.เฉวตสรร นามวาท ผู้อำนวยการกองควบคุมโรคและภัยสุขภาพในภาวะฉุกเฉิน กรมควบคุมโรค กล่าวถึงกรณีผู้เสียชีวิตที่ยืนยันสายพันธุ์เป็นโอมิครอน ในรายที่ จ.สงขลา ซึ่งเสียชีวิตทั้งที่มีประวัติได้รับวัคซีนไฟเซอร์ 2 เข็ม ว่า ในประวัติการฉีดวัคซีนผู้เสียชีวิตรายนี้ได้รับวัคซีนเข็ม 2 มา 4 เดือน ซึ่งเดิมกรณีไฟเซอร์จะให้รับเข็มกระตุ้น หรือเข็ม 3 ห่างจากเข็ม 2 นาน 6 เดือน แต่เมื่อพบกรณีนี้ก็จะยกเป็นข้อพิจารณาทางวิชาการที่อาจปรับระยะเวลาว่าเข็ม 3 จะให้กระชับสั้นเข้ามา โดยคณะวิชาการจะไปพิจารณาเพิ่มเติม เพราะจุดสำคัญของการฉีด 2 เข็มแรก หากเว้นช่วงนานไปจะมีโอกาสที่ภูมิคุ้มกันลดต่ำลงมาได้ ดังนั้นต้องดูหลายส่วนประกอบกัน ซึ่งในต่างประเทศก็มีการแนะนำระยะเวลาที่ห่างแตกต่างกันออกไป แต่จุดเน้นสำคัญที่สุดคือกลุ่มเสี่ยงต่อการป่วยหนักและเสียชีวิต คือ ผู้สูงอายุ ที่การตอบสนองของร่างกายอาจน้อยว่าวัยหนุ่มสาว ภูมิคุ้มกันจึงอาจลดลงเร็วกว่าด้วย การพิจารณาอาจจะเน้นในจุดนี้ก่อน เพราะอาจเป็นไปได้ว่าธรรมชาติของคนสูงอายุระดับภูมิคุ้มกันไม่ได้สูงอยู่แล้ว จึงมีแนวคิดจะปรับร่นระยะเวลาการรับวัคซีน ชนิด mRNA ทั้ง ไฟเซอร์ และ โมเดอร์นา จากเดิม เข็มกระตุ้น หรือ เข็ม 3 ต้องห่าง 6 เดือน อาจเหลือแค่ 3 เดือนเท่านั้น เพื่อให้ได้รับวัคซีนเร็วขึ้น เพิ่มภูมิคุ้มกันต่อเชื้อสายพันธุ์โอมิครอน 
