,news_text
40,    สำนักข่าวต่างประเทศ รายงานว่า รัฐบาลแคนาดาอนุญาตให้ชาวต่างชาติที่ฉีดวัคซีนโควิด-19 ครบโดสแล้ว สามารถเดินทางเข้าประเทศ ตั้งแต่วันอังคารที่ผ่านมา ตามเวลาท้องถิ่น โดยต้องเป็นวัคซีนที่กระทรวงสาธารณสุขแคนาดาอนุมัติ ได้แก่ วัคซีนของไฟเซอร์-ไบโอเอ็นเทค โมเดอร์นา แอสตราเซเนกา และจอห์นสัน แอนด์ จอห์นสัน รวมถึงต้องฉีดวัคซีนครบโดสแล้ว อย่างน้อย 14 วัน และมีผลการตรวจเชื้อโควิด-19 เป็นลบ ไม่เกิน 72 ชั่วโมง ก่อนออกเดินทาง 
41,ผู้ประกาศ : ในช่วงไม่กี่เดือนที่ผ่านมา มีรายงานการเริ่มโครงการฉีดวัคซีนโควิด-19 ในเด็กในหลายประเทศ แต่ที่รายงานล่าสุดเมื่อ 2 วันก่อน เป็นการฉีดวัคซีนในเด็กอายุ 2 ขวบ ในคิวบา ซึ่งนับเป็นประเทศแรกของโลก รายละเอียดจะเป็นอย่างไร ติดตามจากรายงานพิเศษ
42,
43,           ชิลีจะเริ่มฉีดวัคซีนโควิด-19ให้เด็กที่มีโรคประจำตัวอีกครั้งในสัปดาห์หน้า โดยนายพอลา ดาซา รัฐมนตรีช่วยกระทรวงสาธารณสุขชิลีเปิดเผยเมื่อวานนี้ว่า เด็กอายุ 6-11 ปี ที่มีโรคประจำตัว และวัยรุ่นอายุ 14-17 ปี สามารถเข้ารับการฉีดวัคซีนได้ที่ศูนย์ชุมชนสุขภาพครอบครัวตั้งแต่วันที่ 13-16 กันยายนนี้                    
44,"            (9 ก.ย. 64) สำนักงานประชาสัมพันธ์จังหวัดตราด รายงานว่า คณะรัฐมนตรีมีมติเห็นชอบอนุมัติกรอบวงเงิน 4,254.36 ล้านบาท สำหรับจัดหาวัคซีนซิโนแวคเพิ่มเติม จำนวน 12 ล้านโดส เพื่อสร้างเสริมภูมิคุ้มกันโรคแก่ประชาชน ใน 4 กลุ่มเป้าหมาย ดังนี้"
45,        นรข.นครพนม นำข้าวกล่องมอบบุคลากรทางการแพทย์ที่ให้บริการฉีดวัคซีนประชาชน เพิ่มกำลังใจและเวลาพัก วันที่ 9 กันยายน 2564 ที่บริเวณหอประชุมยงใจยุทธ ศาลากลางจังหวัดนครพนม ซึ่งเป็นหนึ่งในสถานที่ที่คณะกรรมการโรคติดต่อจังหวัดนครพนม จัดให้บริการฉีดวัคซีนสำหรับประชาชนกลุ่มต่าง ๆ โดยในวันนี้เป็นการให้บริการฉีดวัคซีนให้ประชาชนจังหวัดนครพนมทุกกลุ่ม ซึ่งมีทั้งผู้ที่มารับบริการเข็มแรก เข็มที่ 2 และเข็มบูธโดส รวมทั้งสิ้น 4 ชนิด คือ วัคซีนซิโนแวค (Sinovac) วัคซีนซิโนฟาร์ม (Sinopharm) วัคซีนวัคซีนแอสตร้าเซนเนก้า (AstraZeneca) และวัคซีนไฟเซอร์ (Pfizer) ดังนั้นเพื่อเป็นการอำนวยความสะดวกให้กับบุคคลากรที่ปฏิบัติหน้าที่ ให้ได้มีเวลาพักนานที่สุด ไม่ต้องเดินทางออกไปซื้ออาหารและเครื่องดื่ม ทั้งเป็นการสร้างขวัญกำลังในการปฏิบัติหน้าที่สำหรับทุกท่าน พลเรือตรี จรัสเกียรติ ไชยพันธุ์ ผู้บัญชาการหน่วยเรือรักษาความสงบเรียบร้อยตามลำแม่น้ำโขง จึงได้มอบหมายให้ นาวาเอก ณฐพัฒน์ ซื่อมงคล รองผู้บัญชาการหน่วยเรือรักษาความสงบเรียบร้อยตามลำแม่น้ำโขง เป็นผู้แทนนำกำลังพล มาส่งมอบข้าวกล่อง จำนวน 120 กล่อง น้ำผลไม้ 120 กล่อง และน้ำดื่มจำนวน 20 แพ็ค ให้กับบุคคลกรทางการแพทย์ที่ปฏิบัติหน้าที่ได้รับประทานในช่วงพัก 
46,พล.ต.อ.อัศวิน ขวัญเมือง ผู้ว่าราชการกรุงเทพมหานคร เปิดเผยว่า กรุงเทพมหานครกำลังเตรียมความพร้อมในการฉีดวัคซีนโควิด-19 เข็มแรกให้กับนักเรียนกลุ่มเสี่ยงและกลุ่มที่มีโรคเรื้อรัง อายุตั้งแต่ 12 - 18 ปี ในสังกัดกรุงเทพมหานคร ทั้ง 437 โรงเรียน โดยเข้ารับการฉีดวัคซีนไฟเซอร์กับมหาวิทยาลัยนวมินทราธิราช ในวันที่ 21 กันยายนนี้ 
47, แรงานต่างด้าว ตบเท้าเข้ารับ แอสตร้า เข็ม 2 สร้างภูมิคุ้มกันหมู่แล้ว ขณะ ชาวยะลา ร่วมใจ ฉีดวัคซีนป้องกันโควิดต่อเนื่อง
48," สำนักงานประชาสัมพันธ์จังหวัดแพร่ รายงานว่า คณะรัฐมนตรีมีมติเห็นชอบอนุมัติกรอบวงเงิน 4,254.36 ล้านบาท สำหรับจัดหาวัคซีนซิโนแวคเพิ่มเติม จำนวน 12 ล้านโดส เพื่อสร้างเสริมภูมิคุ้มกันโรคแก่ประชาชน ใน 4 กลุ่มเป้าหมาย คือ กลุ่มประชาชนที่มีโรคประจำตัว ได้แก่ โรคทางเดินหายใจเรื้อรังรุนแรง (ปอดอุดกั้น หอบหืด) โรคหัวใจและหลอดเลือด โรคไตเรื้อรังระยะที่ 5 (ไตวายเรื้อรัง) โรคหลอดเลือดสมอง โรคมะเร็งทุกชนิดที่อยู่ระหว่างการรักษาด้วยเคมีบำบัด รังสีบำบัดและภูมิคุ้มกันบำบัด โรคเบาหวาน และโรคอ้วน (BMI มากกว่าหรือเท่ากับ 35 น้ำหนักมากกว่า 100 กิโลกรัม) , ประชาชนอายุ 60 ปีขึ้นไป , เจ้าหน้าที่เกี่ยวข้องกับการควบคุมโควิด-19 ที่มีโอกาสสัมผัสผู้ป่วย เช่น ด่านควบคุมโรคตามชายแดน สถานกักกันโรค ทหาร ตำรวจ เจ้าที่เก็บขยะติดเชื้อ เป็นต้น และประชาชนทั่วไปที่อาศัยอยู่ในประเทศไทย"
49,"รองผู้ว่าราชการจังหวัดเชียงใหม่ ระบุจังหวัดเชียงใหม่ได้รับการจัดสรรวัคซีนซิโนแวคเพิ่มอีก 26,200 โดส ย้ำทุกหน่วยเร่งฉีดวัคซีนกลุ่ม 608 ให้ได้เกินร้อยละ 70 พร้อมเร่งสำรวจกลุ่มเปราะบางเข้ารับวัคซีนซิโนฟาร์ม ของมูลนิธิ พอ.สว. ทันทีเมื่อวัคซีนมาถึง"
50,            บรรยากาศในวันหยุด (11 ก.ย.64) เจ้าหน้าที่ของทางหน่วยบริการฉีดวัคซีน อ.เมืองยะลา อาคารศรีนิบงศูนย์เยาวชน เทศบาลนครยะลา ยังคงให้บริการเชิงรุก ฉีดวัคซีนให้กับประชาชนเพื่อป้องกันโควิด-19 อย่างต่อเนื่อง
51, เมื่อเวลา 08.00 น. วานนี้ 10 กันยายน 2564 ณ หอประชุมที่ว่าการอำเภออุทุมพรพิสัย อำเภออุทุมพรพิสัย จังหวัดศรีสะเกษ นายพรชัย วงศ์งาม นายอำเภออุทุมพรพิสัย พร้อมด้วย นายอาสพลธ์ สรรณ์ไตรภพ สมาชิกสภาผู้แทนราษฎร เขต 7 จังหวัดศรีสะเกษ  นพ.อัครเดช บุญเย็น ผู้อำนวยการโรงพยาบาลอุทุมพรพิสัย  นายปรีชา ปิยะพันธ์ สาธารณสุขอำเภออุทุมพรพิสัย และนายสมพงษ์ จิริวิภากร นายกเทศมนตรีตำบลกำแพง ตรวจเยี่ยมให้กำลังใจบุคลากรทางการแพทย์  เจ้าหน้าที่สาธารณสุข เจ้าหน้าที่ผู้ปฏิบัติงาน และผู้เข้ารับการฉีดวัคซีน โดยมีผู้เข้ารับการฉีดวัคซีนป้องกันโรคไวรัสโคโรนา 2019 (โควิด-19) แยกเป็น
52,นางสาวรัชดา ธนาดิเรก รองโฆษกประจำสำนักนายกรัฐมนตรี เปิดเผยถึงแนวทางการให้บริการฉีดวัคซีนโควิด-19 ของประเทศไทย โดยที่ประชุมคณะกรรมการบริหารสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 มีมติเห็นชอบการให้บริการฉีดวัคซีน Pfizer  สำหรับผู้ที่มีอายุ 12 ปีขึ้นไป ด้วยความยินยอมของผู้ปกครอง โดยจะเริ่มภายในเดือนตุลาคมนี้ กลุ่มเป้าหมาย ได้แก่ นักเรียน/นักศึกษา ที่ศึกษาอยู่ในระดับมัธยมศึกษาปีที่ 1 – 6 หรือประกาศนียบัตรวิชาชีพ (ปวช./ปวส.) หรือเทียบเท่า โดยแบ่งเป็น 2 ระยะ ระยะแรกสำหรับนักเรียนระดับมัธยมศึกษาปีที่ 4 - 6 หรือประกาศนียบัตรวิชาชีพหรือเทียบเท่า ถัดไปจะจัดสรรวัคซีนสำหรับระดับชั้นอื่นๆ ที่เหลือ โดยรูปแบบการให้บริการจะเป็นการให้บริการผ่านสถานศึกษาที่มีผู้มีอายุ 12 ปีขึ้นไปกำลังศึกษาอยู่
53,            วันนี้ที่ประชุม ศบค. ได้อนุมัติให้ #นักเรียนและนักศึกษา ในช่วงอายุ 12-18 ปี #ทุกสังกัด กว่า 4.5 ล้านคน ให้มีสิทธิ์รับวัคซีน Pfizer แล้วค่ะ คาดว่าภายในเดือนตุลาคมนี้จะสามารถฉีด #วัคซีนเข็มแรก ให้เด็กทุกคนได้
54,    เจ้าหน้าที่สาธารณสุขสหรัฐเชื่อว่า วัคซีนโควิด-19 ของไฟเซอร์/ไบโอเอ็นเทค จะได้รับการอนุมัติใช้ในเด็กอายุ 5-11 ปีช่วงปลายเดือนตุลาคมนี้ โดยกรอบเวลาดังกล่าวอ้างอิงจากความคาดหมายว่า บริษัทไฟเซอร์ อิงค์จะมีข้อมูลจากการทดลองทางคลินิกเพียงพอสำหรับขออนุมัติใช้ในกรณีฉุกเฉินจากองค์การอาหารและยาสหรัฐสำหรับกลุ่มอายุนี้ภายในปลายเดือนนี้.
55,   เจ้าหน้าที่สาธารณสุขสหรัฐเชื่อว่า วัคซีนโควิด-19 ของไฟเซอร์/ไบโอเอ็นเทค จะได้รับการอนุมัติใช้ในเด็กอายุ 5-11 ปีช่วงปลายเดือนตุลาคม โดยกรอบเวลานี้อ้างอิงจากความคาดหมายว่า บริษัทไฟเซอร์ อิงค์จะมีข้อมูลจากการทดลองทางคลินิกเพียงพอสำหรับขออนุมัติใช้เป็นกรณีฉุกเฉินจากองค์การอาหารและยาสหรัฐ หรือ เอฟดีเอ สำหรับกลุ่มอายุดังกล่าวภายในปลายเดือนนี้ และภายในสามสัปดาห์หลังการยื่นขออนุมัติ คาดว่าเอฟดีเอจะตัดสินใจว่าวัคซีนมีความปลอดภัยและมีประสิทธิภาพในเด็กอายุ 5-11 ปีหรือไม่
56,
57,"            นายมงคล สินสมบูรณ์ กงสุลใหญ่ ณ เมืองโกตาบารู รัฐกลันตันประเทศมาเทศมาเลเซีย กล่าวว่า ปัจจุบันสถานการณ์การแพร่ระบาดของไวรัสโควิด-19 ยังอยู่ในระดับทรงตัว โดยเมื่อวันที่ 11 กันยายน 2564 มีผู้ติดเชื้อรายใหม่ จำนวน 19,550 ขณะที่ทางการมาเลเซียเร่งฉีดวัคซีนเชิงรุกในทุกพื้นที่ โดยข้อมูลเมื่อวันที่ 8 กันยายน 2564 มีผู้ฉีดวัคซีนเข็มแรก และเข็มที่ 2 จำนวน 37,392,241 โดส คิดเป็นร้อยละ 50.5 ของจำนวนประชากรทั้งประเทศ โดยวัคซีนที่นำมาฉีด คือ Pfizer Sinovac AstraZeneca และ วัคซีนประเภทฉีด1 เข็ม CanSino"
58,    บริษัทซิโนแวก ไบโอแทค ของจีน เริ่มการทดลองทางคลินิกระยะสามของวัคซีนโควิด-19 ในกลุ่มเด็กและวัยรุ่นอายุระหว่าง 6 เดือน-17ปี ในแอฟริกาใต้แล้ว
59,
60,        บรรยากาศการฉีดวัคซีนที่หน่วยบริการ อ.เมืองยะลา ศูนย์เยาวชนเทศบาลนครยะลา วันนี้ (13 ก.ย.64) ซึ่งทางโรงพยาบาลยะลาได้เลื่อนนัดฉีดวัคซีน สำหรับประชาชนที่ได้รับการฉีดวัคซีนแอสตร้าเซเนก้า เข็มที่ 1 ไปเมื่อวันที่ 21 มิ.ย 64 ให้เข้ารับการฉีดวัคซีนตามเวลาที่กำหนด 
61,            (13 ก.ย. 64) ที่บริเวณศาลาประชาคมจังหวัดตราด โรงพยาบาลตราด ร่วมกับสำนักงานสาธารณสุขจังหวัดตราด และสำนักงานสาธารณสุขอำเภอเมืองตราด ดำเนินการฉีดวัคซีนป้องกันโควิด -19 โดยในวันนี้เป็นการฉีดวัคซีนไฟเซอร์ (Pfizer) เข็มที่ 2 ให้กับกลุ่มเป้าหมายที่เป็นหญิงตั้งครรภ์ ที่มีอายุครรภ์ตั้งแต่ 12 สัปดาห์ขึ้นไป และผู้ป่วยเด็กอายุ 12 ถึง 17 ปี ที่มีโรคประจำตัว 7 กลุ่มโรค จำนวน 138 โดส หลังจากที่มีการฉีดวัคซีนเข็มแรกให้กับกลุ่มเป้าหมายกลุ่มนี้เมื่อวันที่ 23 สิงหาคม ที่ผ่านมา
62,นายแพทย์โอภาส การย์กวินพงศ์ อธิบดีกรมควบคุมโรค กระทรวงสาธารณสุข กล่าวในการแถลงข่าวและเสวนาร่วมกับกระทรวงศึกษาธิการ เรื่องการเตรียมความพร้อมเปิดภาคเรียน 2/2564 สถานศึกษาปลอดภัยเด็กได้รับวัคซีนถ้วนหน้าว่า กรมควบคุมโรคพร้อมให้การสนับสนุนการฉีดวัคซีนป้องกันโรคโควิด-19 ในกลุ่มนักเรียนตามนโยบายรัฐมนตรีว่าการกระทรวงศึกษาธิการและนโยบายของรัฐบาล ซึ่งสำนักงานคณะกรรมการอาหารและยา (อย.) ได้ขึ้นทะเบียน และอนุมัติให้ใช้วัคซีนไฟเซอร์ ฉีดในเด็กอายุ 12 ปีขึ้นไปได้ ดังนั้นแผนการจัดหาวัคซีนในเดือนตุลาคมที่จะได้รับวัคซีนรวมทั้งสิ้นประมาณ 24 ล้านโดส รวมกับวัคซีนซิโนฟาร์มจากราชวิทยาลัยจุฬาภรณ์อีกจำนวน 6 ล้านโดส รวมเป็น 30 ล้านโดส ซึ่งในจำนวนนี้มีวัคซีนของไฟเซอร์ จำนวน 8 ล้านโดส ตามมติที่ประชุมของของ ศบค. เมื่อวันที่ศุกร์ที่ 10 กันยายน 2564 มีมติให้จัดสรรวัคซีนไฟเซอร์ 4.8 ล้านโดส ให้กับกลุ่มนักเรียนอายุ 12-17 ปีทั่วประเทศ 
63,
64,           คณะหัวหน้าเจ้าหน้าที่การแพทย์ซึ่งเป็นที่ปรึกษาทางการแพทย์ของรัฐบาลอังกฤษ ออกคำแนะนำให้ดำเนินการฉีดวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค เป็นโดสแรก ให้เด็กอายุระหว่าง 12 – 15 ปี เพื่อหลีกเลี่ยงผลกระทบต่อระบบการศึกษา หลังจากเมื่อช่วงต้นเดือนที่ผ่านมา คณะกรรมการร่วมด้านวัคซีนและภูมิคุ้มกันของอังกฤษ คัดค้านคำแนะนำดังกล่าว เนื่องจากความกังวลเกี่ยวกับอาการกล้ามเนื้อหัวใจอักเสบ ซึ่งเป็นผลข้างเคียงที่พบได้ยาก หลังฉีดวัคซีนชนิดเอ็มอาร์เอ็นเอ
65,"นายอนุทิน ชาญวีรกุล รองนายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงสาธารณสุข กล่าวถึงความพร้อมในการเปิดประเทศตามแผน 120 วันของรัฐบาลว่า ในขณะนี้ ทุกอย่างดำเนินการได้ตามแผน เชื่อมั่นว่าสามารถดำเนินการได้อย่างแน่นอนโดยระบุถึงการกระจายวัคซีน ศักยภาพในการฉีดวัคซีน ของระบบสาธารณสุขไทยมีความสามารถฉีดได้ถึงวันละ 900,000 โดสต่อวัน ทำให้เกิดภูมิต้านทานหมู่เพิ่มขึ้นและทำให้การแพร่ระบาดลดลงอย่างต่อเนื่อง ซึ่งทางกระทรวงสาธารณสุขได้มีการประเมินตามสถานการณ์อยู่ตลอดเพื่อเสนอพิจารณามาตรการผ่อนคลายเพิ่มเติม เพื่อขับเคลื่อนประเทศในทุกด้านโดยเฉพาะด้านเศรษฐกิจที่ต้องคำนึงถึงมาตรการด้านสาธารณสุขควบคู่ไปด้วย "
66,โรงพยาบาลหาดใหญ่ เร่งฉีดวัคซีนป้องกันโควิด-19 แก่หญิงตั้งครรภ์ มุ่งลดอัตราเสี่ยงการเสียชีวิต
67,"        กระทรวงศึกษาธิการ (ศธ.) และกระทรวงสาธารณสุข (สธ.) ได้วางแผนฉีดวัคซีนไฟเซอร์ (Pfizer) เข็ม 1 ให้กับนักเรียนนักศึกษาทุกสังกัด ทั้งภาครัฐและเอกชน อายุระหว่าง 12 - 18 ปีจำนวนกว่า 4.5 ล้านคน ภายในเดือน ต.ค. นี้ โดยจะนำร่องฉีดวัคซีนให้นักเรียนนักศึกษาที่อยู่ในพื้นที่ควบคุมสูงสุดและเข้มงวด (สีแดงเข้ม) 29 จังหวัดก่อน รวมทั้งครูและบุคลากรทางการศึกษาที่ยัง ""ไม่ได้รับวัคซีน"" ด้วย เพื่อรองรับแผนการเปิดภาคเรียนที่ 2/2564 ในเดือน พ.ย. 64 ซึ่งการฉีดวัคซีนนั้น เป็นไปตามความสมัครใจ และต้องได้รับความยินยอมจากผู้ปกครอง"
68,"        คณะรัฐมนตรีมีมติเห็นชอบอนุมัติกรอบวงเงิน 4,254.36 ล้านบาท สำหรับจัดหาวัคซีนซิโนแวคเพิ่มเติม จำนวน 12 ล้านโดส เพื่อสร้างเสริมภูมิคุ้มกันโรคแก่ประชาชน ใน 4 กลุ่มเป้าหมาย ดังนี้"
69,        นายแพทย์โอภาส การย์กวินพงศ์ อธิบดีกรมควบคุมโรค กระทรวงสาธารณสุข เผย กรมควบคุมโรคพร้อมให้การสนับสนุนการฉีดวัคซีนป้องกันโรคโควิด 19 ในกลุ่มนักเรียนตามนโยบายรัฐมนตรีว่าการกระทรวงศึกษาธิการและนโยบายของรัฐบาล โดยสำนักงานคณะกรรมการอาหารและยา (อย.) ได้ขึ้นทะเบียน และอนุมัติให้ใช้วัคซีนไฟเซอร์ ฉีดในเด็กอายุ 12 ปีขึ้นไปได้ ซึ่งแผนการจัดหาวัคซีนในเดือนตุลาคมที่จะได้รับวัคซีนรวมทั้งสิ้นประมาณ 24 ล้านโดส รวมกับวัคซีนซิโนฟาร์มจากราชวิทยาลัยจุฬาภรณ์อีกจำนวน 6 ล้านโดส รวมเป็น 30 ล้านโดส ซึ่งในจำนวนนี้มีวัคซีนของไฟเซอร์ จำนวน 8 ล้านโดส ตามมติที่ประชุมของของ ศบค. เมื่อวันที่ศุกร์ที่ 10 กันยายน 2564 มีมติให้จัดสรรวัคซีนไฟเซอร์ จำนวน 4.8 ล้านโดส ให้กับกลุ่มนักเรียนอายุ 12-17 ปีทั่วประเทศ 
70,            วันนี้ (14 กันยายน 64) นายวรเชษฐ พรมโอภาษ รองผู้ว่าราชการจังหวัดยะลา เป็นประธานประชุมคณะกรรมการและคณะทำงานเฝ้าระวังป้องกันและควบคุมการแพร่ระบาดใหม่ของโรคติดเชื้อไวรัสโคโรนา 2019 (โควิด-19) ครั้งที่ 42/2564 พร้อมด้วยรองผู้ว่าราชการจังหวัดยะลา หัวหน้าส่วนราชการ และหน่วยงานที่เกี่ยวข้อง ณ ห้องประชุมศรียะลา อาคาร 3 ชั้น 3 ศาลากลางจังหวัดยะลา
71,        วันนี้ (14 ก.ย.64) เวลา 13.30 น. ณ ห้องประชุมเวียงโกศัย ศาลากลางจังหวัดแพร่ นายสมหวัง พ่วงบางโพ ผู้ว่าราชการจังหวัดแพร่ เป็นประธานการประชุมคณะกรรมการโรคติดต่อครั้งที่ 31/2564 ร่วมกับคณะทำงานศูนย์ปฏิบัติการควบคุมโรคจังหวัดแพร่(ศปก.จ.แพร่) หน่วยงานภาครัฐและเอกชนที่เกี่ยวข้องเพื่อรับทราบรายงานสถานการณ์การแพร่ระบาดของโรคโควิด- 19 และผลการดำเนินงานการให้บริการวัคซีนของจังหวัดแพร่
72,            วันนี้ (14 กย.64) ที่ห้องประชุมศรียะลา อาคาร 3 ชั้น 3 ศาลากลางจังหวัดยะลา ที่ประชุมคณะกรรมการและคณะทำงานเฝ้าระวังป้องกันและควบคุมการแพร่ระบาดใหม่ของโรคติดเชื้อไวรัสโคโรนา 2019 ได้พิจารณาการฉีดวัคซีนไฟเซอร์ให้กับนักเรียนที่มีอายุ 12-18 ปี
73,            วันนี้ 14 ก.ย.64 ที่ห้องประชุมศรียะลา อาคาร 3 ชั้น 3 ศาลากลางจังหวัดยะลา นายวรเชษฐ พรมโอภาษ รองผู้ว่าราชการจังหวัดยะลา เป็นประธานการประชุมคณะกรรมการและคณะทำงานเฝ้าระวังป้องกันและควบคุมการแพร่ระบาดใหม่ของโรคติดเชื้อไวรัสโคโรนา 2019 ครั้งที่ 42/2564 พร้อมด้วย นางพาตีเมาะ สะดียามู รองผู้ว่าราชการจังหวัดยะลา นายธีรุตม์ ศุภวิบูลย์ผล รองผู้ว่าราชการจังหวัดยะลา และหัวหน้าส่วนราชการที่เกี่ยวข้องเข้าร่วม 
74,ประมวลข่าวทั่วไทยประจำวันที่ 14 กันยายน 2564
75,นางเกศทิพย์ ศุภวานิ ผู้ตรวจราชการกระทรวงศึกษาธิการ ในฐานะโฆษกกระทรวงศึกษาธิการ กล่าวว่า จากที่ ศบค. อนุมัติแผนการฉีดวัคซีน Pfizer ให้กับนักเรียน นักศึกษา อายุระหว่าง 12-18 ปี เพื่อเปิดภาคเรียนที่ 2 ปีการศึกษา 2564 กระทรวงศึกษาธิการกับกระทรวงสาธารณสุข จึงได้ร่วมกันวางแนวทางฉีดวัคซีนให้กับเด็กให้รวดเร็วทันเปิดภาคเรียนในวันที่ 1 พฤศจิกายนนี้ 
76,"        จังหวัดยะลาเดินหน้าฉีดวัคซีนเข็ม 2 สร้างภูมิคุ้มกันป้องกันโควิด-19 ให้ประชาชน ซึ่งวันนี้ (15 ก.ย 64)  ประชาชนกลุ่มเป้าหมาย เด็ก อายุ 12-18 ปี ที่มีโรคเรื้อรัง หญิงตั้งครรภ์ ประชาชน อายุระหว่าง 18-59 ปี ที่มีโรคเรื้อรัง โรคอ้วน  รวมถึงผู้สูงอายุ 60 ปีขึ้นไป ที่มีโรคเรื้อรัง และกลุ่มเสี่ยงที่จะติดเชื้อ ที่ได้รับวัคซีนเข็ม 1 ไฟเซอร์ ได้เข้ารับการฉีดเข็ม 2 ไฟเซอร์แล้ว ซึ่งมีจำนวน 1,598 โดส เป็นไปตามมาตรการป้องกันโควิด-19 อย่างเคร่งครัด  โดยมีทีมงานจาก รพ.ยะลา และเครือข่ายคอยดูแลอำนวยความสะดวกในการเข้ารับบริการฉีดวัคซีน นอกจากนี้ ยังให้บริการ Walk In ฉีดวัคซีนซิโนแวค เข็ม 1 จำนวน 200 โดส กับประชาชนที่ตกหล่น ต้องการรับบริการฉีดวัคซีน อีกด้วย "
77,นายอนุทิน ชาญวีรกูล รองนายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงสาธารณสุข กล่าวถึงการจัดหาและการฉีดวัคซีนช่วงเดือนตุลาคม 2564 ว่า ประเทศไทยสั่งซื้อวัคซีนไฟเซอร์ 30 ล้านโดส โดยจะเข้ามาวันที่ 29 ก.ย.นี้ก่อนจำนวน 2 ล้านโดส โดยส่งให้กรมวิทยาศาสตร์การแพทย์ตรวจรับรองรุ่นการผลิต (Lot Release) ใช้เวลาประมาณไม่เกิน 1 สัปดาห์ 
78,        บรรยากาศโรงพยาบาลสนามวัคซีนสุรินทร์ ของโรงพยาบาลสุรินทร์ ที่บริเวณอาคารคณะวิทยาการจัดการ มหาวิทยาลัยราชภัฏสุรินทร์ ในช่วงนี้ เป็นไปอย่างคึกคัดอีกครั้ง มีประชาชนทั่วไป ผู้สูงอายุ และกลุ่มเปราะบาง เดินทางมารับฉีดวัคซีนป้องกันโรคติดเชื้อไวรัสโคโรนา 2019 (COVID-19) กันเป็นจำนวนมากในแต่ละวัน โดยจังหวัดสุรินทร์เร่งดำเนินงานฉีดวัคซีนป้องกันโรคโควิด-19 ให้ครอบคลุมและสร้างเสริมภูมิคุ้มกันหมู่ให้แก่ประชาชนทุกกลุ่มวัย เพื่อให้ประชาชนเข้าถึงฉีดวัคซีนป้องกันโรคโควิด-19 โดยเฉพาะกลุ่มเปราะบาง ผู้สูงอายุ ผู้มีโรคประจำตัว 7 กลุ่มโรค และหญิงตั้งครรภ์ เพื่อลดอัตราการป่วยหนักและเสียชีวิต ซึ่งในช่วงที่ผ่านมาได้จัดทีมลงพื้นที่เร่งบริการฉีดวัคซีนให้แก่ผู้สูงอายุ ผู้ที่มีโรคประจำตัว 7 กลุ่มโรค และหญิงตั้งครรภ์ ในทุกอำเภอ
79,"        ที่ศูนย์บริหารสถานการณ์โควิด-19 จังหวัดเลย นายอภิชาต สะบู่แก้ว ผู้ช่วยนายแพทย์สาธารณสุขจังหวัดเลย แถลงสถานการณ์โควิด-19 จังหวัดเลย ประจำสัปดาห์ ซึ่งวันนี้จังหวัดเลยพบผู้ติดเชื้อเพิ่มขึ้น 12 ราย มาจากนอกพื้นที่ 9 ราย และในพื้นที่ 3 ราย ทำให้มีจำนวนผู้ป่วยสะสม 2,774 ราย รักษาหายแล้ว 2,601 ราย เสียชีวิตสะสม 19 ราย ผู้สัมผัสเสี่ยงสูงที่ต้องติดตาม 290 ราย สถิติผู้ป่วยลำดับที่ 63 ของประเทศ โดยผู้ที่รักษาตัวอยู่ส่วนใหญ่เป็นกลุ่มอาการสีเขียวหรือไม่แสดงอาการ มีผู้ที่ต้องใช้เครื่องช่วยหายใจจำนวน 1 ราย"
80,ประมวลข่าวทั่วไทยประจำวันที่ 15 กันยายน 2564
81,        นายสมหวัง พ่วงบางโพ ผู้ว่าราชการจังหวัดแพร่ ผู้กำกับการบริหารราชการในสถานการณ์ฉุกเฉินในเขตพื้นที่จังหวัดแพร่ แจ้งแนวทางปฏิบัติในการเดินทางข้ามเขตพื้นที่จังหวัดแพร่ ภายใต้สถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (ฉบับที่ 67) ระหว่างวันที่ 15 – 30 กันยายน 2564 ดังนี้
82,        รายงานสถานการณ์ผู้ป่วยโควิด - 19 จังหวัดแพร่ ประจำวันที่ 15 กันยายน 2564 โดยงานระบาดวิทยา กลุ่มงานควบคุมโรคติดต่อ สำนักงานสาธารณสุขจังหวัดแพร่ พบผู้ป่วยรายใหม่ จำนวน 8 ราย มีความสัมพันธ์และเขื่อมโยงกับผู้ป่วยที่พบในพื้นที่เดิม ดังนี้ อ.ร้องกวาง 4 ราย อำเภอเมืองแพร่ 3 ราย และอำเภอเด่นชัย 1 ราย หายป่วยวันนี้ 5 ราย
83,"    สำนักข่าวต่างประเทศ รายงานว่า กระทรวงสาธารณสุขสิงคโปร์ เริ่มกระบวนการฉีดวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค หรือโมเดอร์นา เข็มที่ 3 ให้ผู้ที่มีอายุ 60 ปี ขึ้นไป ประมาณ 140,000 คน เพื่อป้องกันกลุ่มผู้สูงอายุจากการติดเชื้อโควิด-19 สายพันธุ์เดลตา "
