,news_text
43,"            เมื่อช่วงเช้าของวันที่ 9 สิงหาคม 2564 ที่ห้องประชุม ชั้น 7 โรงพยาบาลสมุทรสาคร ได้มีการฉีดวัคซีนไฟเซอร์ เป็นเข็มที่ 3 ให้กับบุคลากรทางการแพทย์ ซึ่งก็มีบุคลากรทางการแพทย์ เจ้าหน้าที่ในโรงพยาบาล รวมทั้งเจ้าหน้าที่ของสำนักงานสาธารณสุขจังหวัด สาธารณสุขอำเภอเมือง และ จาก รพ.สต.ต่างๆ ในเขตอำเภอเมืองฯ มารับการฉีดบูสเตอร์ โดยหลักเกณฑ์ของผู้ที่ได้รับการฉีดนั้น จะเป็นไปตามที่ทางกระทรวงสาธารณสุขกำหนด คือ ผู้ที่ฉีดซิโนแวค หรือ ซิโนฟาร์ม มาแล้ว 2 เข็ม จะได้ไฟเซอร์ เป็นเข็ม 3, ฉีดวัคซีนอื่นมาแล้ว 1 เข็มจะได้ไฟเซอร์เป็นเข็ม 2, หากยังไม่ได้รับวัคซีนใดๆ มาก่อน จะได้ไฟเซอร์ 2 เข็ม, ส่วนใครเคยติดเชื้อแต่ยังไม่เคยได้วัคซีนจะได้ไฟเซอร์ 1 เข็ม ส่วนกลุ่มที่จะไม่ได้วัคซีนไฟเซอร์ก็คือ ผู้ที่ฉีดวัคซีนไขว้ ซิโนแวค 1 เข็ม แอสตร้าเซนเนก้า 1 เข็ม, หรือฉีดแอสตร้าแล้ว 2 เข็ม หรือฉีดซิโนแวค 2 เข็ม+แอสตร้าเซนเนก้า 2 เข็ม ซึ่งหลังจากที่ผู้มารับวัคซีนกรอกข้อมูลครบก็จะมาที่จุดฉีด เมื่อฉีดเสร็จก็พักดูอาการ 30 นาที ก่อนจะกลับไปทำงานต่อ "
44,พันเอกหญิง ศิริจันทร์ งาทอง รองโฆษกกองทัพบก เปิดเผยถึงกรณีสื่อออนไลน์นำภาพจากเฟซบุ๊กทหารยศสิบเอก โพสต์ภาพบัตรคิวฉีดวัคซีนไฟเซอร์ของโรงพยาบาลแห่งหนึ่งในจังหวัดเลย ซึ่งภาพถูกแชร์ต่อในโซเชียลมีเดีย พร้อมตั้งคำถามว่าเป็นเจ้าหน้าที่ด่านหน้าหรือไม่ถึงได้รับวัคซีนนั้น ว่าบุคคลดังกล่าวเป็นนายทหารชั้นประทวน ตำแหน่งนายสิบพยาบาล หมวดทหารเสนารักษ์ ปฎิบัติงานอยู่ที่โรงพยาบาลค่ายศรีสองรักษ์ มณฑลทหารบกที่ 28 จังหวัดเลย และเป็นกำลังพลสายแพทย์ด่านหน้า ที่ปฏิบัติงานดูแลผู้ป่วยโควิด โรงพยาบาลสนามจังหวัดเลย(แห่งที่ 3)ที่ตั้งอยู่ในค่ายศรีสองรักษ์ ซึ่งมณฑลทหารบกที่ 28 ได้สนับสนุนพื้นที่ในค่ายทหารจัดตั้งเป็นโรงพยาบาลสนามของจังหวัดเลย รองรับผู้ป่วยโควิดได้ 380 เตียง เปิดดำเนินการตั้งแต่เดือนกรกฎาคม 2564 ปัจจุบันมีผู้ป่วยโควิด(สีเขียว)เข้ารับการรักษา 50 คน 
45,"พญ.อภิสมัย ศรีรังสรรค์ ผู้ช่วยโฆษก ศบค. กล่าวว่า บุคลากรทางการแพทย์ที่ได้รับการฉีดวัคซีนเข็มที่ 3 ซึ่งข้อมูล ณ วันที่ 9 ส.ค. ได้มีการฉีดวัคซีนแอสตร้าเซนเนก้าเพิ่มอีก 900 เข็ม และหากนับตั้งแต่มีการฉีดเข็มที่ 1 ตั้งแต่ 28 ก.พ. เป็นต้นมา มีบุคลากรทางการแพทย์ได้รับการฉีดวัคซีนเข็มที่ 3 ไปแล้ว 182,082 ราย ส่วนวัคซีนไฟเซอร์ ได้ฉีดให้กับบุคลากรทางการแพทย์เมื่อวานนี้ 23,481 ราย และมียอดรวมที่ได้รับการฉีดวัคซีนไฟเซอร์ทั้งหมด 39,483 ราย"
46,"        ที่ชั้น 5 อาคารศิริเวชรักษ์ โรงพยาบาลน่าน นายแพทย์พงศ์เทพ วงศ์วัชรไพบูลย์ รองผู้อำนวยการฝ่ายปฐมภูมิ เปิดเผยว่า จังหวัดน่านได้รับการจัดสรรวัคซีนไฟเซอร์ (Pfizer) สำหรับบุคลากรทางการแพทย์ จำนวน 2,640 โดส ซึ่งได้แบ่งให้แต่ละโรงพยาบาลของจังหวัดน่าน โดยวันนี้ได้เริ่มฉีดวัคซีน ไฟเซอร์(Pfizer) ซึ่งเป็นบูสเตอร์โดสให้กับกลุ่มบุคลากรทางการแพทย์ด่านหน้า ประกอบด้วย แพทย์ พยาบาล ที่ทำงานห้องฉุกเฉิน ตึกผู้ป่วยใน คลินิกโรคทางเดินหายใจ งานดูแลภาวะวิกฤติ โรงพยาบาลสนาม ทีมงานห้องปฎิบัติการ และทีมงานสอบสวนโรค จำนวน 138 คน และได้ประเมินอาการหลังฉีดวัคซีนไฟเซอร์ (Pfizer) แล้ว นาน 30 นาที ไม่พบภาวะแทรกซ้อนใดๆ โดยหลังจากนี้โรงพยาบาลน่านจะทะยอยฉีดวัคซีนไฟเซอร์ (Pfizer) ให้กับบุคลากรกลุ่มเสี่ยง ที่ได้ยังไม่ได้รับวัคซีน กลุ่มที่ได้รับวัคซีนแอสตร้าเซนเนก้า ( AstraZeneca ) 1 เข็ม หรือได้รับวัคซีนซิโนแวค (Sinovac) 2 เข็มจนครบจำนวนที่ได้รับจัดสรร"
47,           ออสเตรเลียอนุมัติใช้วัคซีนโควิด-19 ของโมเดอร์นาแล้ว นับเป็นวัคซีนโควิด-19 ชนิดที่สามที่ได้รับการอนุมัติใช้ในออสเตรเลีย 
48,    สวิตเซอร์แลนด์อนุมัติใช้วัคซีนโควิ ด-19 ของโมเดอร์นาในเยาวชนอายุ 12-17 ปีแล้ว                  เมื่อวานนี้ โดยหน่วยงานกำกับดูแลของสวิตเซอร์แลนด์ระบุว่า ผลการศึกษาที่กำลังดำเนินอยู่ชี้ให้เห็นว่า วัคซีนโมเดอร์นามีประสิทธิภาพร้อยละ 93 ในเยาวชนกลุ่มอายุดังกล่าว
49,            โรงพยาบาลน่าน ทำการฉีดวัคซีน ไฟเซอร์บูสเตอร์โดส ให้กับบุคลากรทางการแพทย์ ด่านหน้าเป็นวันแรกแล้ว 138 คน โดยจะทยอยฉีดวัคซีนไฟเซอร์ (Pfizer)ให้กับบุคลากรกลุ่มเสี่ยงจนครบ จำนวนที่ได้รับจัดสรร ที่อาคารสิริเวชรักษ์ ชั้น 5 โรงพยาบาลน่าน 
50,    ศูนย์ควบคุมและป้องกันโรคสหรัฐหรือ ซีดีซี ยกระดับคำเตือนการเดินทางสู่ระดับ 4 ซึ่งเป็นระดับสูงสุด โดยให้พลเมืองอเมริกันหลีกเลี่ยงการเดินทางไปยังหลายประเทศ รวมทั้งอิสราเอล ฝรั่งเศส ไอซ์แลนด์ และ ไทย เนื่องจากผู้ติดเชื้อโควิด-19 พุ่งขึ้นอย่างมากในประเทศเหล่านี้
51,             วันที่ 10 ส.ค. 64 ผู้สื่อข่าวปัตตานีรายงาน เมื่อเวลา 09.00 น. ที่ โรงเรียนเทศบาล 5 อ.เมือง จ.ปัตตานี นายราชิต สุดพุ่ม ผู้ว่าราชการจังหวัดปัตตานี พร้อมด้วย ว่าที่ร้อนตรีตระกูล โทธรรม รองผู้ว่าราชการจังหวัดปัตตานี และ นายนิอันนุวา สุไลมาน นายกเทศมนตรีเมืองปัตตานี เดินทางมาให้กำลังใจแก่ประชาชนผู้สูงอายุ กลุ่ม 7 โรคเรือรัง และ ผู้พิการ ที่เดินทางเข้ารับการฉีดวัคซีน AstraZeneca จำนวน 143 ราย ซึ่งเป็นการฉีดวัคซีนเคลื่อนที่ ครั้งแรกของทางเทศบาลเมืองปัตตานี เพื่ออำนวยความสะดวกในการเดินทางของกลุ่มเสี่ยง ทั้งนี้ก็เพื่อเร่งฉีดวัคซีนให้ครอบคลุมโดยเร็วที่สุด หลังจากที่ผ่านมา พบว่า ในกลุ่ม 607 นั้น ได้รับการฉีดวัคซีนเพียงแค่ 17เปอร์เซ็นต์ ทำให้ต้องมีการบริการฉีดวัคซีนแบบเคลื่อนที่ให้กับกลุ่มเสี่ยงดังกล่าว เพื่อความรวดเร็วและอำนวยความสะดวกในการเดินทาง ซึ่งที่ผ่านมาจำนวนของผู้ที่เสียชีวิต ส่วนใหญ่ยังเป็นกลุ่ม 607 กว่า 80 เปอร์เซ็นต์  
52,"        นายประเสริฐ กิจสุวรรณรัตน์ นายแพทย์สาธารณสุขจังหวัดลำปาง เปิดเผยว่า จังหวัดลำปางมีบุคลสาธารณสุขจำนวน 5,000 กว่าคน ที่แจ้งแสดงเจตนาจะขอรับวัคซีนไฟเซอร์ แบ่งเป็นบุคลากรด่านหน้า 4,000 กว่าคน ซึ่งขณะนี้จังหวัดลำปางได้รับการจัดสรรวัคซีนไฟเซอร์จากรัฐบาลมาแล้ว 2,400 โดส และจะเริ่มทยอยฉีดให้กับบุคลากรด่านหน้า ณ จุดที่ฉีดวัคซีน โรงพยาบาลลำปาง โรงพยาบาลเกาะคา โรงพยาบาลเถิน และโรงพยาบาลมะเร็งลำปาง คาดว่าภายใน 2 สัปดาห์ จังหวัดลำปางได้รับการจัดสรรวัคซีนไฟเซอร์ล็อตที่ 2 จากรัฐบาลจะทำให้สามารถฉีดวัคซีนให้แก่บุคลกรด่านหน้าได้ครบ 100 เปอร์เซ็นต์"
53,จังหวัดเชียงใหม่ เริ่มทยอยฉีดวัคซีนไฟเซอร์ สำหรับบุคลากรทางการแพทย์ด่านหน้าแล้วเป็นวันที่ 2 ส่วนการฉีดวัคซีนสำหรับประชาชน ยังคงเปิดให้บริการตามปกติ
54,        นายแพทย์วรเชษฐ เต๋ชะรัก ผู้อำนวยการโรงพยาบาลนครพิงค์ เปิดเผยว่า จังหวัดเชียงใหม่ ได้เริ่มทยอยฉีดวัคซีนไฟเซอร์ (Pfizer) สำหรับบุคลากรทางการแพทย์ด่านหน้าแล้วตั้งแต่วันที่ 9 สิงหาคม 2564 ที่ผ่านมา โดยมีหลักเกณฑ์ในการฉีด คือ เป็นบุคลากรด่านหน้าที่ดูแลผู้ป่วยโควิด-19 หรือทำงานที่มีความเสี่ยงต่อการติดเชื้อโควิด-19 โดยแบ่งเป็น การฉีดเข็มที่ 2 กรณี ที่เคยได้รับซิโนแวคหรือแอสตราเซเนก้า เพียงเข็มเดียว หรือการฉีดกระตุ้นเป็นเข็มที่ 3 หลังจากได้รับวัคซีนซิโนแวคมาแล้ว 2 เข็ม หรือการฉีดกระตุ้น หลังติดเชื้อโควิด-19 มาแล้ว ไม่น้อยกว่า 1 เดือน ซึ่งเมื่อวันที่ 9 สิงหาคม 2564 ที่จุดฉีดวัคซีนรพ.นครพิงค์ได้ทำการฉีดวัคซีนไฟเซอร์ไปทั้งสิ้น 186 โดส ยังไม่พบอาการข้างเคียงที่รุนแรงแต่อย่างใด
55,"        ที่ห้องประชุมตักสิลา ชั้น 4 อาคารผู้ป่วยนอก โรงพยาบาลมหาสารคาม ได้จัดให้มีการฉีดวัคซีนป้องกันโควิด-19 เข็มที่ 3 ให้กับบุคคลากรทางการแพทย์ในสังกัดโรงพยาบาลมหาสารคาม ซึ่งประกอบด้วยแพทย์ พยาบาล เจ้าหน้าที่ด่านหน้า ซึ่งเป็นบุคลากรกลุ่มเสี่ยงที่ต้องสัมผัสใกล้ชิดกับผู้ติดเชื้อโควิด-19 ให้ได้รับการฉีดวัคซีนไฟเซอร์ เพื่อกระตุ้นภูมิคุ้มกันป้องกันการติดเชื้อโควิด -19 ระหว่างวันที่ 9 – 11 สิงหาคม 2564 เป้าหมายจำนวน 1,470 ราย แบ่งมาฉีดเป็น 2 วัน วันละ 700 ราย ส่วนในจังหวัดได้วัคซีนไฟเซอร์ทั้งหมด 3,840 โดส รอบแรก แบ่งไปตามไปตามโรงพยาบาลทั้งหมด ในจังหวัดมหาสารคาม 16 แห่งให้ไปฉีดตามโรงพยาบาลทุกแห่งตามโควต้า จากจำนวนบุคลากรทางการแพทย์ทั้งหมด 6,521 ราย "
56,นายอนุชา บูรพชัยศรี โฆษกประจำสำนักนายกรัฐมนตรี ชี้แจงถึงกรณีที่มีบุคลากรทางการแพทย์ ออกมาทวงถามถึงวัคซีนไฟเซอร์ ว่าเหตุใดรัฐบาลถึงจัดสรรน้อยกว่าจำนวนที่บุคลากรทางการแพทย์แจ้งความประสงค์ขอรับการฉีดว่า รัฐบาลได้รับวัคซีนไฟเซอร์มาจำนวน 1.5 ล้านโดส โดยได้จัดสรรให้กับบุคลากรทางการแพทย์ 7 แสนโดส ซึ่งวัคซีนล็อตแรกได้จัดส่งไปแล้วร้อยละ 50 - 75 ของจำนวนบุคลากรทางการแพทย์ที่ส่งรายชื่อมา โดยส่งไปยังโรงพยาบาลต่างๆที่มีการสำรวจความต้องการขอรับการฉีดวัคซีนก่อนหน้านี้ ซึ่งการจัดส่งวัคซีนจะทยอยเป็นล็อตๆเพื่อให้มีประสิทธิภาพสูงสุดในการบริหารจัดการ เพราะหากส่งครั้งเดียวครบ 100% อาจจะมีบางพื้นที่ได้รับวัคซีนเกินหรือขาด
57,นายแพทย์เฉวตสรร นามวาท ผู้อำนวยการกองควบคุมโรคและภัยสุขภาพในภาวะฉุกเฉิน กรมควบคุมโรค กระทรวงสาธารณสุข กล่าวถึงกรณีวัคซีนไฟเซอร์ที่ต้องผสมน้ำเกลือก่อนฉีด ซึ่งมีคนสงสัยว่าไทยมาดำเนินการเองเพื่อให้เจือจางแล้วฉีดใหคนได้มากขึ้นหรือไม่ ว่า เรื่องการผสมน้ำเกลือก่อนฉีดของวัคซีนไฟเซอร์ ไทยไม่ได้คิดทำเองแต่เป็นไปตามสูตรที่บริษัทวัคซีนกำหนด ซึ่งทำเหมือนกันทุกประเทศ 
58,"นายแพทย์เฉวตสรร นามวาท ผู้อำนวยการกองควบคุมโรคและภัยสุขภาพในภาวะฉุกเฉิน กรมควบคุมโรค กระทรวงสาธารณสุข เปิดเผยว่า ตั้งแต่วันที่ 28 กุมภาพันธ์ ถึงวันที่ 9 สิงหาคม 2564 เวลา 18.00 น. ไทยให้บริการฉีดวัคซีนโควิด 19 ไปแล้ว สะสมรวมทั้งสิ้น 21,171,110 โดส โดยเป็นผู้ได้รับวัคซีนเข็มที่ 1 รวม 16,336,743 ราย แบ่งเป็นผู้ได้รับวัคซีนซิโนแวค  6,830,715 ราย วัคซีนแอสตร้าเซเนก้า 8,331,186 ราย วัคซีนซิโนฟาร์ม 1,141,623 ราย และผู้ได้รับวัคซีนไฟเซอร์ เข็มที่ 1 รวม 33,219 ราย ส่วนผู้ได้รับครบโดส 2 เข็มแล้ว มีสะสมรวม 4,566,345 ราย แบ่งเป็นได้รับวัคซีนซิโนแวค 3,438,420 ราย วัคซีนแอสตร้าเซเนก้า 714,202 ราย วัคซีนซิโนฟาร์ม 400,101 ราย และผู้ได้รับวัคซีนไฟเซอร์ เข็มที่ 2 รวม 13,622 ราย ส่วนผู้ได้รับเข็มที่ 3 กระตุ้นแล้ว 268,022 ราย แบ่งเป็นวัคซีนแอสตร้าเซนเนก้า 185,029 ราย และวัคซีนไฟเซอร์ 82,993 ราย"
59,เว็บไซต์สถานเอกอัครราชทูตสหรัฐอเมริกาประจำประเทศไทย เผยแพร่คำกล่าวของนางลินดาโทมัส-กรีนฟิลด์ เอกอัครราชทูตสหรัฐอเมริกาประจำสหประชาชาติ ที่ศูนย์ฉีดวัคซีน โรงพยาบาลเมดพาร์ค ถนนพระราม 4 เนื่องในโอกาสการเยือนประเทศไทย ระหว่างวันที่ 9-12 สิงหาคม ว่า ในส่วนประเทศไทย สหรัฐฯ ได้จัดส่งวัคซีนไฟเซอร์ จำนวน 1.5 ล้านโดสแล้ว และยังจะจัดส่งวัคซีนอีก 1 ล้านโดสเร็วๆ นี้ด้วย 
60,"        วันนี้ (10 ส.ค.64) บุคลากรทางการแพทย์และสาธารณสุขด่านหน้า ที่ปฏิบัติหน้าที่เกี่ยวข้องกับการดูแล คัดกรอง สอบสวนโรค และผู้ที่ต้องสัมผัสผู้ป่วยโควิด-19 ในพื้นที่อำเภอลับแล จังหวัดอุตรดิตถ์ จำนวน 162 คน เข้ารับการฉีดวัคซีนไฟเซอร์ เพื่อกระตุ้นภูมิคุ้มกันในร่างกาย ให้สามารถต่อต้านเชื้อโควิด-19 ซึ่ง จังหวัดอุตรดิตถ์ได้รับการสนับสนุนวัคซีนจากกรมควบคุมโรคทั้งหมดจำนวน 3,120 โดส"
61,        นายสมหวัง พ่วงบางโพ ผู้ว่าราชการจังหวัดแพร่ เปิดเผยว่า ตามที่ นายกรัฐมนตรี ได้ออกข้อกำหนดฯ ฉบับที่ 30 และคำสั่ง ศบค.ที่ 11/2564 ลงวันที่ 1 สิงหาคม 2564 ได้ปรับปรุงเขตพื้นที่สถานการณ์ขึ้นใหม่ คือ พื้นที่ควบคุมสูงสุดและเข้มงวดจากเดิม 13 จังหวัดเพิ่มเป็น 29 จังหวัด พื้นที่ควบคุมสูงสุด จากเดิม 53 จังหวัด ลดลงเหลือ 37 จังหวัด พื้นที่ควบคุมจากเดิม 10 จังหวัด เพิ่มเป็น 11 จังหวัด โดยจังหวัดแพร่ อยู่ในพื้นที่ควบคุม พร้อมทั้งได้ยกระดับมาตรการให้เข้มข้นขึ้นเพื่อให้การควบคุมการระบาดเป็นไปอย่างมีประสิทธิภาพ ซึ่งมีสาระสำคัญที่เกี่ยวข้องกับจังหวัดแพร่ คือ ห้ามจัดกิจกรรมที่เสี่ยงต่อการแพร่โรค ในพื้นที่ควบคุม เกิน 50 คน ดังนั้น คณะกรรมการโรคติดต่อจังหวัดแพร่ จึงเห็นชอบให้ออกคำสั่งไว้ ดังนี้
62,ประมวลข่าวทั่วไทยประจำวันที่ 10 สิงหาคม 2564
63,            วันที่ 10 สิงหาคม 2564 นายแพทย์ไชยวัฒน์ ทองไหม นายแพทย์สาธารณสุขจังหวัดเพชรบูรณ์ เปิดเผยว่า จังหวัดเพชรบูรณ์ โดยสำนักงานสาธารณสุขจังหวัดเพชรบูรณ์ ได้ดำเนินฉีดวัคซีนเข็มที่ 2 เป็นวัคซีนยี่ห้อแอสตร้าเซนเนก้า โดยเข็มแรกเป็นวัคซีนยี่ห้อ ซิโนแวค ฉีดไปเมื่อ สามสัปดาห์ที่แล้วให้กับประชาชนที่มีอายุ ตั้งแต่ 60 ปีขึ้นไป จำนวน 400 คน ใช้สถานที่คือหอวัฒนธรรมนครบาลเพชรบูรณ์ การฉีดวัคซีนสลับยี่ห้อสูตรนี้ 
64,            สืบเนื่องมาจาก ในโลกออนไลน์ มีการแชร์ข้อความ ที่มีความคลาดเคลื่อนจากความเป็นจริง เช่น บุคลากรด่านหน้าในพื้นที่ปัตตานีต้องจับฉลากว่าใครมีสิทธิ์จะได้รับวัคซีนไฟเซอร์ และ เกิดความท้อแท้ใจ จากข้อความดังกล่าว ทำให้ ประชาชนในโลกออนไลน์ที่ติดตามข่าวดังกล่าว มีความเข้าใจที่คลาดเคลื่อนจากความเป็นจริง มีการแชร์ข้อความดังกล่าวอย่างแพร่หลาย ส่งผลกระทบต่อกระบวนการในการจัดส่งวัคซีนไฟเซอร์ เป็นอย่างมาก
65,           หน่วยงานกำกับดูแลยาออสเตรเลียอนุมัติใช้วัคซีนโควิด-19 ของโมเดอร์นาแล้วเมื่อวานนี้ นับเป็นวัคซีนโควิด-19 ขนานที่สามต่อจากไฟเซอร์และแอสตราเซเนกาที่ได้รับการอนุมัติใช้ในออสเตรเลีย 
66,"            วันนี้ 10 ส.ค.64 ที่ห้องประชุมภู่พัฒน์ โรงพยาบาลเบตง. อ.เบตง จ.ยะลา ได้มีการเริ่มฉีดวัคซีนไฟเซอร์เข็ม 3 วันแรกให้กับบุคลากรทางการแพทย์และเจ้าหน้าที่ด่านหน้า จำนวน 319 คน  ที่ปฏิบัติภารกิจดูแลผู้ป่วยโควิด19 ซึ่งทางโรงพยาบาลเบตง. ได้รับการจัดสรรวัคซีนไฟเซอร์ จำนวน 354 โดส จากจังหวัดยะลาที่ได้รับการจัดสรรวัคซีนไฟเซอร์ จำนวน 2,880 โดส แบ่งเป็น  2,640 โดส สำหรับกระตุ้นเข็ม3 และอีก 240 โดส สำหรับบุคลากรด่านหน้าที่ไม่เคยได้รับวัคซีน "
67,            วันนี้ (10 ส.ค. 64) เป็นวันที่ 2 ของการฉีดวัคซีนป้องกันโควิด-19 ชนิดไฟเซอร์ บูสเตอร์โดส เข็มที่ 3 ให้กับแพทย์ พยาบาล บุคลากรด่านหน้า รวมทั้ง กลุ่มผู้ที่ต้องสัมผัสกับผู้ป่วยโควิด-19 ของโรงพยาบาลสงขลา ที่ลงทะเบียนแจ้งความประสงค์ไว้ จำนวน 250 คน หลังจากเมื่อวานนี้( 9ส.ค.64) ได้เริ่มทดลองระบบและทยอยฉีดให้บุคลากรด่านหน้าไปแล้วจำนวน 60 คน
68,            วันนี้ (10 ส.ค. 64) เวลา 10.00 น. ที่ห้องประชุมศรีสองรัก ชั้น 5 ศาลากลางจังหวัดเลย นายชัยธวัช เนียมศิริ ผู้ว่าราชการจังหวัดเลย เป็นประธานการประชุมคณะกรรมการโรคติดต่อจังหวัดเลย ครั้งที่ 43/2564   คณะกรรมการศูนย์บริหารราชการฉุกเฉินการแพร่ระบาดของของโรคติดเชื้อไวรัสโคโรนา 2019 ครั้งที่ 39/2564 และคณะกรรมการป้องกันและยับยั้งภัยพิบัติกรณีฉุกเฉิน ครั้งที่ 31/2564 โดยมี นายผดุงศักดิ์ หาญปรีชาสวัสดิ์ รองผู้ว่าราชการจังหวัดเลย นายณรงค์ จีนอ่ำ รองผู้ว่าราชการจังหวัดเลย นายศิริวัฒน์ พินิชพานิชย์ ปลัดจังหวัดเลย และหัวหน้าส่วนราชการที่เกี่ยวข้องประชุมโดยพร้อมเพรียงกัน โดยผู้ว่าราชการจังหวัดเลย ได้ขอให้ทุกอำเภอทบทวนการบริหารจัดการเตียง ให้เป็นไปตามความเหมาะสมหรือความรุนแรงของผู้ป่วย ซึ่งทุกพื้นที่จะต้องแบ่งผู้ติดเชื้อโควิด – 19 จำนวน 2 กลุ่ม ได้แก่ 1. กลุ่มผู้ติดเชื้อโควิด – 19 และ 2. กลุ่มผู้ป่วย เพื่อการบริหารจัดการ โดยผู้ติดเชื้อทุกคนก่อนที่จะเข้าระบบรักษาให้เข้าสู่ระบบ Community Isolation : CI ก่อน
69,"            สำนักงานสาธารณสุขจังหวัดระนอง รายงานการให้บริการฉีดวัคซีนโควิด-19 ให้กับกลุ่ม ผู้สูงอายุ 60 ปีขึ้นไป กลุ่มผู้มีโรคประจำตัว 7 กลุ่มโรคเรื้อรัง กลุ่มเจ้าหน้าที่ให้บริการด่านหน้า และประชาชนในกลุ่มเสี่ยงสูงต่อการระบาดของโรค โดยจนถึงวันที่ 10 ส.ค. 2564 มีผู้ที่ได้รับวัคซีนเข็มแรกแล้วรวม 96,850 คน คิดเป็นร้อยละ 60.5 ของประชากรกลุ่มเป้าหมายที่จังหวัดตั้งเป้าฉีดให้ได้ 70% ของประชากร หรือ 159,955 คน นอกจากนี้ยังดำเนินการฉีดวัคซีนไฟเซอร์ให้บุคลากรทางการแพทย์และเจ้าหน้าที่สาธารณสุขด่านหน้าแล้ว เบื้องต้นจำนวน 793 คน แบ่งเป็นได้รับไฟเซอร์เป็นเข็มแรก 9 คน เข็มสอง 8 คน และเข็มที่สาม 776 คน "
70,            วันนี้ (11 ส.ค.64) ที่โรงพยาบาลราชบุรี อำเภอเมือง จังหวัดราชบุรี แพทย์หญิงปาจรีย์   อารีย์รบ นายแพทย์สาธารณสุขจังหวัดราชบุรี พร้อมด้วย นายแพทย์พิเชียร วุฒิสถิรภิญโญ? ผู้อำนวยการโรงพยาบาลราชบุรี นำบุคลากรทางการแพทย์ด่านหน้า ทั้งบุคลากรที่ทำงานในโรงพยาบาลสนาม และที่ทำงานในโรงพยาบาลซึ่งต้องใกล้ชิดกับผู้ป่วยโควิด -19 รับวัคซีน เข็มที่ 3 ของไฟเซอร์ หลังได้รับการจัดสรรจากกระทรวงสาธารณสุขเพื่อกระตุ้นเพิ่มภูมิคุ้มกันให้บุคลากรทางการแพทย์ 
71,            วันที่ 11 สิงหาคม 2564 แพทย์หญิงปาจรีย์ อารีย์รบ นายแพทย์สาธารณสุขจังหวัดราชบุรี พร้อมนายแพทย์พิเชียร วุฒิสถิรภิญโญ ผู้อำนวยการโรงพยาบาลราชบุรี ตรวจเยี่ยมการฉีดวัคซีนไฟเซอร์ให้กับบุคลากรทางการแพทย์ด่านหน้าของโรงพยาบาลราชบุรี โดยในวันนี้เป็นการฉีดวัคซีนไฟเซอร์เข็ม 3 ซึ่งเป็นเข็มบูสต์เตอร์ ให้กับบุคลากรทางการแพทย์และเจ้าหน้าที่ด่านหน้า ซึ่งโรงพยาบาลราชบุรีได้โควตามา จำนวน 800 คน ทั้งนี้หลักเกณฑ์ของผู้ที่ได้รับการฉีดนั้น จะเป็นไปตามที่ทางกระทรวงสาธารณสุขกำหนด คือ ผู้ที่ฉีดซิโนแวค หรือ ซิโนฟาร์ม มาแล้ว 2 เข็ม บรรยากาศที่โรงพยาบาลราชบุรี ตั้งแต่เช้าบุคลากรทางการแพทย์ทยอยเข้าตรวจสอบรายชื่อและเข้ารับการฉีดอย่างต่อเนื่อง รวมทั้งนายแพทย์สาธารณสุขจังหวัดราชบุรีก็ได้รับการฉีดบูสต์เตอร์ในครั้งนี้เช่นกัน
72,        ที่ศาลาประชาคมจังหวัดพะเยา โรงพยาบาลพะเยา เปิดฉีดวัคซีนไฟเซอร์บูสเตอร์โดส หรือเข็มที่ 3 ให้กับบุคลากรทางการแพทย์ ซึ่งทั้งหมดเป็นบุคลากรทางการแพทย์ที่ได้รับวัคซีน Sinovac ครบ 2 เข็มแล้ว โดยมีนายแพทย์ธวัชชัย ปานทอง ผู้อำนวยการโรงพยาบาลพะเยา พร้อมด้วย นายแพทย์อนันต์ มาลัยรุ่งสกุล รองผู้อำนวยการฝ่ายการแพทย์โรงพยาบาลพะเยา ในฐานะประธานคณะทำงานบริหารจัดการการให้วัคซีนป้องกันโรคติดเชื้อไวรัสโควิด19 จังหวัดพะเยา ตรวจเยี่ยมให้กำลังใจบุคลากรทางการแพทย์ที่ได้รับวัคซีนไฟเซอร์บูสเตอร์โดสเข็มที่ 3 จำนวน 703 คน
73,        บุคลากรด่านหน้าแพทย์ พยาบาล โรงพยาบาลมหาราชนครเชียงใหม่ ฉีดวัคซีนไฟเซอร์แล้ว โดยคัดกรองบุคลากรตามความเสี่ยงในการสัมผัสโรค พร้อมระดมฉีดบุคลากรด่านหน้าจากโรงพยาบาลในจังหวัดเชียงใหม่อีก 17 โรงพยาบาล ภายใน 3 วันนี้
74,            วันนี้ (11 ส.ค. 64) ที่หอประชุม ที่ว่าการอำเภอกรงปินัง จ.ยะลา ประชาชนในพื้นที่ตำบลห้วยกระทิง ได้เดินทางมารับบริการการฉีดวัคซีนป้องกันโรคโควิด-19 กันอย่างต่อเนื่อง  โดยมีกลุ่มเป้าหมายเป็นกลุ่ม 608 (กลุ่มผู้สูงอายุ กลุ่มผู้ป่วย 7 โรคเรื้อรัง และหญิงตั้งครรภ์ ที่มีอายุครรภ์ 12 สัปดาห์ขึ้นไป) และกลุ่มประชาชนทั่วไปอายุ 18-59 ปี เพื่อสร้างภูมิคุ้มกันหมู่
