,news_text
81,พ่อเมืองอำนาจเจริญลงพื้นที่เยี่ยมให้กำลังใจนักเรียนโรงเรียนปลาค้าววิทยานุสรณ์ที่มารับบริการการฉีดวัคซีน Pfizer 
82, สำหรับสถานการณ์การท่องเที่ยวจังหวัดตราด ผ่านมา 1 สัปดาห์ ตั้งแต่รัฐบาลประกาศเปิดประเทศ เปิดให้นักท่องเที่ยวเข้ามาในประเทศ แม้จะอยู่ในสถานการณ์ที่การแพร่ระบาดของโรคโควิด-19 โดยจังหวัดตราดมีจำนวนผู้ติดเชื้อรายใหม่ ต่อวัน อยู่ที่ระดับ 30-70 คน และมีมาตรการคำสั่งจังหวัดตราดออกมาในเรื่องของการจัดกิจกรรมในพื้นที่ อ.เกาะช้าง เป็นพื้นที่เฝ้าระวังและพื้นที่นำร่องด้านการท่องเที่ยว มีการกำหนดห้ามจัดกิจกรรมที่มีการรวมกลุ่มจำนวน มากกว่า 500 คน และการห้ามจัดกิจกรรมที่มีความเสี่ยงต่อการแพร่โรคในพื้นที่นำร่องด้านการท่องเที่ยว 
83,รถเก็บตัวอย่างชีวนิรภัย พระราชทาน ลงตรวจเชิงรุก ค้นหาผู้ติดเชื้อในพื้นที่ อำเภอบันนังสตา จังหวัดยะลา
84,สาธารณสุขจังหวัดเชียงใหม่เผย ขณะนี้ได้กระจายวัคซีนโควิด-19 ไปยังศูนย์ฉีดต่างๆทั้ง 25 อำเภอ เร่งฉีดวัคซีน ให้ครบ 100 % ยืนยันวัคซีนทุกชนิดที่มีอยู่ในระบบสาธารณสุขของไทย มีประสิทธิภาพสูง
85,        จังหวัดหนองคาย เปิดให้ประชาชนทุกกลุ่ม Walk in เข้ารับการฉีดวัคซีนโควิด-19 ได้เลยเป็นวันแรก คาดอีกไม่เกิน 2 วัน จังหวัดหนองคาย จะมีผู้ได้รับการฉีดวัคซีนเข็มแรกถึงร้อยละ 50
86,"            วันนี้ (9 พฤศจิกายน 2564) ณ หอประชุม 25 ปี เลยพิทย์ โรงเรียนเลยพิทยาคม อำเภอเมืองเลย จังหวัดเลย สำนักงานสาธารณสุขจังหวัดเลย ดำเนินการฉีดวัคซีนป้องกันโควิด-19 เข็มที่ 2 (ไฟเซอร์) ให้แก่เด็กนักเรียนโรงเรียนเลยพิทยาคม จำนวน 3,218 คน ซึ่งเป็นนักเรียนในระดับชั้น ม.1-ม.6 โดยมี นายชัยธวัช เนียมศิริ ผู้ว่าราชการจังหวัดเลย พร้อมด้วย นายอำเภอเมืองเลย นายแพทย์สาธารณสุขจังหวัดเลย ศึกษาธิการจังหวัดเลย และคณะผู้บริหารโรงเรียนเลยพิทยาคม เข้าตรวจเยี่ยมและให้กำลังใจแก่บุคลากรด้านสาธารณสุขและนักเรียน"
87,"            วันที่ 9 พฤศจิกายน 2564 เวลา 08.19 น. นายแพทย์ปรีดา วรหาร นายแพทย์สาธารณสุขจังหวัดนครพนม รายงานสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 จังหวัดนครพนมมีรายงานพบผู้ป่วยยืนยัน จำนวน 4 ราย (รายที่ 5025-5028) เป็นการติดเชื้อในพื้นที่ 2 ราย (อำเภอท่าอุเทน) และเป็นผู้ติดเชื้อที่เดินทางมาจากพื้นที่อื่น 2 ราย เข้ารับการรักษาที่ รพ.ท่าอุเทน 2 ราย และ โรงพยาบาลนาทม 1 ราย และ โรงพยาบาลนครพนม 1 ราย รวมยอดผู้ติดเชื้อสะสม 5,028 ราย รักษาหายแล้ว 4,951 ราย กำลังรักษา 50 ราย หายป่วยกลับบ้านวันนี้ 2 ราย รวมเสียชีวิตสะสม 27 ราย โดยมีพบผู้เสียชีวิตต่อเนื่องมา 49 วัน"
88,"            วันที่ 9 พฤศจิกายน 2564 ที่อาคารอเนกประสงค์ ม.3 ต.ธารน้ำทิพย์ อ.เบตง จ.ยะลา นายเอก ยังอภัย ณ สงขลา นายอำเภอเบตง/ผอ.ศปก.อ.เบตง ลงพื้นที่ตรวจเยี่ยมการฉีดวัคซีนไฟเซอร์ ให้กับประชาชน อายุ 12 ปีขึ้นไป พร้อมทั้งพบปะให้กำลังใจบุคลากรทางการแพทย์และประชาชนที่เข้ารับบริการฉีดวัคซีน และมอบข้าวสารให้กับผู้ที่มารับบริการฉีดวัคซีนไฟเซอร์ เข็ม 1 และ เข็ม 2 โดยมี ปลัดอำเภอผู้เป็นหัวหน้าประจำตำบล, เจ้าหน้าที่ปกครองประจำตำบล, เจ้าหน้าที่ รพ.เบตง,  เจ้าหน้าที่สาธารณสุข อ.เบตง,  เจ้าหน้าที่ รพ.สต.ธารน้ำทิพย์, เจ้าหน้าที่ อบต.ธารน้ำทิพย์, กำนัน, ผู้ใหญ่บ้าน, และ อส.ชคต.ธารน้ำทิพย์ อำนวยความสะดวกให้กับประชาชนที่เข้ารับบริการฉีดวัคซีน มีผู้เข้ารับการฉีดวัคซีนทั้งหมด จำนวน 66 ราย "
89,"          บริษัทไฟเซอร์และบริษัทไบโอเอ็นเทคยื่นขออนุมัติต่อองค์การอาหารและยาสหรัฐหรือ เอฟดีเอ ฉีดวัคซีนโควิด-19 เข็มกระตุ้นให้กับประชาชนวัยผู้ใหญ่ทั้งหมดที่มีอายุ 18 ปีขึ้นไป  เพื่อเพิ่มจำนวนผู้ได้สิทธิ์ในการฉีดเข็มกระตุ้น โดยการยื่นขออนุมัติดังกล่าวอ้างอิงผลการทดลองระยะที่สาม ที่มีผู้เข้าร่วมกว่า 10,000 คน ซึ่งพบว่า วัคซีนเข็มกระตุ้นมีความปลอดภัย และสามารถป้องกันการติดเชื้อแบบแสดงอาการได้ร้อยละ 95 เมื่อเทียบกับการฉีดสองโดสในช่วงที่สายพันธุ์เดลตาระบาดเป็นสายพันธุ์หลัก"
90,"           บริษัทเมอร์ค แอนด์ โค และบริษัทริดจ์แบค ไบโอเทอราพิวติกส์ ออกแถลงการณ์ร่วมเมื่อวานนี้ ว่า รัฐบาลสหรัฐสั่งซื้อยาโมลนูพิราเวียร์ที่ใช้รักษาโรคโควิด-19 เพิ่มอีกกว่า 1 ล้านชุดมูลค่า 1,000 ล้านดอลลาร์สหรัฐ หรือ ราว 32,000 ล้านบาท ทั้งนี้เมื่อเดือนมิถุนายนที่ผ่านมารัฐบาลสหรัฐได้สั่งงซื้อยานี้ไปแล้ว 1 ล้าน 7 แสนชุด เป็นเงิน 1,200 ล้านดอลลาร์สหรัฐ หรือ ประมาณ 39,312 ล้านบาท ทำให้รวมยอดที่สหรัฐสั่งซื้อยาโมลนูพิราเวียร์มีทั้งสิ้นกว่า 3 ล้านชุด ทั้งนี้ ยาโมลนูพิราเวียร์ 1ชุด มีจำนวน 40 เม็ดผู้ป่วยจะต้องรับประทานวันละ 2 ครั้ง ครั้งละ 4 เม็ด ต่อเนื่องเป็นเวลา 5 วัน"
91,           หน่วยงานสาธารณสุขฝรั่งเศสแนะนำให้ประชาชนที่มีอายุต่ำกว่า 30 ปีเข้ารับการฉีดวัคซีนคอมเมียร์นาตี ซึ่งเป็นโควิด-19 ของไฟเซอร์ แทนการฉีดวัคซีนสไปค์แว็กซ์ของโมเดอร์นา หลังผลการศึกษาในฝรั่งเศสซึ่งตีพิมพ์เมื่อวันจันทร์ที่ผ่านมาแสดงให้เห็นว่า วัคซีนของโมเดอร์นามีความเสี่ยงต่อการเกิดอาการกล้ามเนื้อหัวใจอักเสบ ซึ่งเป็นกรณีที่พบไม่บ่อยนัก โดยเมื่อเปรียบเทียบกันแล้ว วัคซีนของโมเดอร์นามีความเสี่ยงเกิดอาการกล้ามเนื้อหัวใจอักเสบในกลุ่มอายุดังกล่าว มากกว่าวัคซีนของไฟเซอร์ถึง 5 เท่า           การให้คำแนะนำของหน่วยงานสาธารณสุขฝรั่งเศสมีขึ้น หลังจากหน่วยงานกำกับดูแลของหลายประเทศ รวมทั้งแคนาดา ฟินแลนด์ และสวีเดน ได้ออกคำเตือนว่า วัคซีนของโมเดอร์นามีความเสี่ยงที่เกี่ยวพันกับโรคหัวใจในกลุ่มประชาชนอายุน้อย.  
92,"  บริษัทไฟเซอร์และบริษัทไบโอเอ็นเทคแถลงเมื่อวานนี้ว่า ได้ยื่นขออนุมัติฉีดวัคซีนโควิด-19 เข็มกระตุ้นให้กับประชาชนวัยผู้ใหญ่ทั้งหมดที่มีอายุ 18 ปีขึ้นไป  ต่อองค์การอาหารและยาสหรัฐหรือ เอฟดีเอ แล้ว  เพื่อเพิ่มจำนวนผู้ได้สิทธิ์ในการฉีดเข็มกระตุ้น โดยการยื่นขออนุมัติดังกล่าวอ้างอิงผลการทดลองระยะที่สาม ที่มีผู้เข้าร่วมกว่า 10,000 คน ซึ่งพบว่า วัคซีนเข็มกระตุ้นมีความปลอดภัย และสามารถป้องกันการติดเชื้อแบบแสดงอาการได้ร้อยละ 95"
93,            ผู้สื่อข่าวรายงานว่า วันที่ 10 พ.ย. 64 ที่ สำนักงานคณะกรรมการอิสลามประจำจังหวัดปัตตานี นายนิพันธ์ บุญหลวง ผู้ว่าราชการจังหวัดปัตตานี ลงพื้นที่เยี่ยมให้กำลังใจ ผู้นำศาสนา  โต๊ะอิหม่าม ประจำมัสยิดต่าง ๆ และประชาชนทั่วไปในจังหวัดปัตตานี ที่เข้ารับการฉีดวัคซีน ไฟเซอร์ เข็มที่ 1 หรือ เข็มที่ 2 รวมกว่า 2 พันคน เพื่อณรงค์การฉีดวัคซีนและป้องกันการเสียชีวิต โดยมี ดร.แวดือราแม มะมิงจิ รองประธานกรรมการกลางอิสลามแห่งประเทศไทย ประธานคณะกรรมการอิสลามประจำจังหวัดปัตตานี และประธานสมาพันธ์อิสลาม 5 จังหวัดชายแดนภาคใต้ ให้การต้อนรับ
94,            วันนี้ (10 พ.ย. 64) ที่จุดตรวจท่าสาป อ.เมือง จ.ยะลา เจ้าหน้าที่สาธารณสุขโรงพยาบาลยะลา ยังคงเปิดให้บริการฉีดวัคซีน “ไฟเซอร์”แก่ประชาชนที่มีความประสงค์และเดินทางเข้าภายในเขตของอำเภอเมืองยะลา ภายหลังจากที่จังหวัดยะลา เร่งเดินหน้าการฉีดวัคซีนแก่ประชาชนให้มีความครอบคลุมร้อยละ 70 ของจำนวนประชากร โดยที่จุดตรวจแห่งนี้มีประชาชนที่เข้ามารับวัคซีนในแต่วันไม่น้อยกว่า 130 คนต่อวัน 
95,            วันนี้(10 พ.ย. 64) ที่จุดตรวจท่าสาป อ.เมือง จ.ยะลา เจ้าหน้าที่สาธารณสุขยะลา ยังคงเปิดให้บริการฉีดวัคซีน “ไฟเซอร์”แก่ประชาชนที่มีความประสงค์และเดินทางเข้าภายในเขตของอำเภอเมืองยะลา ภายหลังจากที่จังหวัดยะลา เร่งเดินหน้าการฉีดวัคซีนแก่ประชาชนให้มีความครอบคลุมร้อยละ 70 ของจำนวนประชากร โดยที่จุดตรวจแห่งนี้มีประชาชนที่เข้ามารับวัคซีนในแต่วันไม่น้อยกว่า 130 คนต่อวัน
96,"        วันนี้ (10 พ.ย.64) นางจันทนา ศิริโยธิพันธ์ุ รองนายแพทย์สาธารณสุขจังหวัดประจวบคีรีขันธ์ เปิดเผยว่า การฉีดวัคซีนโควิด-19 เพื่อสร้างภูมิคุ้มกันหมู่ให้กับประชาชนในพื้นที่ จ.ประจวบฯ ล่าสุดมีผู้ได้รับวัคซีนเข็ม 1  แล้ว 362,694 คน คิดเป็นร้อยละ 62.7 มีผู้ได้รับวัคซีนครบ 2 เข็มแล้ว 285,738 คนคิดเป็นร้อยละ 49.4 และมีผู้ได้รับวัคซีนกระตุ้นภูมิคุ้มกันเข็ม 3 จำนวน 19,170 คน ส่วนการฉีดวัคซีนไฟเซอร์ให้กับเด็กนักเรียนอายุ 12 ปีขึ้นไปในสถานศึกษาทุกสังกัดของ จ.ประจวบฯ ขณะนี้มีเด็กที่ได้รับวัคซีนเข็ม 1 แล้ว 33,480 คน จากจำนวนเด็กนักเรียนที่ประสงค์ขอรับวัคซีน 38,140 คน คิดเป็นร้อยละ 87 และมีเด็กที่ได้รับวัคซีนครบ 2 เข็มแล้ว 12,004 คน ซึ่งการเปิดการเรียนการสอนในรูปแบบปกติที่โรงเรียนหรือรูปแบบ On Site นั้น โรงเรียนที่จะเปิดเรียนได้ต้องมีเด็กนักเรียนได้รับวัคซีนไม่ต่ำกว่าร้อยละ 85 ของจำนวนนักเรียนทั้งหมดในโรงเรียน นอกจากนี้ จ.ประจวบฯ จะเริ่มใช้สูตรการฉีดวัคซีนใหม่คือเข็ม 1 แอสตร้าฯ เข็ม 2 ไฟเซอร์ กับกลุ่มเสี่ยง 608 คือผู้สูงอายุ 60 ปีขึ้น ผู้ป่วย 7 กลุ่มโรค และหญิงตั้งครรภ์ 12 สัปดาห์ขึ้นไป โดยเร่งประชาสัมพันธ์สร้างความรู้ความเข้าใจกับประชาชนถึงการฉีดวัคซีนสูตรใหม่นี้ที่มีประสิทธิภาพมากขึ้นและมีความปลอดภัย"
97,"        วันนี้ (10 พ.ย.64) ณ ศูนย์บริหารสถานการณ์โควิด-19 จังหวัดเลย นายโสภณ สุวรรณรัตน์ รองผู้ว่าราชการจังหวัดเลย พร้อมด้วยนายอภิชาติ สบู่แก้ว ร่วมแถลงสถานการณ์โควิด-19 ประจำสัปดาห์ ซึ่งพบว่าวันนี้มีผู้ติดเชื้อโควิด-19 เพิ่มจำนวน 11 ราย โดยเป็นการติดเชื้อจากในพื้นที่ 10 ราย และนอกพื้นที่ 1 ราย ทำให้จังหวัดเลยมีผู้ป่วยโควิด-19 สะสมจำนวน 4,011 ราย รักษาหายแล้วจำนวน 3,561 ราย กำลังรักษาตัวอยู่ 417 ราย และหายป่วยกลับบ้านวันนี้ 35 ราย โดยผู้ป่วยที่ติดเชื้อในพื้นที่ทั้ง 10 รายเชื่อมโยงกับกรณีคลัสเตอร์หรือพบเป็นกลุ่มก้อนในพื้นที่"
98,        วันที่ 10 พฤศจิกายน 2564 เวลา 10.00 น. ที่ห้องประชุมพระธาตุพนม ชั้น 5 ศาลากลางจังหวัดนครพนม (หลังใหม่) นายชาธิป รุจนเสรี ผู้ว่าราชการจังหวัดนครพนม มอบหมายนายสุวิทย์ จันทร์หวร รองผู้ว่าราชการจังหวัดนครพนม พร้อมนายธวัชชัย รอดงาม รองผู้ว่าราชการจังหวัดนครพนม ประชุมคณะกรรมการโรคติดต่อจังหวัดนครพนม ครั้งที่ 113/2564 โดยสำนักงานสาธารณสุขจังหวัดนครพนม นำเสนอภาพรวมสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (COVID-19) ให้ที่ประชุมทราบ 
99,        เช้าวันนี้ (10 พ.ย.64) เวลา 06.10-07.00 น. นายทวีป บุตรโพธิ์ ผู้ว่าราชการจังหวัดอำนาจเจริญ ให้เกียรติร่วมรายการ “ผู้ว่าฯ คุยกับประชาชน”ทาง สวท.อำนาจเจริญ ระบบ F M คลื่นความถี่ 103.25 MHz.   
100,    คณะกรรมาธิการที่ปรึกษาด้านวัคซีนของเยอรมนี ออกแถลงการณ์แนะนำให้ผู้ที่มีอายุต่ำกว่า 30 ปี และหญิงตั้งครรภ์ ควรรับการฉีดวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค เท่านั้น เนื่องจากมีความเสี่ยงพบอาการไม่พึงประสงค์หลังการฉีดวัคซีนโดยเฉพาะภาวะกล้ามเนื้อหัวใจหรือเยื่อหุ้มหัวใจอักเสบ ต่ำกว่าวัคซีนโควิด-19 ชนิดเอ็มอาร์เอ็นเอ ขนานอื่น
101,เรือนจำบึงกาฬ ประกาศเปิดเยี่ยมญาติ ในช่องทางปกติ ตั้งแต่ 15 พฤศจิกายน 64 นี้ แต่ญาติต้องจองเยี่ยมล่วงหน้า และได้รับวัคซีนโควิด-19 มาแล้วอย่างน้อย 2 เข็ม
102,ที่ศาลเจ้าพ่อหลักเมือง มังกรสวรรค์ อ.เมือง จ.สุพรรณบุรี โรงพยาบาลเจ้าพระยายมราช ได้จัดฉีดวัคซีน ป้องกันโควิด 19 แบบ WALK IN วอล์คอิน ให้กับประชาชน ทั้งเข็ม 1-3 โดยมีประชาชนมาฉีดวัคซีนกันอย่างคึกคัก โดยมีนพ.ณรงค์ ประกายรุ้งทอง รอง ผอ.ด้านการบริหารปฐมภูมิ นพ.ชาติชาย สามัคคีนิช รองผอ.ด้านการพัฒนาระบบและการสนับสนุนบริการสุขภาพ รพ.ศูนย์เจ้าพระยายมราช พร้อม ทีมแพทย์และเจ้าหน้าที่จากรพ.ศูนย์เจ้าพระยายมราช เจ้าหน้าที่สาธารณสุขจังหวัดสุพรรณบุรี อำนวยความสะดวกเพื่อรณรงค์ให้ประชาชนฉีดวัคซีน ป้องกันไวรัสโควิด 19
103,           กระทรวงสาธารณสุขอิสราเอล รายงานว่า ทางการอิสราเอล ดำเนินการฉีดวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค เข็มที่ 3 ให้ประชาชนไปแล้ว กว่า 4 ล้านคน หรือประมาณร้อยละ 42 ของประชากรทั้งหมด หลังเริ่มดำเนินการ ตั้งแต่วันที่ 1 สิงหาคม ที่ผ่านมา เพื่อกระตุ้นภูมิคุ้มกันโรคโควิด-19 ให้ประชาชน 
104,        ที่หอประชุมเฉลิมพระเกียรติ 80 พรรษา จังหวัดกาฬสินธุ์ ประชาชนเดินทางเข้ารับการฉีดวัคซีนป้องกันโรคโควิด-19 อย่างล้นหลาม ในแคมเปญ 11: 11
105,สำนักข่าวต่างประเทศ รายงานว่า คณะผู้เชี่ยวชาญของกระทรวงสาธารณสุขญี่ปุ่น อนุมัติให้ดำเนินการฉีดวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค เข็มที่ 3 ให้ผู้ที่มีอายุ 18 ปีขึ้นไป เพื่อกระตุ้นภูมิคุ้มกันโรคโควิด-19 ให้ประชาชน โดยจะเริ่มฉีดให้บุคลากรทางการแพทย์ เป็นกลุ่มแรก ตั้งแต่เดือนธันวาคม นี้
106,        วันที่ 10 พฤศจิกายน 2564 นายศิลปชัย ประเสริฐศรี นายอำเภอนาเยีย ลงพื้นที่ตรวจเยี่ยมและให้กำลังใจเจ้าหน้าที่ให้บริการฉีดวัคซีน เครือข่ายบริการสุขภาพอำเภอนาเยีย ออกปฎิบัติงานบริการวัคซีน ดังนี้
107,รองโฆษกประจำสำนักนายกรัฐมนตรี เปิดเผย รัฐบาลเตรียมจัดซื้อยาโมลนูพิราเวียร์และแพกซ์โลวิด เพื่อดูแลผู้ป่วยโควิด-19 ขณะที่องค์การเภสัชกรรมเปิดจำหน่ายชุดตรวจATK 40 บาท ผ่านเว็บไซต์ วันพรุ่งนี้
108,รองนายกฯ อนุทิน เผยวัคซีนล็อตบริจาค โมเดอร์นา 1 ล้านโดส ซิโนแวค 1.5 ล้านโดส จะถึงไทยสัปดาห์หน้า ชี้จัดฉีดให้ตามความเหมาะสม พร้อมอำนวยความสะดวกเติมเข็ม 3 และ 4 สำหรับผู้จะเดินทางไปต่างประเทศเพื่อให้เข้ากับกฎระเบียบของประเทศปลายทาง
109,        วันนี้ (11 พ.ย.64) ที่หอประชุมเฉลิมพระเกียรติ 80 พรรษา จังหวัดกาฬสินธุ์ ประชาชนเดินทางเข้ารับการฉีดวัคซีนป้องกันโรคโควิด-19 อย่างล้นหลาม ในแคมเปญ 11: 11 วันที่ 11 เดือน 11 โดยนายทรงพล ใจกริ่ม ผู้ว่าราชการจังหวัดกาฬสินธุ์ พร้อมด้วย นายอภิชัย ลิมานนท์ นายแพทย์สาธารณสุขจังหวัดกาฬสินธุ์ นายแพทย์ประมวล ไทยงามศิลป์ ผู้อำนวยการโรงพยาบาลกาฬสินธุ์ คณะแพทย์ บุคลากรทางการแพทย์ ได้ตรวจเยี่ยมประชาชนและเจ้าหน้าที่ที่ให้บริการประชาชน
110,           สำนักข่าวต่างประเทศ รายงานว่า คณะผู้เชี่ยวชาญของกระทรวงสาธารณสุขญี่ปุ่น อนุมัติให้ดำเนินการฉีดวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค เข็มที่ 3 ให้ผู้ที่มีอายุ 18 ปีขึ้นไป ซึ่งได้รับวัคซีนโควิด-19 ครบโดสแล้ว อย่างน้อย 8 เดือน เพื่อกระตุ้นภูมิคุ้มกันโรคโควิด-19 โดยจะดำเนินการฉีดวัคซีนเข็มกระตุ้นให้แก่บุคลากรทางการแพทย์ เป็นกลุ่มแรก ตั้งแต่เดือนธันวาคม นี้
111,"จังหวัดอุดรธานี รณรงค์ฉีดวัคซีน11 เดือน 11 เข็ม 1 ""วัคซีนเลือกได้"" ผู้ว่าราชการจังหวัดอุดรธานี เชิญชวนประชาชนฉีดวัคซีนสร้างภูมิคุ้มกันกลุ่ม เปิดเรียนเปิดเมือง ประชาชนสามารถ WALK IN  และเลือกฉีดวัคซีนได้ตามความสมัครใจ ในขณะที่เข็ม 3 เป็นการฉีดแอสตร้าเซนเนก้า ให้กับผู้ที่ได้รับการฉีดวัคซีนซิโนแวค 2 เข็มก่อนหน้านี้ ส่วนไฟเซอร์นักเรียนจะเปิดให้ฉีดในวันจันทร์ - อังคารที่ 15-16 และเก็บตกทุกวันพฤหัสบดีตลอดเดือนนี้ วันที่ 11 พฤศจิกายน 2564 ซึ่งเป็นวันแห่งการณรงค์ฉีดวัคซีนอุดรธานี 11/11 "
112,"จังหวัดอุดรธานี รณรงค์ฉีดวัคซีน11 เดือน 11 เข็ม 1 ""วัคซีนเลือกได้"" ผู้ว่าราชการจังหวัดอุดรธานี เชิญชวนประชาชนฉีดวัคซีนสร้างภูมิคุ้มกันกลุ่ม เปิดเรียนเปิดเมือง ประชาชนสามารถ WALK IN  และเลือกฉีดวัคซีนได้ตามความสมัครใจ ในขณะที่เข็ม 3 เป็นการฉีดแอสตร้าเซนเนก้า ให้กับผู้ที่ได้รับการฉีดวัคซีนซิโนแวค 2 เข็มก่อนหน้านี้ ส่วนไฟเซอร์นักเรียนจะเปิดให้ฉีดในวันจันทร์-อังคาร ที่ 15-16 และเก็บตกทุกวันพฤหัสบดีตลอดเดือนนี้ วันที่ 11 พฤศจิกายน 2564 ซึ่งเป็นวันแห่งการณรงค์ฉีดวัคซีนอุดรธานี 11/11 "
113,ผวจ.อดเยี่ยมศูนย์บริการฉีดวัคซีนโควิด-19 รพ.สต.โนนสูง นายสยาม ศิริมงคล ผู้ว่าราชการจังหวัดอุดรธานี เยี่ยมให้กำลังใจเจ้าหน้าที่ผู้ปฏิบัติงานให้บริการฉีดวัคซีนป้องกันโควิด -19 ที่โรงพยาบาลส่งเสริมสุขภาพตำบลโนนสูง ประชาสัมพันธ์เชิญชวนประชาชนออกมาฉีดวัคซีน หลังปรับสูตรให้สอดคล้องและตรงตามความต้องการของประชาชนมากขึ้น วันที่ 11 พฤศจิกายน 2564 ที่โรงพยาบาลส่งเสริมสุขภาพตำบลโนนสูง ตำบลโนนสูง อำเภอเมืองอุดธานี จังหวัดอุดธานี 
114,    เจ้าหน้าที่สาธารณสุข พยาบาลวิชาชีพ สังกัดสำนักงานสาธารณสุขอำเภอแม่สะเรียง พร้อมด้วยเภสัชกรจากโรงพยาบาลแม่สะเรียง ลงพื้นที่ปฏิบัติภารกิจฉีดวัคซีนนอกสถานบริการ ตามแผนการฉีดวัคซีนเชิงรุก ณ บ้านสล่าเชียงตอง ตำบลเสาหิน อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน โดยมีกลุ่มเป้าหมายเป็นนักเรียนโรงเรียนเพียงหลวง 11 ที่ต้องเข้ารับการฉีดวัคซีนไฟเซอร์ 
115,วันนี้ (12 พ.ย.64) โรงพยาบาลยะลา ได้เปิดให้ประชาชน walk in ฉีดวัคซีนไฟเซอร์ เข็ม 3 สำหรับผู้ที่ได้ฉีดวัคซีนซิโนฟาร์ม ของเทศบาลนครยะลา ครบ 2 เข็ม ก่อน 13 สิงหาคม 2564 ขึ้นอีกครั้ง  หลังจากได้เปิดให้บริการไปแล้วในวันที่ 8 และ 9 พ.ย.64  รวมทั้งฉีดเข็ม 2 ไฟเซอร์ ตามนัด รับ walk in  เข็ม 1 สำหรับผู้ที่ยังไม่เคยได้รับวัคซีนใดมาก่อน และเข็ม 3 ไฟเซอร์ เพื่อเร่งสร้างภูมิคุ้มกันหมู่ให้กับประชาชน
116,บรรษัทกระจายเสียงและแพร่ภาพแห่งญี่ปุ่น หรือ เอ็นเอชเค รายงานว่า 
117,ยะลา ฉีดวัคซีนไฟเซอร์เข็ม 3 กระตุ้นภูมิป้องกันโควิด-19 ให้ผู้สูงอายุบ้านทักษิณ 
118,           ไต้หวันระงับการฉีดวัคซีนโควิด-19 ของไฟเซอร์/ไบโอเอ็นเทค เข็มสองให้เด็กอายุ 12-17ปี เนื่องจากกังวลว่าจะเพิ่มความเสี่ยงของการเกิดภาวะกล้ามเนื้อหัวใจอักเสบ และเยื่อหุ้มหัวใจอักเสบ
119,"วันที่ 12 พฤศจิกายน 2564 นางศิวพร ฉั่วสวัสดิ์ ผู้ว่าราชการจังหวัดหนองบัวลำภู พร้อมด้วย นายแพทย์ไพฑูรย์ ใบประเสริฐ ผู้อำนวยการโรงพยาบาลหนองบัวลำภู รองนายแพทย์สาธารณสุข นายอำเภอเมืองหนองบัวลำภู ลงพื้นที่ให้กำลังใจแก่ประชาชนที่เดินทางมารับวัคซีนป้องกันโรคโควิด-19 ณ ศูนย์แพทย์ชุมชน อำเภอเมืองหนองบัวลำภู สำหรับประชาชนที่มีอายุ 18 ปี ขึ้น สำหรับสถานการณ์การแพร่ระบาดของเชื้อโควิด-19 ในพื้นที่จังหวัดหนองบัวลำภู ข้อมูล ณ วันที่ 12 พฤศจิกายน 2564 มีจำนวนผู้ติดเชื้อรายใหม่ จำนวน 23 ราย แยกเป็นติดเชื้อในพื้นที่ 19 ราย ติดเชื้อมาจากพื้นที่อื่น 4 ราย รวมมีผู้ติดเชื้อตั้งแต่เดือนเมษายนที่ผ่านมา รวม 4,346 ราย รักษาหาย 4,194 ราย ยังคงเหลือรักษาในโรงพยาบาล 130 ราย มียอดผู้เสียชีวิตสะสม 22 ราย"
120,        วันนี้ (12 พ.ย.64) ศูนย์ปฏิบัติการฉุกเฉินด้านการแพทย์และสาธารณสุขจังหวัดเลย รายงานพบผู้ติดเชื้อโควิด-19 ในจังหวัดเลยเพิ่มขึ้นจำนวน 15 ราย โดยผู้ติดเชื้อวันนี้เป็นผู้ติดเชื้อจากในพื้นที่ 14 ราย และนอกพื้นที่ 1 ราย หายป่วยกลับบ้านวันนี้จำนวน 21 ราย โดยผู้ติดเชื้อในพื้นที่ทั้ง 14 ราย เชื่อมโยงจากการแพร่ระบาดในลักษณะกลุ่มก้อนหรือคลัสเตอร์ในพื้นที่บ้านโคกมน ตำบลผาน้อย อำเภอวังสะพุง จำนวน 4 ราย คลัสเตอร์บ้านห้วยกาบเปลือย ตำบลโนนป่าซาง อำเภอผาขาว จำนวน 2 ราย และคลัสเตอร์อื่นๆ ซึ่งวันนี้พบผู้ป่วยติดเชื้อเป็นแม่ชี อายุ 81 ปี โดยมีสถานที่เสี่ยงต่อการแพร่เชื้อที่สำคัญสถานปฏิบัติธรรมมณฑลอริยสาวก บ้านก้างปลา ตำบลด่านซ้าย อำเภอด่านซ้าย จังหวัดเลย
