,news_text
61,    สหรัฐเร่งตรวจสอบหลังพบการเกิดอาการกล้ามเนื้อหัวใจอักเสบในผู้ฉีดวัคซีนโควิด-19 ที่ใช้เทคโนโลยีแบบmRNA แต่ไม่ระบุว่าเป็นวัคซีนของไฟเซอร์หรือโมเดอร์นา
62,           สำนักข่าวต่างประเทศ รายงานโดยอ้างแถลงการณ์ของกระทรวงสาธารณสุขอิสราเอล ที่ระบุว่า อิสราเอล เตรียมยุติการบังคับใช้มาตรการควบคุมการแพร่ระบาดโรคโควิด-19 ภายในประเทศ และยกเลิกระบบรับรองการฉีดวัคซีนโควิด-19 หรือ “กรีนพาส” ในเดือนมิถุนายน นี้ หลังกระบวนการฉีดวัคซีนโควิด-19 ของอิสราเอล ประสบผลสำเร็จ จนแทบไม่พบผู้ติดเชื้อรายใหม่
63,           สหรัฐเร่งตรวจสอบหลังพบการเกิดอาการกล้ามเนื้อหัวใจอักเสบในผู้ฉีดวัคซีนโควิด-19 ที่ใช้เทคโนโลยีแบบเอ็มอาร์เอ็นเอ (mRNA) แต่ไม่ระบุว่าเป็นวัคซีนของไฟเซอร์หรือโมเดอร์นา
64,            เช้าวันนี้ (25 พ.ค.64) นายชูชีพ พงษ์ไชย รองผู้ว่าราชการจังหวัดสุพรรณบุรี เป็นประธานการประชุมคณะอนุกรรมการประชาสัมพันธ์แห่งชาติ ระดับจังหวัดจังหวัดสุพรรณบุรี ครั้งที่ 1/2564 ที่ห้องประชุมศาลากลาง จ.สุพรรณบุรี เพื่อขับเคลื่อนยุทธศาสตร์ชาติ 20 ปี  นโยบายและแผนการประชาสัมพันธ์แห่งชาติ ฉบับที่ 5 และแผนพัฒนาจังหวัด จ.สุพรรณบุรีไปสู่การปฏิบัติ
65,"           สำนักข่าวซินหัวรายงานโดยอ้างผลสำรวจความคิดเห็นของโซเชียล เวเธอร์ สเตชันส์ สถาบันวิจัยทางสังคมของฟิลิปปินส์ ระหว่างวันที่ 28 เมษายน – 2 พฤษภาคม ที่ผ่านมา พบว่า ร้อยละ 39 ของชาวฟิลิปปินส์วัยผู้ใหญ่ จำนวน 1,200 คน นิยมวัคซีนโควิด-19 ของซิโนแวคจากจีน มากกว่าวัคซีนของผู้ผลิตรายอื่น รองลงมาได้แก่ วัคซีนของไฟเซอร์- ไบโอเอ็นเทค ร้อยละ 33 วัคซีนของแอส ตราเซเนกา ร้อยละ 22 และวัคซีนของจอห์นสันแอนด์จอห์นสัน ร้อยละ 10 ตามลำดับ"
66,           หน่วยงานวิทยาศาสตร์สุขภาพของสิงคโปร์อนุมัติให้จัดเก็บวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค ในอุณหภูมิ 2 – 8 องศาเซลเซียส ซึ่งเป็นอุณหภูมิของตู้เย็นทั่วไป ได้นานสูงสุด 31 วันเพื่อเอื้อประโยชน์ต่อการขนส่งและจัดเก็บวัคซีนซึ่งเป็นส่วนสำคัญที่ช่วยให้กระบวนการฉีดวัคซีนโควิด-19 ของสิงคโปร์ คืบหน้าอย่างมั่นคง อย่างไรก็ตามหากต้องการจัดเก็บวัคซีนดังกล่าวในระยะยาว ยังต้องเก็บให้อุณหภูมิ ลบ 70 องศาเซลเซียส
67,           นายสตีเฟน แบนเซล ประธานเจ้าหน้าที่บริหารบริษัทโมเดอร์นา ของสหรัฐ กล่าววานนี้ว่า การทดลองเผยให้เห็นว่า วัคซีนโควิด-19 ของบริษัทฯ มีประสิทธิภาพสูงในกลุ่มคนวัยเยาว์ ที่มีอายุระหว่าง 12-17 ปี และบริษัทก็จะขออนุมัติจากสำนักงานอาหารและยาของสหรัฐหรือเอฟดีเอ ในเดือนมิถุนายนนี้
68,"           ผลการสำรวจโดยสถาบันวิจัยทางสังคมของฟิลิปปินส์ ระหว่างวันที่ 28 เมษายน                           -2 พฤษภาคม พบว่าร้อยละ 39 ของประชากรวัยผู้ใหญ่จำนวน 1,200 คน นิยมวัคซีนโคโรนาแวก               ที่ผลิตโดยบริษัทซิโนแวก ไบโอเทค ของจีน ตามมาด้วยไฟเซอร์-ไบโอเอ็นเทคร้อยละ 33                          แอสตราเซเนกา ร้อยละ 22 และจอห์นสันแอนด์จอห์นสันร้อยละ 10โดยผู้ตอบแบบสำรวจได้รับรายชื่อวัคซีนแบบสุ่ม 10 ขนาน และสามารถเลือกวัคซีนที่ชอบได้มากกว่า 1 ขนาน."
69, นายวิษณุ เครืองาม รองนายกรัฐมนตรี กล่าวถึงราชกิจจานุเบกษา ลงประกาศให้ราชวิทยาลัยจุฬาภรณ์สามารถจัดหาวัคซีน อุปกรณ์ทางการแพทย์ เวชภัณพ์ เข้ามารักษาประชาชนในช่วงสถานการณ์โควิด 19 ได้ ว่า ทุกอย่างยังจะต้องปฎิบัติตามกฎหมายที่มีอยู่ ไม่ใช่การนำเข้าแบบอิสระ ยังต้องปฎิบัติตามกฎหมายต่างๆที่มีอยู่ทุกประการ เช่น ต้องขออนุญาต อย. ดังนั้นจำเป็นต้องมีการออกประกาศรับรองเพื่อให้ราชวิทยาลัยจุฬาภรณ์ มีคุณสมบัติและไปยื่นขอเจรจานำเข้าวัคซีนได้ และเป็นการใช้อำนาจในช่วงสถานการณ์โควิด 19 และช่วงที่ขาดแคลนเท่านั้น 
70,"        เจ้าหน้าที่กองอำนวยการร่วมประสานงานประจำด่านตรวจคนเข้าเมืองเบตงยังคงเพิ่มความเข้มในการคัดกรองแรงงานไทยที่เดินทางกลับจากประเทศมาเลเซีย หลังพบสถิติผู้ป่วยรายวันในประเทศมาเลเซียสูงสุด 7,857 คน ตั้งแต่เผชิญกับการแพร่ระบาดของโรค เมื่อเดือนมกราคมปีที่ผ่านมา"
71,    นายกรัฐมนตรีอังเกลา เมร์เคล ของเยอรมนี ประกาศว่า เยอรมนีเตรียมอนุญาตให้ดำเนินการฉีดวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค ให้เด็กอายุ 12 ปี ขึ้นไป ตั้งแต่วันที่ 7 มิถุนายน นี้ ซึ่งขั้นตอนอยู่ระหว่างรอการอนุมัติจากองค์การยาแห่งยุโรป 
72,"           ไต้หวันรายงานเมื่อวานนี้พบผู้ติดเชื้อโควิด-19 รายใหม่ 320 คน ทั้งหมดเป็นการติดเชื้อในชุมชน ซึ่งนับเป็นวันที่ 14 ติดต่อกันที่ตัวเลขผู้ติดเชื้อในชุมชนรายวันเกิน 200 คน นอกจากนี้ยังมีผู้ติดเชื้อที่ผลตรวจตกค้างอีก 166 คน เป็นการติดเชื้อในชุมชนทั้งหมดเช่นกัน ขณะที่วันเดียวพบผู้เสียชีวิตถึง 21 คน ซึ่งเป็นตัวเลขผู้เสียชีวิตจากโรคโควิด-19 รายวันสูงสุดนับตั้งแต่เริ่มเกิดการระบาด โดยเวลานี้ไต้หวันมียอดผู้ติดเชื้อโควิด-19 สะสมอยู่ที่ 7,806 คน และเสียชีวิตแล้ว 99 คน"
73,
74,           อังกฤษอนุมัติการใช้วัคซีนขนานที่ 4 แล้วเมื่อวันศุกร์ที่ผ่านมา ท่ามกลางความหวังในการผลักดันการฉีดวัคซีน เพื่อที่ประเทศจะได้กลับมาเปิดเศรษฐกิจอีกครั้ง แม้จะกังวลเรื่องเชื้อกลายพันธุ์ใหม่ของโรคโควิด-19
