,news_text
34,นายแพทย์ โอภาส  การย์กวินพงศ์  อธิบดีกรมควบคุมโรค  กล่าวถึงกรณีที่นักวิชาการให้ข้อมูลถึงสายพันธุ์โอไมครอน ว่าวัคซีนไฟเซอร์ 2 เข็ม ไม่สามารถป้องกันได้ ว่าจากข้อมูลข่าวสารเรื่องของโรคติดเชื้อโควิด -19 ส่วนใหญ่เป็นความเห็นและความรู้สึกมากกว่าข้อเท็จจริง โดยกระทรวงสาธารณสุข ได้รวบรวมข้อมุลทุกหน่วยงานที่เกี่ยวข้อง รวมถึงองค์การอนามัยโลกผ่านการวิเคราะห์จากนักวิชาการ ซึ่งการติดเชื้อสายพันธุ์โอไมครอนไม่ต่างกับสายพันธุ์อื่น ยังคงติดต่อจากละอองฝอยเป็นหลัก ติดต่อผ่านทางลม อากาศ พบได้น้อยมาก  ทั้งนี้ไม่ว่าวัคซีนชนิดไหน ไม่สามารถป้องกันการติดเชื้อได้  100% แต่มีประสิทธิภาพ การติดเชื้อได้ 
35,โรงพยาบาลศรีสังวาลย์ แจ้งผู้เสี่ยงสัมผัสติดเชื้อโควิด-19 ผู้มีประวัติเดินทางไปหรือใช้บริการสถานที่ดังต่อไปนี้ ร้านชาบูเสียบไม้/ร้านคิดเจริญ/ร้านหมูอินเตอร์/ร้านหมูสดภาคเหนือ ระหว่างวันที่ 29 พฤศจิกายน 2564-1 ธันวาคม 2564 ขอให้สังเกตอาการ 14 วัน (นับจากวันที่สัมผัสเสี่ยงวันสุดท้าย) หากพบอาการผิดปกติให้เข้ารับการตรวจหาเชื้อโควิด-19 ได้ที่คลินิกโรคติดเชื้อทางเดินหายใจเฉียบพลัน (ARI CLINIC) โรงพยาบาลศรีสังวาลทุกวัน เวลา 08.30-16.30 น. หรือโรงพยาบาลใกล้บ้าน
36,ประมวลข่าวทั่วไทยประจำวันที่ 6 ธันวาคม 2564
37,ศูนย์ให้บริการฉีดวัคซีนป้องกันโควิด-19 ในพื้นที่จังหวัดลำปาง ขยายเวลาให้ประชาชนสามารถเลือกสูตรฉีดวัคซีน และพกบัตรประชาชน walk in เข้ารับบริการ ณ ศูนย์บริการฉีดวัคซีนโควิด-19 ที่อยู่ใกล้บ้าน โดยไม่ต้องจองคิวล่วงหน้า เพื่อในการสร้างภูมิคุ้มกันหมู่ตามนโยบาย 100 วัน 100% คนลำปางฉีดวัคซีนครบ 100% ภายใน 100 วัน และนโยบายแผนการฉีดวัคซีนโควิด-19 ของไทย ตามเป้าหมาย 100 ล้านโดส ศูนย์ฉีดวัคซีนอำเภอเมืองลำปาง วิทยาลัยพยาบาลบรมราชชนนี นครลำปาง ในวันที่ 7-9 ธันวาคม 2564 เวลา 08.00 - 15.00 น. เข็มแรกมี 3 สูตร สูตรที่ 1 AstraZeneca + AstraZeneca สูตรที่ 2 AstraZeneca + Pfizer สูตรที่ 3 Pfizer + Pfizer (วันละ 600 คน) และเข็มที่ 3 
38,ยะลา เร่งตรวจเชิงรุกตลาดเกษตร หวั่นโควิด โอมิครอนระบาด หลังตรวจซากโควิด เจอเชื้อในท่อระบายน้ำ ขณะ รพ.ยะลา เปิดจองฉีดโมเดอร์นา รอบสอง ประชาชนเบาบาง
39,"จากจำนวนยอดการฉีดวัคซีน โควิด-19 ซึ่ง ทางจังหวัดยะลา ได้ตั้งเป้าหมาย 70% ภายในวันที่ 5 ธ.ค 64  โดยในวันที่ 7 ธ.ค 64 ประชาชนฉีดเข็ม 1 ไปแล้ว 345,955 คน คิดเป็นร้อยละ 63.13 เข็ม 2 จำนวน 283,976 ร้อยละ 51.82 และเข็ม 3 จำนวน 17,010 คน คิดเป็นร้อยละ 3.10 ฉีดแล้วสะสม 646,941 โดส  ซึ่งปัจจุบันการฉีดวัคซีนทั้งจังหวัดยังไม่เป็นไปตามเป้าหมายที่ได้ตั้งไว้"
40,"เช้าวันนี้ ( 8 ธ.ค. 64) เวลา 08.00 น. ที่ศูนย์ผู้สูงอายุ (ท่าแจง) อ.เมือง จังหวัดชัยนาท ประชาชนในเขตพื้นที่อำเภอเมือง จังหวัดชัยนาท ทยอยออกมารับบริการฉีดวัคซีน ไฟเซอร์ เข็มที่ 1 โดยมีกลุ่มอายุที่เข้ารับบริการตั้งแต่ 12 ปี – 17 ปี รวมไปถึงประชาชนทั่วไป เข้ารับบริการอย่างหนาแน่น ทั้งนี้การให้บริการฉีดวัคซีนทางเลือก ไฟเซอร์ ของโรงพยาบาลชัยนาทนเรนทร โดยเริ่มระบบวอร์คอินฉีดวัคซีนในวันที่ 8 ธันวาคม 2564 ตั้งแต่เวลา 00.30 – 15.00 น. จำนวน 1,000 ราย "
41,วันนี้ (8 ธันวาคม 2564) เทศบาลนครยะลา ได้ร่วมกับโรงพยาบาลยะลา เปิดบริการฉีดวัคซีนไฟเซอร์ ให้กับประชาชน ตั้งแต่เวลา 08.30-16.00 น. ณ ศูนย์บริการสาธารณสุขธนวิถี (ใกล้สถานีดับเพลิงธนวิถี) ซึ่งมีประชาชนทยอยเดินทางมาเข้ารับบริการกันอย่างต่อเนื่อง
42, สำนักข่าวบลูมเบิร์กรายงานอ้างคำกล่าวของนายอเล็กซ์ ซิกาล หัวหน้าฝ่ายวิจัยของห้องปฏิบัติการแห่งสถาบันวิจัยสุขภาพแอฟริกาในเมืองเดอร์บัน ประเทศแอฟริกาใต้ ว่า เชื้อ โควิด-19 กลายพันธุ์สายพันธุ์โอมิครอนสามารถหลบหลีกภูมิคุ้มกันที่เกิดจากวัคซีนของไฟเซอร์/ ไบโอเอ็นเทคได้บางส่วน นอกจากนี้นักวิจัยจากสถาบันดังกล่าวยังพบว่า เชื้อโอมิครอนส่งผลให้ระดับแอนติบอดีชนิดลบล้างฤทธิ์ของผู้ที่ได้รับวัคซีนของไฟเซอร์-ไบออนเทคจำนวน 2 โดส ลดลงประมาณ 40 เท่า เมื่อเทียบกับสายพันธุ์ที่ตรวจพบในจีนเมื่อเกือบ 2 ปีที่แล้ว อย่างไรก็ตามนายซิกาลกล่าวแม้ภูมิคุ้มกันจะลดลงอย่างมาก แต่ไม่ทั้งหมด โดยภูมิคุ้มกันที่เกิดจากวัคซีนจะมีการพัฒนา    มากขึ้น เมื่อได้รับเข็มกระตุ้น  ทั้งนี้เชื้อกลายพันธุ์โอมิครอนถูกพบครั้งแรกในแอฟริกาใต้ แต่จนถึงขณะนี้ยังไม่มีข้อมูล ชี้ชัดว่า เชื้อนี้มีความรุนแรงกว่าสายพันธุ์ก่อนหน้าหรือไม่. 
43,"นายอภิชาต สะบู่แก้ว ผู้ช่วยนายแพทย์สาธารณสุขจังหวัดเลย เปิดเผยว่า จังหวัดเลย ยังคงรณรงค์ฉีดวัคซีนป้องกันโรคโควิด-19 ให้กับประชาชนอย่างต่อเนื่อง ซึ่งปัจจุบันจำนวนผู้ฉีดวัคซีนโควิด-19 ในจังหวัดเลยยังไม่เป็นไปตามเป้าหมายที่กำหนด โดยมีผู้ได้รับวัคซีนเข็มที่ 1 จำนวน 373,227 ราย คิดเป็นร้อยละ 58.29 และเข็มที่ 2 จำนวน 318,214 ราย คิดเป็นร้อยละ 47.70 โดยเป้าหมายการฉีดไม่ต่ำกว่าร้อยละ 70 ของจำนวนประชากรในจังหวัด"
44,
45,"นายอภิชาต สะบู่แก้ว ผู้ช่วยนายแพทย์สาธารณสุขจังหวัดเลย เปิดเผยว่า จังหวัดเลยยังคงรณรงค์ฉีดวัคซีนป้องกันโรคโควิด-19 ให้กับประชาชนอย่างต่อเนื่อง ซึ่งปัจจุบันจำนวนผู้ฉีดวัคซีนโควิด-19 ในจังหวัดเลยยังไม่เป็นไปตามเป้าหมายที่กำหนด โดยมีผู้ได้รับวัคซีนเข็มที่ 1 จำนวน 373,227 ราย คิดเป็นร้อยละ 58.29 และเข็มที่ 2 จำนวน 318,214 ราย คิดเป็นร้อยละ 47.70 โดยเป้าหมายการฉีดไม่ต่ำกว่าร้อยละ 70 ของจำนวนประชากรในจังหวัด"
46,นายแพทย์ โอภาส การย์กวินพงศ์ อธิบดีกรมควบคุมโรค กล่าวถึงกรณีที่นักวิชาการให้ข้อมูลถึงสายพันธุ์โอมิครอน ว่าวัคซีนไฟเซอร์ 2 เข็ม ไม่สามารถป้องกันได้ ว่าจากข้อมูลข่าวสารเรื่องของโรคติดเชื้อโควิด -19 ส่วนใหญ่เป็นความเห็นและความรู้สึกมากกว่าข้อเท็จจริง โดยกระทรวงสาธารณสุข ได้รวบรวมข้อมุลทุกหน่วยงานที่เกี่ยวข้อง รวมถึงองค์การอนามัยโลกผ่านการวิเคราะห์จากนักวิชาการ ซึ่งการติดเชื้อสายพันธุ์โอมิครอนไม่ต่างกับสายพันธุ์อื่น ยังคงติดต่อจากละอองฝอยเป็นหลัก ติดต่อผ่านทางลม อากาศ พบได้น้อยมาก ทั้งนี้ไม่ว่าวัคซีนชนิดไหน ไม่สามารถป้องกันการติดเชื้อได้ 100% แต่มีประสิทธิภาพ การติดเชื้อได้
47,ไฟเซอร์ บริษัทเวชภัณฑ์ใหญ่ของสหรัฐฯ และ ไบโอเอ็นเทค บริษัทเทคโนโลยีชีวภาพของเยอรมนี ออกแถลงการณ์ร่วมที่ระบุว่า การฉีดวัคซีนโควิด-19 เข็มที่ 3 มีประสิทธิภาพในการสร้างภูมิคุ้มกันต้านเชื้อโควิด-19 กลายพันธุ์โอมิครอน หลังผลการทดลองเบื้องต้น พบว่า การฉีดวัคซีนเข็มกระตุ้น ช่วยเพิ่มภูมิต้านทานถึง 25 เท่า เมื่อเทียบกับผู้ที่ฉีดวัคซีน 2 เข็ม และช่วยต้านเชื้อกลายพันธุ์โอมิครอน ได้ในระดับเดียวกับเชื้อโควิด-19 สายพันธุ์ก่อนหน้านี้
48,รพ.ยะลา เปิด Walk in โมเดอร์นา  ประชาชนเบาบาง ด้าน สสจ.ยะลา ชวนประชาชน ฉีดวัคซีนครบเข็มต้านภัยโควิด ขณะ ภาพรวม ทั้งจังหวัดฉีด แล้ว 63.21 % บรรยากาศฉีดวัคซีน โมเดอร์นา รอบสอง  เข็ม 2 และ เข็ม 3   และวัคซีน ไฟเซอร์เข็มแรก ที่ หน่วยบริการฉีดวัคซีนอาคารศรีนิบงศูนย์เยาวชนเทศบาลนครยะลา 
49, ม้าคะนองศึก แพร่ ยูไนเต็ด ลงฟาดแข้งศึกฟุตบอล M-150 Championship ฤดูกาล 2021/2022 นัดเก็บตก นัดที่ 12 ที่ถูกเลื่อนออกไปเนื่องจากสถานการณ์โควิด-19 ซึ่งแพร่ ยูไนเต็ด จะต้องบุกไปเยือน เชียงใหม่ เอฟซี ในวันเสาร์ที่ 6 พฤศจิกายน 2564 เลื่อนมาเป็นวันพุธที่ 8 ธันวาคม 2564
50, วันนี้ (9 ธ.ค. 64) เวลา 13.30 น. นายสุวัฒน์ เข็มเพชร รองผู้ว่าราชการจังหวัดยโสธร เป็นประธานการประชุมคณะกรรมการโรคติดต่อจังหวัดยโสธร ครั้งที่ 52/2564 โดยมีนายชัยวัฒน์ ชัยเวชพิสิฐ ปลัดจังหวัดยโสธร พร้อมด้วยคณะกรรมการโรคติดต่อจังหวัดยโสธร หัวหน้าส่วนราชการที่เกี่ยวข้อง เข้าร่วมประชุม ณ ห้องประชุม 1 ชั้น 4 สำนักงานสาธารณสุขจังหวัดยโสธร และนายอำเภอในพื้นที่จังหวัดยโสธร ได้ร่วมประชุมทางทางไกลด้วย เพื่อรับทราบสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (COVID-19) ผลการฉีดวัคซีน และการรณรงค์ฉีดวัคซีนป้องกันในพื้นที่จังหวัดยโสธร
51, วันนี้ 9 ธันวาคม 2564 จังหวัดยโสธร บรรยากาศการฉีดวัคซีนโควิด-19 ที่อาคารโอทอป สวนสาธารณะวิมานพญาแถน อ.เมืองยโสธร จ. ยโสธร สุดคึกคัก มีเยาวชนนักเรียน นักศึกษา และประชาชน มารับบริการฉีดวัคซีน ทั้งเข็ม 1 เข็ม 2 และ เข็ม 3 กันอย่างต่อเนื่อง ท่ามกลางการให้บริการของบุคลากรทางการแพทย์ และเจ้าหน้าที่จากโรงพยาบาลยโสธร เจ้าหน้าที่ รพ.สต. อสม. และหน่วยงานที่เกี่ยวข้องทุกภาคส่วน เพื่ออำนวยความสะดวกแก่ผู้ที่มารับการฉีดวัคซีนโควิด-19
52,จังหวัดนราธิวาสเดินหน้าฉีดวัคซีนกระตุ้นเข็ม 3 เพื่อสร้างภูมิคุ้มกันให้ประชาชน ตามแผนควบคุมและป้องกันการแพร่ระบาดของไวรัสโควิด-19 โดยผู้ที่ได้รับวัคซีนโควิด-19 ครบ 2 เข็ม สามารถเข้ารับบริการฉีดเข็มที่ 3 เป็นเข็มบูสเตอร์ ตามแนวทางการฉีด  ดังนี้ ฉีดวัคซีนซิโนแวค หรือซิโนฟาร์ม 2 เข็ม ให้เว้นระยะห่าง 1 เดือน จึงฉีดบูสเตอร์เข็ม3 โดยใช้วัคซีนแอสตร้าเซเนกา ไฟเซอร์ หรือโมเดอร์นา
53,นับเป็นเวลา ร่วม 6 เดือน ที่ อ.เมืองยะลา ได้เปิดหน่วยบริการฉีดวัคซีนป้องกันโควิด-19 เมื่อ 7 มิ.ย.64 ขึ้นที่ อาคารศรีนิบง ศูนย์เยาวชนเทศบาลนครยะลา ซึ่งเป็นศูนย์ที่ใหญ่ที่สุด ของ จ.ยะลา ในช่วงที่สถานการณ์โควิด-19 กำลังระบาดอย่างหนัก โดยฉีดวัคซีนให้กับประชาชนไปแล้วนับแสนคน ในช่วงแรก ทั้ง ซิโนแวค ซิโนฟาร์ม แอสตร้าเซนเนก้า และปัจจุบัน ไฟเซอร์ โมเดอร์นา 
54,           ศูนย์ควบคุมและป้องกันโรคสหรัฐหรือ ซีดีซี แนะนำให้ผู้มีอายุ 16-17ปีเข้ารับการฉีดวัคซีนโควิด-19 เข็มกระตุ้นของไฟเซอร์/ไบโอเอ็นเทค  หลังได้รับสองเข็มแรกผ่านมาแล้วอย่างน้อย  6 เดือน ท่ามกลางความกังวลเกี่ยวกับเชื้อกลายพันธุ์โอมิครอน
55,"วันที่ 10 ธ.ค. เวลา 10.00 น. ที่หอประชุมโรงเรียนหนองเข็งพิทยาคม ต.โนนสว่าง อ.เมืองบึงกาฬ จ.บึงกาฬ นางแว่นฟ้า ทองศรี นายก อบจ.บึงกาฬ เป็นประธานเปิดมหกรรมคนบึงกาฬ ร่วมใจ ต้านภัยโควิด -19 ด้วยการฉีดวัคซีน 10,000 โดสในวันเดียว โดยมี นพ.ภมร ดรุณ นพ.สสจ.บึงกาฬ นายธีระพล ขุนพานเพลิง นอภ.เมืองบึงกาฬ ดร.คำไฝ่ พลสงคราม สาธารณสุขอำเภอเมืองบึงกาฬ พร้อมส่วนราชการ ประชาชนชาวตำบลหนองเข็ง เข้าร่วมกิจกรรมในครั้งนี้กว่า 700 คน โดยมีการจับแจกของรางวัลต่างๆมากมาย เพื่อสร้างแรงจูงใจในการฉีดวัคซีน"
56,"วันที่ 10 ธันวาคม 2564 ณ หอประชุมโรงเรียนหนองเข็งพิทยาคม ต.โนนสว่าง อ.เมืองบึงกาฬ จ.บึงกาฬ จัดงาน มหกรรมคนบึงกาฬร่วมใจ ต้านภัยโควิด -19 ด้วยการฉีดวัคซีน 10,000 โดส โดยมีนางแว่นฟ้า ทองศรี นายกองค์การบริหารส่วนจังหวัดบึงกาฬ เดินทางมาเป็นประธานในพิธีในวันนี้ และมีนายแพทย์สาธารณสุขจังหวัดบึงกาฬ นายอำเภอเมืองบึงกาฬ สาธารณสุขอำเภอเมืองบึงกาฬ ส.จ. นายกเทศมนตรี เทศบาลตำบลโนนสว่าง ผู้นำชุมชน อสม. มาให้การต้อนรับ และมีพี่น้องชาวตำบลโนนสว่าง เดินทางมาเข้ารับการฉีดวัคซีนในวันนี้เป็นจำนวนมาก"
57,
58,"วันที่ 11 ธันวาคม  จังหวัดพระนครศรีอยุธยา ร่วมกับ สาธารณสุขจังหวัดพระนครศรีอยุธยา และ อบจ.อยุธยา เปิดให้บริการ ฉีดวัคซีนโควิด-19 Pfizer (booster) เข็ม 3 แบบ walk in วันละ 1,500 คน สำหรับประชาชน ไม่จำกัดสัญชาติ และที่พักอาศัย ณ หอประชุมองค์การบริหารส่วนจังหวัดพระนครศรีอยุธยา ภายในสนามกีฬากลางจังหวัดพระนครศรีอยุธยา ตั้งแต่เวลา 09.30-15.00 น. โดยบรรยากาศเป็นไปคึกคัก มีประชาชน หนุ่มสาวโรงงาน ต่างมารอต่อคิว เพื่อรับการฉีดวัคซีนเป็นจำนวน โดยมารอต่อคิวตั้งแต่เวลา 04.00 น."
59,ออสเตรเลียจะลดระยะห่างระหว่างการฉีดวัคซีนโควิด-19เข็มสองกับเข็มกระตุ้น เนื่องจากกังวลเกี่ยวกับเชื้อกลายพันธุ์โอมิครอน หลังพบผู้ติดเชื้อเพิ่มมากขึ้น
60,เมื่อวานนี้ 11 ธันวาคม 2564 ที่บริเวณบ้านนาในหมู่ที่ 10 ตำบลน้ำผุด อำเภอละงู จังหวัดสตูล นายแพทย์ปะวิตร วณิชชานนท์ ผู้อำนวยการโรงพยาบาลละงู พร้อมด้วยทีมแพทย์อีก 12 คน ลงพื้นที่ทับมานิ เพื่อบริการฉีดวัคซีนให้กับพี่น้องกลุ่มชนเผ่ามานิที่อาศัยอยู่ในพื้นที่ดังกล่าว ตามเป้าหมายฉีดวัคซีนป้องกัน covid-19 ครอบคลุมทุกพื้นที่ในจังหวัดสตูล โดยวันนี้ชาวมานิที่อาศัยอยู่บนเทือกเขา ได้เดินทางลงมาเพื่อรับวัคซีน
61,  ทีมนักวิจัยจากศูนย์การแพทย์เชบา และห้องทดลองทางไวรัสวิทยากลาง ของกระทรวงสาธารณสุขอิสราเอล เปิดเผยผลวิจัยว่า การฉีดวัคซีนโควิด-19 ของไฟเซอร์/ไบโอเอ็นเทค 3 โดส สามารถป้องกันการติดเชื้อกลายพันธุ์โอมิครอนได้ ซึ่งผลวิจัยดังกล่าวคล้ายกับผลวิจัยของบริษัท ไบออนเทคและไฟเซอร์ ก่อนหน้านี้
62,"นายแพทย์ประเสริฐ กิจสุวรรณรัตน์ นายแพทย์สาธารณสุขจังหวัดลำปาง เปิดเผย ผลงานการฉีดวัคซีนป้องกันโควิด-19 ตามนโยบาย ""ลำปาง 100 วัน 100 %"" ที่มีระยะเวลาดำเนินการถึงปลายเดือนธันวาคม 2564 โดยจังหวัดลำปางได้กำหนดกลุ่มเป้าหมายทั้งหมด 463,110 คน และข้อมูล ณ วันที่ 13 ธันวาคม 2564 ได้ให้บริการวัคซีนสะสม 446,286 คน ยังคงเหลือกลุ่มเป้าหมายที่ยังไม่ได้รับวัคซีนอีกจำนวน 16,824 คน"
63,"นายแพทย์อรุณ สัตยาพิศาล ผู้อำนวยการโรงพยาบาลระนอง เปิดเผยว่า โรงพยาบาลระนอง ได้เปิดให้บริการฉีดวัคซีนป้องกันโรคโควิด-19 เข็มที่ 3 หรือบู๊ธเตอร์โดส สำหรับประชาชนที่อยู่ในเขตอำเภอเมืองระนอง กลุ่มผู้ที่ฉีดวัคซีนแอสตร้าเซนเนก้า ครบ 2 เข็ม ในช่วงเดือนกรกฎาคม-สิงหาคม 2564 หรือมีระยะห่างระหว่างเข็มที่ 2 ไปเข็มที่ 3 เป็นเวลา 3 เดือน โดยกำหนดฉีดในวันอังคารที่ 14 ธันวาคม 2564 เวลา 07.30 – 15.00 น. ณ จุดฉีดวัคซีนโรงพยาบาลระนอง โดยผู้ที่เข้ารับการฉีดวัคซีนเข็มที่ 3 ดังกล่าว จะได้รับวัคซีนไฟเซอร์ 2,000 คน และวัคซีนโมเดอร์นา 500 คน จึงขอให้ผู้ที่ประสงค์จะฉีดวัคซีนนำใบรับรองการฉีดวัคซีนครบ 2 เข็ม ไปแสดงต่อเจ้าหน้าที่และรับบัตรคิวฉีดวัคซีน ณ จุดฉีดวัคซีน โรงพยาบาลระนอง"
64,วันนี้ (13 ธ.ค 64) ทางศูนย์สุขภาพชุมชน ผังเมือง 4 ซอย 24 เขตเทศบาลนครยะลา ซึ่งเป็นหน่วยย่อยของทางโรงพยาบาลยะลา ได้เปิดให้ประชาชนที่มีใบนัดฉีดวัคซีนไฟเซอร์ เข็ม 2 ในวันที่ 13 ธ.ค 64 ณ อาคารศรีนิบงฯ  เข้ารับบริการฉีดวัคซีน
65,คนขอนแก่น ต่อคิวเข้ารับการฉีดวัคซีนโมเดอร์น่าวันแรกคึกคัก แพทย์ย้ำชัดให้บริการเข็ม 1 ห่างจากเข็ม 2 รวม 3-4 สัปดาห์ วอนทุกคนที่ยังไม่รับการฉีดวัคซีนเร่งเข้ารับการฉีดแบบเลือกได้ทุกสูตร โดยไม่มีการจำกัดจำนวนคน
66,นายธนกร วังบุญคงชนะ โฆษกประจำสำนักนายกรัฐมนตรี เปิดเผยว่า ในการประชุมศูนย์บริหารสถานการณ์โควิด-19 วานนี้ เห็นชอบแผนการบริหารจัดการวัคซีนโควิด-19  ภายในเดือนธันวาคม 2564 โดยจะให้มีบริการฉีดวัคซีนอย่างน้อยจำนวน 6.6 ล้านโดส  และจะดำเนินการแผนการฉีดวัคซีนเข็มกระตุ้นตามแนวทางใหม่ตามคำแนะนำการฉีดวัคซีนโควิด-19 เข็มกระตุ้นจากที่ประชุมคณะอนุกรรมการสร้างเสริมภูมิคุ้มกันโรค  ประชาชนที่ได้รับการฉีดวัคซีนเข็มที่ 2 ในเดือนสิงหาคม – กันยายน 2564 สามารถเข้ารับวัคซีนเข็มกระตุ้นในเดือนธันวาคม 2564 ประชาชนที่ได้รับการฉีดวัคซีนเข็มที่ 2 ในเดือนกันยายน – ตุลาคม 2564 สามารถเข้ารับวัคซีนเข็มกระตุ้นในเดือนมกราคม 2565  ประชาชนที่ได้รับการฉีดวัคซีนเข็มที่ 2 ในเดือนตุลาคม – พฤศจิกายน 2564 สามารถเข้ารับวัคซีนเข็มกระตุ้นในเดือนกุมภาพันธ์ 2565 ประชาชนที่ได้รับการฉีดวัคซีนเข็มที่ 2 ในเดือนพฤศจิกายน – ธันวาคม 2564 สามารถเข้ารับวัคซีนเข็มกระตุ้นในเดือนมีนาคม 2565
67,นายแพทย์บัณฑิต ดวงดี ผู้อำนวยการโรงพยาบาลแม่สะเรียง เปิดเผยว่า ศูนย์ฉีดวัคซีนโควิด-19 โรงพยาบาลแม่สะเรียง อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน จะเปิดให้บริการทุกวันทำการตั้งแต่วันที่ 14-17 ธันวาคม 2564 โดยจะดำเนินการฉีดวัคซีนสูตรใหม่ให้แก่กลุ่มเปราะบาง 608 เป็นเข็มที่ 1 ไฟเซอร์ และเข็มที่ 2 ไฟเซอร์ จำนวนจำกัด 400 คนเท่านั้น 
68,           เยอรมนีเริ่มโครงการฉีดวัคซีนโควิด-19ในเด็กอายุ 5-11 ปีแล้วเมื่อวานนี้ โดย          แถลงการณ์กระทรวงสาธารณสุขเยอรมนีระบุว่า ในสัปดาห์นี้วัคซีนของไฟเซอร์/ ไบโอเอ็นเทค ในจำนวนโดสที่ต่ำ จะถูกแจกจ่ายให้กุมารแพทย์และศูนย์ฉีดวัคซีนในรัฐต่างๆทั้งหมด 
69,สำนักงานเทศบาบเมืองศรีสะเกษ ภายใต้การอำนวยการของ ดร.ฉัฐมงคล อังคสกุลเกียรติ นายกเทศมนตรีเมืองศรีสะเกษ ได้มอบหมายให้งานเทศกิจ ร่วมกับงานป้องกันฯ ดูแลความเรียบร้อยและอำนวยความสะดวกให้กับประชาชนและนักเรียนที่มารับบริการวัคซีนป้องกัน โควิด - 19 
70,วันนี้ (14 ธ.ค.64) ที่ศาลาประชาคม ศาลากลางจังหวัดลำพูน นายวรยุทธ เนาวรัตน์ ผู้ว่าราชการจังหวัดลำพูน มอบหมายให้ นายแพทย์สุกิจ สุขประเสริฐ ผู้ช่วยนายแพทย์สาธารณสุขจังหวัดลำพูน แถลงสถานการณ์ COVID-19 ในพื้นที่จังหวัดลำพูน 
71,ประมวลข่าวทั่วไทยประจำวันที่ 14 ธันวาคม 2564
72,จากที่รัฐบาลมีนโยบายให้ทุกจังหวัดเร่งฉีดวัคซีนให้ประชาชนอย่างครอบคลุมทุกกลุ่มเป้าหมาย เพื่อให้มีภูมิคุ้มกันหมู่ และให้ดำเนินการฉีดวัคซีนเข็มที่ 3 เพื่อเป็นบู๊ธเตอร์โดสให้ประชาชนที่ฉีดวัคซีนครบโดสแล้ว นั้น
73,เวลา 14.30 น.วันนี้ (14 ธ.ค.64) นายณัฐวุฒิ เพ็ชรพรหมศร รองผู้ว่าราชการจังหวัดเพชรบุรี รักษาราชการแทนผู้ว่าราชการจังหวัดเพชรบุรี นายแพทย์เพชรฤกษ์ แทนสวัสดิ์ นายแพทย์สาธารณสุขจังหวัดเพชรบุรี หัวหน้าส่วนราชการ และคณะกรรมการฯ ร่วมประชุมคณะกรรมการโรคติดต่อจังหวัดเพชรบุรี ณ ห้องประชุม สำนักงานสาธารณสุขจังหวัดเพชรบุรี
74,"ร.พ.ศูนย์ยะลา ชวนประชาชนสร้างภูมิป้องกันโควิด-19 WALK IN Booster Dose เข็มที่ 3 ด้วยวัคซีน ไฟเซอร์ พรุ่งนี้ 16 ธ.ค 64 สำหรับผู้ที่จะรับวัคซีนเป็นผู้ที่ได้รับสูตรเสมอ ได้รับเข็ม 1 และ 2 ซิโนแวค+ซิโนแวค/ซิโนฟาร์ม+ซิโนฟาร์ม/แอสตร้า+แอสตร้า และ สูตรไขว้ได้รับเข็ม 1 และ 2 ซิโนแวค+แอสตร้า, ซิโนแวค+ไฟเซอร์, ซิโนฟาร์ม+แอสตร้า และซิโนฟาร์ม +ไฟเซอร์ "
75,"สำนักข่าวต่างประเทศ รายงานโดยอ้างการเปิดเผยของ ไฟเซอร์ บริษัทเวชภัณฑ์รายใหญ่ของสหรัฐฯ ที่ระบุว่า ผลการทดสอบทางคลินิก “แพกซ์โลวิด” ยาเม็ดรักษาโรคโควิด-19 ของไฟเซอร์ ในกลุ่มตัวอย่างราว 2,200 คน พบว่า ยาแพกซ์โลวิด มีประสิทธิภาพร้อยละ 89 ในการป้องกันอาการป่วยหนักและเสียชีวิตจากโรคโควิด-19 ในกลุ่มเสี่ยงสูง"
76,นายแพทย์บัณฑิต ดวงดี ผู้อำนวยการโรงพยาบาลแม่สะเรียง เปิดเผยว่า ศูนย์ฉีดวัคซีนโควิด-19 โรงพยาบาลแม่สะเรียง เริ่มเปิดให้บริการฉีดวัคซีนสูตรใหม่แก่กลุ่มเปราะบาง 608 เป็นเข็มที่ 1ไฟเซอร์ และเข็มที่ 2 ไฟเซอร์ ในวันที่ 14 ธันวาคม 2564 เป็นวันแรก ณ ศูนย์ฉีดวัคซีนโควิด-19 โรงพยาบาลแม่สะเรียง และศาลาอเนกประสงค์บ้านโป่งดอยช้าง อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน ในวันดังกล่าวมีกลุ่มเปราะบาง 608 เข้ารับบริการ จำนวน 113 คน จากเป้าหมายที่ตั้งไว้จำกัด 400 คน ซึ่งขณะนี้ยังคงมีปริมาณวัคซีนเพียงพอ โดยมีข้อจำกัดคือสูตรใหม่นี้ไม่ร่วมกับการให้บริการออกฉีดวัคซีนเชิงรุก จึงขอเชิญชวนกลุ่ม 608 ที่มีคุณสมบัติครบต้องการเข้ารับวัคซีนนำบัตรประจำตัวประชาชน เข้าติดต่อได้ที่ ณ ศูนย์ฉีดวัคซีนโควิด-19 โรงพยาบาลแม่สะเรียง
